Points_m_XYZ:0,Points_m_XYZ:1,Points_m_XYZ:2,intensity,azimuth,distance_m
-1.1380535407,-2.0205441436,0.5353835093,59,77,2.38
-1.1271820048,-2.0012423995,-0.1203726994,64,93,2.3
-1.1417124237,-2.0270402655,0.452217319,68,79,2.37
-1.1244337343,-1.9963630141,-0.2004582083,64,95,2.3
-1.1536091407,-2.0481621557,0.3723140268,78,81,2.38
-1.1154445775,-1.9804033184,-0.2790807964,59,97,2.29
-1.1446701996,-2.032291615,0.286392957,72,83,2.35
-1.1099852656,-1.9707106456,-0.3582349249,55,99,2.29
-1.1391002613,-2.0224025316,0.2030728806,69,85,2.33
-1.1128083117,-1.9757227904,-0.4407687793,40,101,2.31
-1.1467851701,-2.0360466151,0.1224661376,67,87,2.34
-1.1093631153,-1.969606056,-0.5218864461,2,103,2.32
-1.1138366692,-1.977548576,0.0396169626,70,89,2.27
-1.0950086816,-1.9441206408,-0.5978719942,0,105,2.31
-1.1356793489,-2.0320589288,0.6237538987,64,75,2.41
-1.1072727576,-1.9812313183,-0.0396169626,71,91,2.27
-1.1313469175,-2.0243069555,0.5353835093,60,77,2.38
-1.1059237163,-1.9788174931,-0.1188026207,63,93,2.27
-1.1301952754,-2.0222463346,0.4503092291,71,79,2.36
-1.1080873093,-1.9826887871,-0.1987150935,64,95,2.28
-1.1227181824,-2.0088676521,0.3644923035,66,81,2.33
-1.1040289581,-1.9754272225,-0.277862103,59,97,2.28
-1.1185556549,-2.001419686,0.2815181833,68,83,2.31
-1.1034440505,-1.9743806537,-0.3582349249,49,99,2.29
-1.1129473414,-1.9913847906,0.1995866509,66,85,2.29
-1.0966725341,-1.9622644518,-0.4369525994,42,101,2.29
-1.1205394482,-2.0049692662,0.1203726994,65,87,2.3
-1.0980720081,-1.9647685157,-0.5196369355,2,103,2.31
-1.1072727576,-1.9812313183,0.0396169626,72,89,2.27
-1.0885557245,-1.947741131,-0.5978719942,0,105,2.31
-1.1202704703,-2.0185281588,0.6185775178,61,75,2.39
-1.1013894606,-1.9845079371,-0.0396169626,71,91,2.27
-1.1158791042,-2.010615698,0.5308844883,59,77,2.36
-1.0952015626,-1.9733584453,-0.1182792611,66,93,2.26
-1.1146631482,-2.0084247616,0.4464930492,64,79,2.34
-1.0973654753,-1.9772574311,-0.197843536,63,95,2.27
-1.1215457495,-2.0208259851,0.3660566482,66,81,2.34
-1.0981628965,-1.9786942423,-0.277862103,58,97,2.28
-1.1029794004,-1.9873727258,0.2790807964,68,83,2.29
-1.0975810968,-1.9776459427,-0.3582349249,45,99,2.29
-1.1070338936,-1.9946782014,0.1995866509,75,85,2.29
-1.0956090773,-1.9740927144,-0.4388606894,39,101,2.3
-1.1097396364,-1.9995534689,0.1198493398,66,87,2.29
-1.0875092965,-1.9594983497,-0.517387425,2,103,2.3
-1.1013894606,-1.9845079371,0.0396169626,73,89,2.27
-1.078084553,-1.9425166382,-0.5952838037,0,105,2.3
-1.1092627912,-2.013577217,0.6159893273,61,75,2.38
-1.090325073,-1.9792007299,-0.0394424385,73,91,2.26
-1.1189600985,-2.0311801486,0.5353835093,59,77,2.38
-1.0889966798,-1.9767893787,-0.1182792611,64,93,2.26
-1.1083480055,-2.0119166622,0.4464930492,64,79,2.34
-1.0959551536,-1.9894206727,-0.1987150935,65,95,2.28
-1.1104258372,-2.0156884235,0.3644923035,69,81,2.33
-1.0919412362,-1.9821344527,-0.277862103,59,97,2.28
-1.0919412362,-1.9821344527,0.277862103,68,83,2.28
-1.0865969565,-1.9724333072,-0.3566705803,44,99,2.28
-1.0959551536,-1.9894206727,0.1987150935,72,85,2.28
-1.0846653558,-1.9689269899,-0.4369525994,41,101,2.29
-1.1034523879,-2.0030299457,0.1198493398,67,87,2.29
-1.0813479943,-1.9629051856,-0.517387425,1,103,2.3
-1.090325073,-1.9792007299,0.0394424385,72,89,2.26
-1.0719766469,-1.9458939492,-0.5952838037,0,105,2.3
-1.1075656541,-2.0255271354,0.6185775178,61,75,2.39
-1.0841018602,-1.9826163146,-0.0394424385,69,91,2.26
-1.1078987682,-2.0261363377,0.5331339988,59,77,2.37
-1.0779899825,-1.9714388515,-0.1177559015,65,93,2.25
-1.1020219238,-2.015388706,0.4464930492,65,79,2.34
-1.080141036,-1.9753727198,-0.1969719786,64,95,2.26
-1.0946107466,-2.0018350711,0.3613636142,65,81,2.31
-1.0857087989,-1.9855551002,-0.277862103,58,97,2.28
-1.0904706796,-1.9942636752,0.2790807964,71,83,2.29
-1.075656448,-1.9671712603,-0.3551062356,43,99,2.27
-1.0896998062,-1.9928538943,0.1987150935,72,85,2.28
-1.0737649514,-1.9637120726,-0.4350445095,41,101,2.28
-1.0923631822,-1.9977247029,0.1193259802,68,87,2.28
-1.0705013414,-1.9577435499,-0.5151379144,2,103,2.29
-1.0841018602,-1.9826163146,0.0394424385,73,89,2.26
-1.0658581609,-1.949252055,-0.5952838037,0,105,2.3
-1.1011968178,-2.0289966542,0.6185775178,61,75,2.39
-1.0778679477,-1.9860123316,-0.0394424385,72,91,2.26
-1.0968802188,-2.0210431578,0.5308844883,60,77,2.36
-1.0670276987,-1.966038764,-0.117232542,64,93,2.24
-1.0910025513,-2.0102133338,0.4445849592,65,79,2.33
-1.0739298995,-1.9787563293,-0.1969719786,64,95,2.26
-1.0883164049,-2.0052640078,0.3613636142,67,81,2.31
-1.0794656461,-1.988956151,-0.277862103,59,97,2.28
-1.0794656461,-1.988956151,0.277862103,72,83,2.28
-1.0741824256,-1.9792216181,-0.3566705803,43,99,2.28
-1.0786818017,-1.9875118882,0.197843536,74,85,2.27
-1.0675904793,-1.9670757086,-0.4350445095,41,101,2.28
-1.0860817647,-2.001146599,0.1193259802,67,87,2.28
-1.0689934336,-1.9696607046,-0.517387425,3,103,2.3
-1.0683292933,-1.9684370012,0.0390933904,71,89,2.24
-1.045906601,-1.9271223452,-0.5875192324,0,105,2.27
-1.0902362884,-2.0239421889,0.6159893273,62,75,2.38
-1.0716233972,-1.9893887475,-0.0394424385,69,91,2.26
-1.0859046512,-2.0159008281,0.5286349777,58,77,2.35
-1.0655818697,-1.9781731033,-0.1177559015,66,93,2.25
-1.075371332,-1.9963465084,0.4407687793,65,79,2.31
-1.0677081638,-1.9821204092,-0.1969719786,64,95,2.26
-1.082011322,-2.0086731535,0.3613636142,66,81,2.31
-1.0637977004,-1.9748609263,-0.2754247161,58,97,2.26
-1.0685047699,-1.983599249,0.2766434095,70,83,2.27
-1.0632751952,-1.9738909344,-0.3551062356,42,99,2.27
-1.0771569086,-1.9996612978,0.1987150935,73,85,2.28
-1.0567501834,-1.9617777377,-0.4331364195,42,101,2.27
-1.0750537086,-1.9957568642,0.1188026207,67,87,2.27
-1.058179426,-1.9644310198,-0.5151379144,2,103,2.29
-1.0668817008,-1.9805861424,0.0392679145,71,89,2.25
-1.0398472162,-1.9303986424,-0.5875192324,0,105,2.27
-1.0838725168,-2.0273572738,0.6159893273,60,75,2.38
-1.0512262135,-1.9662931546,-0.0389188664,72,91,2.23
-1.0795661636,-2.0193023445,0.5286349777,59,77,2.35
-1.0452371807,-1.9550908139,-0.1161858229,65,93,2.22
-1.0690943281,-1.9997150299,0.4407687793,63,79,2.31
-1.0567790942,-1.9766796834,-0.1961004212,63,95,2.25
-1.0710388693,-2.0033522471,0.3597992696,67,81,2.3
-1.0622678465,-1.9869462616,-0.2766434095,59,97,2.27
-1.0669474405,-1.9956993288,0.277862103,71,83,2.28
-1.0570687971,-1.9772215656,-0.3551062356,45,99,2.27
-1.0614758902,-1.9854649265,0.1969719786,72,85,2.26
-1.0505818722,-1.9650879298,-0.4331364195,41,101,2.27
-1.064070283,-1.9903176754,0.1182792611,65,87,2.26
-1.0520027722,-1.9677456889,-0.5151379144,3,103,2.29
-1.0512262135,-1.9662931546,0.0389188664,71,89,2.23
-1.0246693962,-1.9166192715,-0.5823428515,0,105,2.25
-1.0684434425,-2.0136872038,0.6108129464,62,75,2.36
-1.0497300387,-1.9784181946,-0.0390933904,69,91,2.24
-1.0732170212,-2.0226839312,0.5286349777,61,77,2.35
-1.0437705191,-1.9671863334,-0.1167091824,65,93,2.23
-1.0720085628,-2.0204063589,0.4445849592,65,79,2.33
-1.050563967,-1.9799898929,-0.1961004212,65,95,2.25
-1.0647398776,-2.0067071233,0.3597992696,66,81,2.3
-1.0467162941,-1.972738213,-0.2742060227,59,97,2.25
-1.0513683665,-1.9815059384,0.2754247161,70,83,2.26
-1.0415933585,-1.9630830554,-0.3519775463,43,99,2.25
-1.0599023134,-1.9975898031,0.197843536,73,85,2.27
-1.0352014019,-1.9510361835,-0.4293202396,40,101,2.25
-1.0624928602,-2.0024721869,0.1188026207,66,87,2.27
-1.0412488546,-1.9624337716,-0.5128884039,4,103,2.28
-1.0450437439,-1.9695859705,0.0389188664,72,89,2.23
-1.0186431125,-1.9198289019,-0.5823428515,0,105,2.25
-1.0621119954,-2.0170338752,0.6108129464,61,75,2.36
-1.0388509602,-1.9728593473,-0.0389188664,71,91,2.23
-1.0623174683,-2.0174240844,0.5263854672,59,77,2.34
-1.0329324315,-1.9616195978,-0.1161858229,65,93,2.22
-1.0610823585,-2.0150785141,0.4426768693,64,79,2.32
-1.0396969669,-1.9744659804,-0.1952288638,63,95,2.24
-1.0538285061,-2.0013028802,0.3582349249,66,81,2.29
-1.040513599,-1.9760168287,-0.2742060227,58,97,2.25
-1.040513599,-1.9760168287,0.2742060227,70,83,2.25
-1.0354210213,-1.9663456246,-0.3519775463,43,99,2.25
-1.0489799756,-1.9920951409,0.1969719786,73,85,2.26
-1.0382142042,-1.9716500978,-0.4331364195,41,101,2.27
-1.0561966755,-2.0058002194,0.1188026207,65,87,2.27
-1.0305387407,-1.9570737913,-0.5106388934,6,103,2.27
-1.0388509602,-1.9728593473,0.0389188664,71,89,2.23
-1.0261081989,-1.9486598455,-0.5901074228,0,105,2.28
-1.0602436677,-2.0289214895,0.6134011369,61,75,2.37
-1.0280172153,-1.9672517584,-0.0387443423,72,91,2.22
-1.0559743118,-2.0207514921,0.5263854672,58,77,2.34
-1.0267647346,-1.9648549652,-0.1161858229,63,93,2.22
-1.0502002554,-2.0097020443,0.4407687793,64,79,2.31
-1.0334888786,-1.9777225358,-0.1952288638,63,95,2.24
-1.0475360376,-2.0046036986,0.3582349249,66,81,2.29
-1.0343006346,-1.979275942,-0.2742060227,58,97,2.25
-1.0388975263,-1.9880727239,0.2754247161,68,83,2.26
-1.0246640717,-1.9608350589,-0.3504132017,41,99,2.24
-1.0427164579,-1.9953807727,0.1969719786,73,85,2.26
-1.0320149696,-1.9749020089,-0.4331364195,40,101,2.27
-1.0452650001,-2.0002577574,0.1182792611,67,87,2.26
-1.0288980474,-1.9689373513,-0.5128884039,8,103,2.28
-1.0326479234,-1.9761132528,0.0389188664,71,89,2.23
-1.0155076479,-1.9433129878,-0.5875192324,0,105,2.27
-1.049417716,-2.0236674633,0.6108129464,61,75,2.36
-1.0218318487,-1.9704716565,-0.0387443423,71,91,2.22
-1.0496207331,-2.0240589558,0.5263854672,58,77,2.34
-1.020586904,-1.9680709403,-0.1161858229,63,93,2.22
-1.0438814181,-2.0129914228,0.4407687793,63,79,2.31
-1.0272705902,-1.9809595718,-0.1952288638,63,95,2.24
-1.0412332303,-2.0078847324,0.3582349249,65,81,2.29
-1.0235082288,-1.9737043405,-0.2729873292,59,97,2.24
-1.0326466951,-1.9913267007,0.2754247161,69,83,2.26
-1.0275926203,-1.9815805656,-0.353541891,41,99,2.26
-1.0318566196,-1.9898031414,0.1961004212,73,85,2.25
-1.0212865822,-1.9694201799,-0.4312283296,40,101,2.26
-1.0389758572,-2.0035316779,0.1182792611,65,87,2.26
-1.0092507049,-1.9462105344,-0.5061398723,9,103,2.25
-1.0264346949,-1.9793476549,0.0389188664,70,89,2.23
-1.0138442341,-1.9550685662,-0.5901074228,0,105,2.28
-1.0342155597,-2.0097767355,0.6056365655,60,75,2.34
-1.0202113358,-1.9825625216,-0.0389188664,73,91,2.23
-1.0432567952,-2.0273464428,0.5263854672,59,77,2.34
-1.0098296357,-1.962387908,-0.1156624633,65,93,2.21
-1.0330607097,-2.0075325316,0.4388606894,65,79,2.3
-1.021042163,-1.9841770566,-0.1952288638,65,95,2.24
-1.0304008445,-2.0023636525,0.3566705803,66,81,2.28
-1.0173026132,-1.9769100413,-0.2729873292,58,97,2.24
-1.0218441427,-1.9857355325,0.2742060227,70,83,2.25
-1.0123236367,-1.9672344656,-0.3504132017,41,99,2.24
-1.025600387,-1.9930349899,0.1961004212,70,85,2.25
-1.0106028682,-1.96389052,-0.4293202396,40,101,2.25
-1.0281070952,-1.9979062412,0.1177559015,66,87,2.25
-0.9986731715,-1.940707706,-0.5038903617,1,103,2.24
-1.0156363971,-1.9736721067,0.0387443423,72,89,2.22
-1.0032774874,-1.9496552092,-0.5875192324,0,105,2.27
-1.0278965666,-2.0130158963,0.6056365655,60,75,2.34
-1.0094309215,-1.9768530776,-0.0387443423,70,91,2.22
-1.0368825607,-2.0306139208,0.5263854672,59,77,2.34
-1.0036596391,-1.9655506922,-0.1156624633,65,93,2.21
-1.0222846476,-2.0020256055,0.4369525994,63,79,2.29
-1.0102732851,-1.9785027488,-0.1943573063,64,95,2.23
-1.0196134698,-1.9967944144,0.3551062356,65,81,2.27
-1.0110869571,-1.9800962308,-0.2729873292,58,97,2.24
-1.0156007382,-1.9889359461,0.2742060227,70,83,2.25
-1.0106300912,-1.9792015121,-0.3519775463,42,99,2.25
-1.0193340321,-1.996247168,0.1961004212,72,85,2.25
-1.0088922723,-1.9757981958,-0.4312283296,40,101,2.26
-1.0218254244,-2.0011262703,0.1177559015,63,87,2.25
-0.974846852,-1.909124199,-0.4948923196,0,103,2.2
-1.0048839354,-1.9679483341,0.0385698182,71,89,2.21
-1.0015402444,-1.9614001041,-0.5901074228,0,105,2.28
-1.0219193125,-2.0160568616,0.6056365655,61,75,2.34
-0.9990405005,-1.970921218,-0.0385698182,69,91,2.21
-1.0220423428,-2.0162995776,0.5218864461,59,77,2.32
-0.9978233235,-1.9685199541,-0.1156624633,63,93,2.21
-1.016340027,-2.0050499683,0.4369525994,65,79,2.29
-1.004398511,-1.9814915767,-0.1943573063,64,95,2.23
-1.0136843822,-1.9998108747,0.3551062356,65,81,2.27
-1.0052074514,-1.983087466,-0.2729873292,58,97,2.24
-1.0052074514,-1.983087466,0.2729873292,69,83,2.24
-0.9958221023,-1.9645719166,-0.348848857,41,99,2.23
-1.0089025401,-1.9903771892,0.1952288638,71,85,2.24
-0.9985873628,-1.9700272614,-0.4293202396,41,101,2.25
-1.0068533989,-1.9863346143,0.1167091824,65,87,2.23
-0.955962019,-1.8859353808,-0.4881437879,4,103,2.17
-1.0035610457,-1.9798394135,0.0387443423,72,89,2.22
-0.9913490766,-1.9557474683,-0.5875192324,0,105,2.27
-1.0155806505,-2.0192573617,0.6056365655,61,75,2.34
-0.992843749,-1.974050065,-0.0385698182,69,91,2.21
-1.0157029178,-2.0195004631,0.5218864461,57,77,2.32
-0.9871470896,-1.9627235186,-0.1151391037,65,93,2.2
-1.0056253342,-1.9994634185,0.4350445095,62,79,2.28
-0.9936924333,-1.9757374859,-0.1934857489,64,95,2.22
-1.007396799,-2.0029855842,0.3551062356,66,81,2.27
-0.9945127497,-1.9773685036,-0.2717686358,59,97,2.23
-0.9989724482,-1.986235627,0.2729873292,70,83,2.24
-0.9896453136,-1.9676906841,-0.348848857,41,99,2.23
-1.0026446173,-1.9935369227,0.1952288638,73,85,2.24
-0.9879827845,-1.9643851129,-0.4274121496,40,101,2.24
-1.0050952185,-1.9984094007,0.117232542,65,87,2.24
-0.9456544407,-1.880224569,-0.4858942774,10,103,2.16
-0.9973362546,-1.9829824183,0.0387443423,71,89,2.22
-0.9852000328,-1.9588522269,-0.5875192324,0,105,2.27
-1.0088789678,-2.0226140459,0.6056365655,61,75,2.34
-0.9862921041,-1.9773315995,-0.0385698182,70,91,2.21
-1.0046512884,-2.0141383378,0.5196369355,56,77,2.31
-0.9761756133,-1.9570499235,-0.1146157442,62,93,2.19
-1.0033708775,-2.0115713529,0.4369525994,65,79,2.29
-0.9826886331,-1.9701073127,-0.1926141915,64,95,2.21
-1.0007491205,-2.0063152193,0.3551062356,66,81,2.27
-0.9835198219,-1.971773691,-0.2705499424,58,97,2.22
-0.9923803608,-1.989537418,0.2729873292,71,83,2.24
-0.9831147747,-1.9709616472,-0.348848857,42,99,2.23
-0.9960282978,-1.9968508509,0.1952288638,72,85,2.24
-0.9770816842,-1.9588664267,-0.4255040597,40,101,2.23
-0.9940053049,-1.9927951276,0.1167091824,65,87,2.23
-0.9394141918,-1.8833501341,-0.4858942774,19,103,2.16
-0.9818292439,-1.9683843977,0.0383952942,71,89,2.2
-0.965764482,-1.9361775482,-0.579754661,0,105,2.24
-0.9985875357,-2.0169421387,0.6030483751,63,75,2.33
-0.9715483229,-1.9623284712,-0.0382207701,70,91,2.19
-1.0029940565,-2.0258424075,0.5218864461,58,77,2.32
-0.970364641,-1.9599376762,-0.1146157442,63,93,2.19
-0.9930425675,-2.0057424396,0.4350445095,62,79,2.28
-0.9768388901,-1.9730143325,-0.1926141915,63,95,2.21
-0.9904095241,-2.0004242315,0.353541891,65,81,2.26
-0.9776651309,-1.9746831696,-0.2705499424,57,97,2.22
-0.9820690279,-1.9835781389,0.2717686358,69,83,2.23
-0.977262495,-1.9738699275,-0.348848857,42,99,2.23
-0.985679061,-1.9908696658,0.1943573063,72,85,2.23
-0.9712653182,-1.9617568597,-0.4255040597,41,101,2.23
-0.988088196,-1.9957356247,0.1167091824,67,87,2.23
-0.9208523019,-1.8599329,-0.4791457458,22,103,2.13
-0.9715483229,-1.9623284712,0.0382207701,71,89,2.19
-0.960015485,-1.9390345024,-0.579754661,0,105,2.24
-0.9879876403,-2.0113995101,0.6004601846,61,75,2.32
-0.9697868239,-1.9743452883,-0.0383952942,70,91,2.2
-0.9966247458,-2.028983404,0.5218864461,59,77,2.32
-0.9642025367,-1.9629764898,-0.1146157442,63,93,2.19
-0.9867364517,-2.0088522717,0.4350445095,63,79,2.28
-0.9706356724,-1.9760734209,-0.1926141915,64,95,2.21
-0.9841201289,-2.003525818,0.353541891,66,81,2.26
-0.9714566664,-1.9777448455,-0.2705499424,59,97,2.22
-0.9758325974,-1.9866536061,0.2717686358,69,83,2.23
-0.9667020735,-1.968065184,-0.3472845124,40,99,2.22
-0.9750276891,-1.9850149295,0.1934857489,72,85,2.22
-0.9521141201,-1.9383662271,-0.4197797898,40,101,2.2
-0.9774107907,-1.9898665787,0.1161858229,65,87,2.22
-0.9235962084,-1.8803078959,-0.4836447668,22,103,2.15
-0.9697868239,-1.9743452883,0.0383952942,71,89,2.2
-0.9454019661,-1.9247012554,-0.5745782801,0,105,2.22
-0.9858950866,-2.0231765952,0.6030483751,60,75,2.33
-0.9635794597,-1.9773822155,-0.0383952942,69,91,2.2
-0.9859772988,-2.0233453046,0.5196369355,59,77,2.31
-0.9536563458,-1.9570187791,-0.1140923846,63,93,2.18
-0.9804205972,-2.0119422773,0.4350445095,63,79,2.28
-0.964422875,-1.9791130062,-0.1926141915,62,95,2.21
-0.9778210208,-2.0066076305,0.353541891,66,81,2.26
-0.9608906923,-1.9718645379,-0.2693312489,58,97,2.21
-0.965238614,-1.9807870018,0.2705499424,69,83,2.22
-0.9561878124,-1.9622136563,-0.3457201677,41,99,2.21
-0.9687867794,-1.9880682687,0.1934857489,72,85,2.22
-0.9546200552,-1.9589964279,-0.4235959697,38,101,2.22
-0.9711546274,-1.9929273806,0.1161858229,65,87,2.22
-0.9134161989,-1.8744411047,-0.4813952563,22,103,2.14
-0.9635794597,-1.9773822155,0.0383952942,71,89,2.2
-0.935119374,-1.918978659,-0.5719900897,0,105,2.21
-0.9753302255,-2.0175674754,0.6004601846,61,75,2.32
-0.9573625854,-1.9803996267,-0.0383952942,70,91,2.2
-0.9668936322,-2.0001155439,0.5128884039,58,77,2.28
-0.947503494,-1.9600051165,-0.1140923846,64,93,2.18
-0.9698227196,-2.0061746521,0.4331364195,63,79,2.27
-0.9582005591,-1.9821330585,-0.1926141915,63,95,2.21
-0.971512262,-2.0096696385,0.353541891,65,81,2.26
-0.9546911656,-1.9748735293,-0.2693312489,56,97,2.21
-0.9590110351,-1.9838096086,0.2705499424,70,83,2.22
-0.9457199011,-1.9563155773,-0.3441558231,41,99,2.2
-0.9582005591,-1.9821330585,0.1926141915,70,85,2.21
-0.9484609857,-1.9619857831,-0.4235959697,41,101,2.22
-0.9648888792,-1.9959685131,0.1161858229,64,87,2.22
-0.9075229706,-1.8773014316,-0.4813952563,24,103,2.14
-0.9573625854,-1.9803996267,0.0383952942,71,89,2.2
-0.9206781008,-1.9045141255,-0.5668137088,0,105,2.19
-0.9564570428,-1.9944928767,0.5926956133,59,75,2.29
-0.9511362624,-1.9833974921,-0.0383952942,70,91,2.2
-0.9648185041,-2.0119289707,0.5151379144,59,77,2.29
-0.9370232114,-1.9539676502,-0.113569025,64,93,2.17
-0.9592707995,-2.0003603828,0.4312283296,62,79,2.26
-0.9476612351,-1.9761510432,-0.191742634,63,95,2.2
-0.9609231453,-2.0038060075,0.3519775463,66,81,2.25
-0.9484822164,-1.9778630295,-0.2693312489,59,97,2.21
-0.9484822164,-1.9778630295,0.2693312489,69,83,2.21
-0.9395692976,-1.9592769851,-0.3441558231,42,99,2.2
-0.9476612351,-1.9761510432,0.191742634,70,85,2.2
-0.9380479942,-1.9561046221,-0.4216878798,41,101,2.21
-0.9542955287,-1.989985487,0.1156624633,65,87,2.21
-0.8974076042,-1.8713575143,-0.4791457458,23,103,2.13
-0.9468129157,-1.974382049,0.0382207701,70,89,2.19
-0.9021603548,-1.8812683903,-0.5590491374,0,105,2.16
-0.9584850207,-2.0149331363,0.5978719942,61,75,2.31
-0.9406055495,-1.9773468014,-0.0382207701,67,91,2.19
-0.958493092,-2.014950104,0.5151379144,57,77,2.29
-0.9308800271,-1.9569017481,-0.113569025,63,93,2.17
-0.9571984919,-2.0122285877,0.4331364195,63,79,2.27
-0.9371689967,-1.970122459,-0.1908710766,63,95,2.19
-0.9546232715,-2.0068149433,0.3519775463,65,81,2.25
-0.9422639061,-1.980833009,-0.2693312489,57,97,2.21
-0.9380002685,-1.9718699637,0.2681125555,70,83,2.2
-0.933409421,-1.9622190556,-0.3441558231,41,99,2.2
-0.9500069282,-1.9971104379,0.1934857489,69,85,2.22
-0.9276813578,-1.9501774859,-0.4197797898,39,101,2.2
-0.9480391059,-1.9929736697,0.1156624633,63,87,2.21
-0.8915241424,-1.874167564,-0.4791457458,21,103,2.13
-0.9363105469,-1.9683178206,0.038046246,69,89,2.18
-0.887947162,-1.8666480137,-0.5538727565,0,105,2.14
-0.9480283397,-2.009198711,0.5952838037,61,75,2.3
-0.9386555158,-1.9893344676,-0.0383952942,69,91,2.2
-0.95215822,-2.0179513505,0.5151379144,58,77,2.29
-0.9247276553,-1.9598165322,-0.113569025,62,93,2.17
-0.946683312,-2.0063481339,0.4312283296,62,79,2.26
-0.9309750599,-1.9730569353,-0.1908710766,62,95,2.19
-0.9440992471,-2.00087161,0.3504132017,65,81,2.24
-0.9318008377,-1.9748070428,-0.2681125555,56,97,2.2
-0.9402717544,-1.9927598341,0.2705499424,69,83,2.22
-0.9230256032,-1.9562092973,-0.3425914784,42,99,2.19
-0.9394771153,-1.9910757201,0.1926141915,72,85,2.21
-0.9215501267,-1.9530822543,-0.4197797898,39,101,2.2
-0.9417733264,-1.9959421826,0.1156624633,66,87,2.21
-0.8897897777,-1.8857711311,-0.4813952563,18,103,2.14
-0.9258556678,-1.9622071794,0.037871722,71,89,2.17
-0.8862004045,-1.8781640124,-0.556460947,4,105,2.15
-0.9376171896,-2.0034185573,0.5926956133,60,75,2.29
-0.9239248407,-1.9741619416,-0.038046246,69,91,2.18
-0.9499441425,-2.0297577142,0.517387425,56,77,2.3
-0.9185661569,-1.9627119738,-0.113569025,62,93,2.17
-0.9362145685,-2.000421559,0.4293202396,61,79,2.25
-0.9289946377,-1.9849946412,-0.191742634,63,95,2.2
-0.9378086749,-2.0038277065,0.3504132017,65,81,2.24
-0.921384973,-1.968734974,-0.2668938621,57,97,2.19
-0.9297994477,-1.9867142888,0.2693312489,69,83,2.21
-0.9168754456,-1.9590994095,-0.3425914784,40,99,2.19
-0.9289946377,-1.9849946412,0.191742634,69,85,2.2
-0.907087893,-1.9381862216,-0.4159636099,39,101,2.18
-0.9312652282,-1.9898462407,0.1151391037,64,87,2.2
-0.8797308798,-1.8797321441,-0.4791457458,16,103,2.13
-0.9239248407,-1.9741619416,0.038046246,70,89,2.18
-0.8762012165,-1.8721902675,-0.5538727565,7,105,2.14
-0.9353855416,-2.0151156497,0.5952838037,59,75,2.3
-0.913508562,-1.9679857316,-0.037871722,69,91,2.17
-0.9394603464,-2.0238940651,0.5151379144,58,77,2.29
-0.9123955926,-1.9655880441,-0.113569025,63,93,2.17
-0.9299254491,-2.0033528873,0.4293202396,63,79,2.25
-0.9143653461,-1.9698315148,-0.1899995192,63,95,2.18
-0.9273503254,-1.997805258,0.348848857,65,81,2.23
-0.915195473,-1.9716198702,-0.2668938621,58,97,2.19
-0.9193744478,-1.9806227007,0.2681125555,70,83,2.2
-0.9107162388,-1.9619701861,-0.3425914784,41,99,2.19
-0.922754019,-1.9879033635,0.191742634,70,85,2.2
-0.9092604391,-1.9588339342,-0.4197797898,41,101,2.2
-0.9250093565,-1.9927620724,0.1151391037,63,87,2.2
-0.8738211956,-1.8824866195,-0.4791457458,14,103,2.13
-0.9177182789,-1.9770547903,0.038046246,70,89,2.18
-0.8703152431,-1.8749336914,-0.5538727565,12,105,2.14
-0.9250109146,-2.0092701953,0.5926956133,61,75,2.29
-0.9073214547,-1.970845887,-0.037871722,68,91,2.17
-0.9249481472,-2.0091338546,0.5106388934,57,77,2.27
-0.9020399126,-1.9593735411,-0.1130456655,61,93,2.16
-0.9236271518,-2.0062644433,0.4293202396,63,79,2.25
-0.9081724358,-1.9726943528,-0.1899995192,62,95,2.18
-0.9251998254,-2.0096805396,0.3504132017,66,81,2.24
-0.9089969404,-1.9744853073,-0.2668938621,57,97,2.19
-0.9172982823,-1.9925171366,0.2693312489,69,83,2.21
-0.9045480436,-1.9648215989,-0.3425914784,42,99,2.19
-0.9123383644,-1.9817434095,0.1908710766,71,85,2.19
-0.8948920848,-1.9438473273,-0.4159636099,39,101,2.18
-0.9145682447,-1.9865870625,0.1146157442,65,87,2.19
-0.8638282256,-1.8763717056,-0.4768962352,10,103,2.12
-0.9031402498,-1.9617636479,0.0376971979,71,89,2.16
-0.8603813311,-1.8688845048,-0.5512845661,17,105,2.13
-0.9146822873,-2.0033795304,0.5901074228,60,75,2.28
-0.9011253925,-1.9736865911,-0.037871722,70,91,2.17
-0.918631713,-2.0120297454,0.5106388934,57,77,2.27
-0.8958799178,-1.9621977093,-0.1130456655,63,93,2.16
-0.913242762,-2.0002266152,0.4274121496,62,79,2.24
-0.9019705623,-1.9755377211,-0.1899995192,62,95,2.18
-0.9106773719,-1.9946077789,0.3472845124,65,81,2.22
-0.9027894363,-1.977331257,-0.2668938621,57,97,2.19
-0.9069117625,-1.9863601669,0.2681125555,69,83,2.2
-0.8942687706,-1.9586689,-0.3410271338,40,99,2.18
-0.9102455216,-1.9936619204,0.191742634,70,85,2.2
-0.8887809023,-1.9466491166,-0.4159636099,40,101,2.18
-0.9083226944,-1.9894504553,0.1146157442,65,87,2.19
-0.8538823411,-1.8702126709,-0.4746467247,5,103,2.11
-0.9011253925,-1.9736865911,0.037871722,70,89,2.17
-0.8504940567,-1.8627914932,-0.5486963756,15,105,2.12
-0.9123681218,-2.0150425108,0.5926956133,60,75,2.29
