Points_m_XYZ:0,Points_m_XYZ:1,Points_m_XYZ:2,intensity,azimuth,distance_m
0.264047781,-1.8859621807,-0.370169451,178,101,1.94
0.2672365959,-1.9087383021,0.1010083955,211,87,1.93
0.2620956895,-1.8720193604,-0.4364050454,165,103,1.94
0.2564719028,-1.8318514448,0.0322869519,116,89,1.85
0.2598242748,-1.855795773,-0.5021089475,150,105,1.94
0.2738692138,-1.9123405715,0.5176380902,90,75,2
0.3274275896,-2.2863214712,-0.0403150589,248,91,2.31
0.274882094,-1.9194131879,0.4476525981,72,77,1.99
0.2760631626,-1.9276602096,-0.1020551147,214,93,1.95
0.2699713932,-1.8851233446,0.370169451,73,79,1.94
0.278214585,-1.9426828998,-0.1716968132,224,95,1.97
0.2716383591,-1.8967632309,0.3034828622,72,81,1.94
0.2673460378,-1.8667913333,-0.2315517525,120,97,1.9
0.2701602067,-1.8864417684,0.2339891393,193,83,1.92
0.2660375682,-1.8576547107,-0.2972254836,157,99,1.9
0.265504274,-1.8539308891,0.1638527964,134,85,1.88
0.2699713932,-1.8851233446,-0.370169451,177,101,1.94
0.2760631626,-1.9276602096,0.1020551147,222,87,1.95
0.2665941917,-1.8615414335,-0.4341555349,136,103,1.93
0.2608081233,-1.8211391805,0.0321124278,125,89,1.84
0.2642837913,-1.8454086515,-0.499520757,140,105,1.93
0.2756775128,-1.8827986891,0.5098735189,63,75,1.97
0.3432997866,-2.3446395085,-0.0413622033,250,91,2.37
0.2738526831,-1.8703356234,0.4364050454,63,77,1.94
0.2777774409,-1.8971405986,-0.100485036,205,93,1.92
0.2716259644,-1.8551277706,0.3644451812,66,79,1.91
0.2857595504,-1.9516561267,-0.1725683706,228,95,1.98
0.2690104271,-1.8372643973,0.2940967943,73,81,1.88
0.2717714626,-1.8561214815,-0.230333059,120,97,1.89
0.2760852953,-1.8855837272,0.2339891393,196,83,1.92
0.2733031466,-1.8665824462,-0.2987898282,182,99,1.91
0.2713272499,-1.8530876354,0.1638527964,133,85,1.88
0.2758923408,-1.8842659032,-0.370169451,172,101,1.94
0.2792241985,-1.9070215392,0.1010083955,212,87,1.93
0.2710294596,-1.8510538129,-0.4319060243,122,103,1.92
0.3577850096,-2.4435694455,0.0431074439,250,89,2.47
0.2700799999,-1.8445692741,-0.499520757,124,105,1.93
0.2801617326,-1.8723704225,0.5072853284,68,75,1.96
0.3417864134,-2.2842190665,-0.0403150589,248,91,2.31
0.2782852622,-1.8598296385,0.4341555349,64,77,1.93
0.28816948,-1.9258876147,-0.1020551147,214,93,1.95
0.2760000384,-1.844557084,0.3625370912,69,79,1.9
0.2889410605,-1.9310442241,-0.1708252558,221,95,1.96
0.2747810264,-1.836410211,0.2940967943,72,81,1.88
0.2776012895,-1.8552585281,-0.230333059,120,97,1.89
0.283476449,-1.8945232588,0.2352078328,201,83,1.93
0.2777042288,-1.8559464899,-0.2972254836,188,99,1.9
0.3405376785,-2.2758735499,0.2013297657,249,85,2.31
0.2774526702,-1.8542652792,-0.3644451812,127,101,1.91
0.28816948,-1.9258876147,0.1020551147,214,87,1.95
0.2768433696,-1.8501932155,-0.4319060243,120,103,1.92
0.3447456031,-2.3039958549,0.040664107,250,89,2.33
0.2758735428,-1.8437116916,-0.499520757,120,105,1.93
0.2860425656,-1.8714810302,0.5072853284,67,75,1.96
0.3489608008,-2.2831340424,-0.0403150589,248,91,2.31
0.2841267064,-1.8589462032,0.4341555349,66,77,1.93
0.29270959,-1.9151011458,-0.1015317551,211,93,1.94
0.2788272664,-1.8242737359,0.3587209113,69,79,1.88
0.2935010455,-1.9202793747,-0.1699536984,217,95,1.95
0.2805489137,-1.8355379001,0.2940967943,80,81,1.88
0.2834283765,-1.854377264,-0.230333059,120,97,1.89
0.2879272397,-1.8838118238,0.2339891393,196,83,1.92
0.2850257581,-1.8648283985,-0.2987898282,189,99,1.91
0.374778258,-2.4520490476,0.2170177994,250,85,2.49
0.2832766376,-1.853384487,-0.3644451812,121,101,1.91
0.2942184023,-1.9249728012,0.1020551147,222,87,1.95
0.2826545473,-1.8493143575,-0.4319060243,100,103,1.92
0.3550034121,-2.322668831,0.0410131551,250,89,2.35
0.2802049622,-1.8332875398,-0.4969325666,98,105,1.92
0.2904311847,-1.8610294264,0.5046971379,70,75,1.95
0.3622985275,-2.3215420948,-0.0410131551,250,91,2.35
0.2884629353,-1.8484172476,0.4319060243,65,77,1.92
0.2910255156,-1.8648377893,-0.0989149573,188,93,1.89
0.2890978092,-1.8524854025,0.3644451812,69,79,1.91
0.3041405123,-1.9488762675,-0.1725683706,227,95,1.98
0.2863140322,-1.8346474731,0.2940967943,74,81,1.88
0.2907831037,-1.8632844583,-0.2315517525,120,97,1.9
0.2953744158,-1.8927047392,0.2352078328,202,83,1.93
0.2924058201,-1.8736825257,-0.3003541729,187,99,1.92
0.3717272928,-2.3819598826,0.2109168974,250,85,2.42
0.2906114103,-1.862184279,-0.3663532711,121,101,1.92
0.2987246033,-1.9141721224,0.1015317551,211,87,1.94
0.2869605242,-1.8387900744,-0.4296565138,119,103,1.91
0.3715487027,-2.38081551,0.0420602995,250,89,2.41
0.2874524033,-1.8419419451,-0.499520757,101,105,1.93
0.3008344357,-1.8887248711,0.5124617093,83,75,1.98
0.2988175012,-1.8760619776,-0.0331595722,202,91,1.9
0.3019317178,-1.895613923,0.4431535771,78,77,1.97
0.2921702078,-1.8343283633,-0.0973448786,123,93,1.86
0.299548318,-1.8806502553,0.370169451,87,79,1.94
0.3118285544,-1.9577491014,-0.1734399281,229,95,1.99
0.2998443122,-1.8825085915,0.3019185175,89,81,1.93
0.2966353399,-1.8623617428,-0.2315517525,120,97,1.9
0.3013190557,-1.8917674545,0.2352078328,199,83,1.93
0.2967371172,-1.8630007305,-0.2987898282,187,99,1.91
0.2977257555,-1.8692076847,0.1655959112,184,85,1.9
0.296460191,-1.8612621083,-0.3663532711,142,101,1.92
0.2968826305,-1.8639143046,0.0989149573,188,87,1.89
0.2958011246,-1.8571243002,-0.4341555349,119,103,1.93
0.3790264094,-2.3796365084,0.0420602995,250,89,2.41
0.2932376065,-1.8410297986,-0.499520757,119,105,1.93
0.3083158716,-1.8973046471,0.5150498998,88,75,1.99
0.2966911594,-1.8257688541,-0.0322869519,122,91,1.85
0.3094483352,-1.9042735668,0.4454030876,85,77,1.98
0.296329687,-1.823544436,-0.096821519,97,93,1.85
0.3070295778,-1.8893890922,0.372077541,78,79,1.95
0.3179774557,-1.9567598036,-0.1734399281,226,95,1.99
0.3073411306,-1.8913063162,0.3034828622,75,81,1.94
0.3008926239,-1.8516236958,-0.230333059,120,97,1.89
0.3056686973,-1.8810145481,0.2339891393,195,83,1.92
0.3025884327,-1.8620593113,-0.2987898282,182,99,1.91
0.2988029357,-1.8387642376,0.1629812389,120,85,1.87
0.3054550671,-1.8796999174,-0.370169451,173,101,1.94
0.2995332511,-1.8432584299,0.0978682382,121,87,1.87
0.300071113,-1.8465683072,-0.4319060243,120,103,1.92
0.3865003753,-2.3784340208,0.0420602995,250,89,2.41
0.3005692416,-1.8496336761,-0.5021089475,124,105,1.94
0.3158541695,-1.9058559629,0.5176380902,80,75,2
0.3024255079,-1.8248277631,-0.0322869519,68,91,1.85
0.3154292502,-1.9032920106,0.4454030876,72,77,1.98
0.2955260858,-1.7831968269,-0.0947280808,64,93,1.81
0.3113588015,-1.8787310276,0.370169451,74,79,1.94
0.3224944587,-1.945923298,-0.1725683706,227,95,1.98
0.311666466,-1.8805874675,0.3019185175,77,81,1.93
0.3083309715,-1.8604611788,-0.2315517525,121,97,1.9
0.3148221498,-1.8996287826,0.2364265262,207,83,1.94
0.3052070574,-1.8416115614,-0.2956611389,141,99,1.89
0.3045780999,-1.8378164481,0.1629812389,79,85,1.87
0.3113588015,-1.8787310276,-0.370169451,175,101,1.94
0.3036897898,-1.8324564077,0.0973448786,74,87,1.86
0.3074638651,-1.8552290811,-0.4341555349,140,103,1.93
0.3939705265,-2.3772080589,0.0420602995,250,89,2.41
0.3063785444,-1.848680284,-0.5021089475,139,105,1.94
0.3215075594,-1.904910417,0.5176380902,75,75,2
0.3028465654,-1.7943452972,-0.0317633797,60,91,1.82
0.3226966256,-1.9119555537,0.4476525981,73,77,1.99
0.3041395583,-1.8020061922,-0.0957747999,89,93,1.83
0.3185653987,-1.8874783152,0.372077541,72,79,1.95
0.3249508761,-1.9253118345,-0.1708252558,218,95,1.96
0.3172449013,-1.879654458,0.3019185175,76,81,1.93
0.3138497056,-1.8595381545,-0.2315517525,121,97,1.9
0.3204570678,-1.8986863262,0.2364265262,207,83,1.94
0.3106698774,-1.8406978889,-0.2956611389,123,99,1.89
0.3116875751,-1.846727678,0.1638527964,119,85,1.88
0.31693173,-1.8777989392,-0.370169451,176,101,1.94
0.3091254527,-1.8315472773,0.0973448786,86,87,1.86
0.3162102613,-1.8735242863,-0.438654556,160,103,1.95
0.3178224944,-1.883076658,0.0333340963,172,89,1.91
0.3118623326,-1.8477631045,-0.5021089475,151,105,1.94
0.3274904155,-1.9038909725,0.5176380902,73,75,2
0.3084821636,-1.7933850235,-0.0317633797,55,91,1.82
0.3270498419,-1.9013296638,0.4454030876,73,77,1.98
0.3114921094,-1.8108835772,-0.0962981595,113,93,1.84
0.3261575741,-1.8961423957,0.3739856309,74,79,1.96
0.3225539865,-1.8751926588,-0.1664674686,191,95,1.91
0.3231484347,-1.8786485296,0.3019185175,76,81,1.93
0.3196900586,-1.8585429918,-0.2315517525,121,97,1.9
0.3264203757,-1.8976702127,0.2364265262,205,83,1.94
0.3231484347,-1.8786485296,-0.3019185175,173,99,1.93
0.3343753368,-1.9439169971,0.1725683706,226,85,1.98
0.3244935049,-1.8864681998,-0.372077541,178,101,1.95
0.3165707851,-1.8404088529,0.0978682382,94,87,1.87
0.3204427744,-1.8629189635,-0.4364050454,160,103,1.94
0.3152619914,-1.8328000789,0.032461476,119,89,1.86
0.3193031551,-1.8562936982,-0.5046971379,154,105,1.95
0.3318026893,-1.8933384737,0.5150498998,75,75,1.99
0.3141147173,-1.7924070498,-0.0317633797,54,91,1.82
0.3330214215,-1.9002928254,0.4454030876,72,77,1.98
0.3189034238,-1.8197324528,-0.096821519,116,93,1.85
0.3287239551,-1.8757705454,0.370169451,75,79,1.94
0.3215650791,-1.8349204385,-0.1629812389,124,95,1.87
0.3307536947,-1.8873526819,0.3034828622,75,81,1.94
0.3255272564,-1.857529486,-0.2315517525,121,97,1.9
0.3323804618,-1.8966353699,0.2364265262,208,83,1.94
0.3273438628,-1.8678954377,-0.3003541729,183,99,1.92
0.4298998384,-2.4531021905,0.2178893569,250,85,2.5
0.3304184085,-1.8854394657,-0.372077541,178,101,1.95
0.3292462375,-1.8787508026,0.0999616764,186,87,1.91
0.3279756424,-1.8715005099,-0.438654556,161,103,1.95
0.3175665274,-1.8121038305,0.0321124278,65,89,1.84
0.3234659383,-1.8457671553,-0.5021089475,150,105,1.94
0.3377491404,-1.8922867433,0.5150498998,76,75,1.99
0.3197441707,-1.7914113857,-0.0317633797,57,91,1.82
0.3389897143,-1.8992372319,0.4454030876,74,77,1.98
0.3298827857,-1.8482143926,-0.0983915977,168,93,1.88
0.336340051,-1.8843921231,0.372077541,73,79,1.95
0.334329725,-1.873128991,-0.1664674686,181,95,1.91
0.336681346,-1.8863042765,0.3034828622,78,81,1.94
0.3313612414,-1.8564976471,-0.2315517525,120,97,1.9
0.3418252806,-1.9151238886,0.2388639131,217,83,1.96
0.3314749335,-1.8571346228,-0.2987898282,186,99,1.91
0.4498572739,-2.5203882235,0.2239902589,250,85,2.57
0.336340051,-1.8843921231,-0.372077541,178,101,1.95
0.3369015684,-1.8875381031,0.100485036,205,87,1.92
0.3321414372,-1.860868803,-0.4364050454,164,103,1.94
0.3179873346,-1.781568466,0.0315888557,58,89,1.81
0.3309602129,-1.8542508289,-0.5046971379,151,105,1.95
0.3454193548,-1.9007199365,0.5176380902,75,75,2
0.3253704685,-1.7903980412,-0.0317633797,57,91,1.82
0.3484390519,-1.9173362563,0.4499021087,74,77,2
0.3410442002,-1.8766450162,-0.0999616764,200,93,1.91
0.344013545,-1.8929842653,0.3739856309,74,79,1.96
0.3508999829,-1.9308778849,-0.1716968132,217,95,1.97
0.3426056745,-1.8852372541,0.3034828622,76,81,1.94
0.337191956,-1.8554474853,-0.2315517525,121,97,1.9
0.3460654285,-1.9042750507,0.2376452196,215,83,1.95
0.3373076486,-1.8560841007,-0.2987898282,189,99,1.91
0.4577730741,-2.5189625199,0.2239902589,250,85,2.57
0.3387480316,-1.8640100163,-0.3682613611,160,101,1.93
0.3392586285,-1.8668196496,0.0994383169,194,87,1.9
0.336243685,-1.8502294873,-0.4341555349,136,103,1.93
0.3217949688,-1.7707233375,0.0314143316,52,89,1.8
0.3350567741,-1.8436983384,-0.5021089475,131,105,1.94
0.3513889281,-1.8996253917,0.5176380902,75,75,2
0.3346308467,-1.8090304001,-0.0321124278,72,91,1.84
0.3509162038,-1.8970698214,0.4454030876,71,77,1.98
0.3542038824,-1.9148431694,-0.1020551147,214,93,1.95
0.3499588231,-1.8918941752,0.3739856309,74,79,1.96
0.3533402703,-1.9101744407,-0.1699536984,215,95,1.95
0.3485266216,-1.8841516251,0.3034828622,77,81,1.94
0.3430193426,-1.854379011,-0.2315517525,121,97,1.9
0.3538515324,-1.9129383482,0.2388639131,220,83,1.96
0.3449335636,-1.8647273816,-0.3003541729,189,99,1.92
0.4511883451,-2.4391458243,0.2170177994,250,85,2.49
0.3428168063,-1.85328409,-0.3663532711,127,101,1.92
0.3396724411,-1.8362855009,0.0978682382,120,87,1.87
0.3420546835,-1.8491640179,-0.4341555349,123,103,1.93
0.3346308467,-1.8090304001,0.0321124278,50,89,1.84
0.3408472603,-1.8426366299,-0.5021089475,123,105,1.94
0.3573550335,-1.8985120984,0.5176380902,75,75,2
0.3421619467,-1.8177961258,-0.0322869519,106,91,1.85
0.3604790737,-1.915109117,0.4499021087,72,77,2
0.3620650525,-1.9235349111,-0.1025784742,214,93,1.96
0.3540848275,-1.8811385484,0.372077541,74,79,1.95
0.3519684399,-1.8698948631,-0.1664674686,171,95,1.91
0.3544441288,-1.8830474003,0.3034828622,76,81,1.94
0.3488433438,-1.8532922348,-0.2315517525,121,97,1.9
0.3598594494,-1.9118172527,0.2388639131,219,83,1.96
0.3489630341,-1.8539281106,-0.2987898282,189,99,1.91
0.4606916753,-2.4475063654,0.2178893569,250,85,2.5
0.3486373687,-1.8521979554,-0.3663532711,122,101,1.92
0.3454396164,-1.8352093285,0.0978682382,76,87,1.87
0.3478623061,-1.8480802979,-0.4341555349,125,103,1.93
0.3366133746,-1.7883183508,0.0317633797,51,89,1.82
0.3466343825,-1.8415567354,-0.5021089475,121,105,1.94
0.3651341999,-1.9068669678,0.5202262807,74,75,2.01
0.3478710237,-1.8167122237,-0.0322869519,121,91,1.85
0.3646613087,-1.9043973538,0.4476525981,72,77,1.99
0.368106219,-1.9223879598,-0.1025784742,214,93,1.96
0.3618389587,-1.8896579891,0.3739856309,73,79,1.96
0.3522205998,-1.8394273321,-0.1638527964,121,95,1.88
0.362215654,-1.8916252329,0.3050472068,78,81,1.95
0.3565305541,-1.8619355208,-0.2327704459,121,97,1.91
0.3658638147,-1.9106772883,0.2388639131,219,83,1.96
0.3547855893,-1.852822664,-0.2987898282,188,99,1.91
0.481493054,-2.5145362998,0.2239902589,250,85,2.57
0.3618389587,-1.8896579891,-0.3739856309,169,101,1.96
0.3512033824,-1.8341150433,0.0978682382,83,87,1.87
0.3554989643,-1.8565481741,-0.4364050454,142,103,1.94
0.342229872,-1.7872520254,0.0317633797,56,89,1.82
0.3524180835,-1.8404586655,-0.5021089475,130,105,1.94
0.3692766044,-1.8962293102,0.5176380902,74,75,2
0.3573991179,-1.8352386117,-0.032636,153,91,1.87
0.3725048644,-1.9128063725,0.4499021087,73,77,2
0.3741437524,-1.9212220354,-0.1025784742,214,93,1.96
0.367773699,-1.8885119153,0.3739856309,74,79,1.96
0.3579975836,-1.8383117231,-0.1638527964,71,95,1.88
0.3643806079,-1.8710884483,0.3019185175,74,81,1.93
0.3604809598,-1.8510638194,-0.2315517525,121,97,1.9
0.3718645691,-1.9095184663,0.2388639131,220,83,1.96
0.3587166606,-1.8420041719,-0.2972254836,153,99,1.9
0.4665394041,-2.3956721923,0.2135315697,250,85,2.45
0.3658973025,-1.8788766504,-0.372077541,177,101,1.95
0.3607814755,-1.8526069627,0.0989149573,121,87,1.89
0.3631922428,-1.8649862132,-0.438654556,163,103,1.95
0.349754217,-1.7959821708,0.0319379038,62,89,1.83
0.3600446893,-1.8488235775,-0.5046971379,139,105,1.95
0.3771081122,-1.9045351372,0.5202262807,75,75,2.01
0.4350186812,-2.1970048825,-0.0390933904,239,91,2.24
0.3766197134,-1.9020685432,0.4476525981,73,77,1.99
0.3782379116,-1.9102410413,-0.1020551147,216,93,1.95
0.3737048095,-1.8873472026,0.3739856309,74,79,1.96
0.3676409387,-1.8567224172,-0.1655959112,74,95,1.9
0.3721754278,-1.879623261,0.3034828622,77,81,1.94
0.3662944599,-1.8499222023,-0.2315517525,121,97,1.9
0.3797895189,-1.9180772308,0.2400826065,220,83,1.97
0.3645017077,-1.8408681422,-0.2972254836,128,99,1.9
0.4972827433,-2.5114613748,0.2239902589,250,85,2.57
0.3717981523,-1.8777178802,-0.372077541,175,101,1.95
0.3704791852,-1.8710566097,0.0999616764,198,87,1.91
0.3690494679,-1.8638360096,-0.438654556,163,103,1.95
0.3534526785,-1.7850664671,0.0317633797,68,89,1.82
0.3658511536,-1.847683342,-0.5046971379,154,105,1.95
0.383089515,-1.9033410205,0.5202262807,76,75,2.01
0.4715113821,-2.3426560115,-0.0417112514,250,91,2.39
0.3845159493,-1.9104281136,0.4499021087,75,77,2
0.3862076818,-1.918833313,-0.1025784742,214,93,1.96
0.3796322317,-1.8861638626,0.3739856309,74,79,1.96
0.3734721803,-1.8555582784,-0.1655959112,76,95,1.9
0.3780785921,-1.8784447638,0.3034828622,77,81,1.94
0.3740627886,-1.8584926553,-0.2327704459,121,97,1.91
0.3877718961,-1.9266049515,0.2413012999,223,83,1.98
0.3800274509,-1.8881274687,-0.3050472068,172,99,1.95
0.3813347526,-1.8946226633,0.1690821409,206,85,1.94
0.3796322317,-1.8861638626,-0.3739856309,175,101,1.96
0.3881781291,-1.9286232789,0.1031018338,221,87,1.97
0.3710578911,-1.8435631296,-0.4341555349,140,103,1.93
0.3610317277,-1.7937491636,0.0319379038,80,89,1.83
0.371654007,-1.8465248707,-0.5046971379,159,105,1.95
0.3871314794,-1.8926647947,0.5176380902,75,75,2
0.4748614445,-2.3215718332,-0.0413622033,250,91,2.37
0.3905158289,-1.9092106955,0.4499021087,73,77,2
0.3922339586,-1.9176105387,-0.1025784742,214,93,1.96
0.385555907,-1.8849619069,0.3739856309,74,79,1.96
0.379299736,-1.8543758261,-0.1655959112,74,95,1.9
0.3879365613,-1.8966007964,0.3066115515,78,81,1.96
0.377910557,-1.8475842056,-0.2315517525,121,97,1.9
0.3997895893,-1.954549607,0.2449573802,229,83,2.01
0.3819987568,-1.8675711924,-0.3019185175,187,99,1.93
0.3753071072,-1.8348560806,0.1638527964,122,85,1.88
0.3835887851,-1.8753447543,-0.372077541,163,101,1.95
0.4462661876,-2.1817711742,0.1167091824,232,87,2.23
0.378800354,-1.8519343747,-0.4364050454,124,103,1.94
0.3726760704,-1.8219930843,0.032461476,108,89,1.86
0.375517535,-1.8358848509,-0.5021089475,133,105,1.94
0.3950409187,-1.9008964436,0.5202262807,75,75,2.01
0.4760493257,-2.2907006015,-0.0408386311,250,91,2.34
0.3965118542,-1.9079744343,0.4499021087,73,77,2
0.3982563643,-1.9163688384,-0.1025784742,214,93,1.96
0.3934731025,-1.8933522726,0.3758937209,74,79,1.97
0.3851235481,-1.8531750718,-0.1655959112,74,95,1.9
0.3918833262,-1.8857024315,0.3050472068,76,81,1.95
0.3837130395,-1.8463878491,-0.2315517525,121,97,1.9
0.3978498357,-1.9144126646,0.2400826065,220,83,1.97
0.3858543519,-1.8566916249,-0.3003541729,188,99,1.92
0.37904265,-1.8239144128,0.1629812389,78,85,1.87
0.3834864756,-1.8452976464,-0.3663532711,126,101,1.92
0.3941925239,-1.8968140544,0.1015317551,212,87,1.94
0.3826339393,-1.8411953291,-0.4341555349,121,103,1.93
0.378398182,-1.8208132986,0.032461476,117,89,1.86
0.3832486525,-1.8441532662,-0.5046971379,123,105,1.95
0.4010108018,-1.8996460075,0.5202262807,77,75,2.01
0.4956342696,-2.3478910223,-0.0418857754,250,91,2.4
0.4025039661,-1.9067193422,0.4499021087,74,77,2
0.391899079,-1.8564824624,-0.0994383169,184,93,1.9
0.3973917835,-1.8825021961,0.3739856309,73,79,1.96
0.3909435592,-1.8519560275,-0.1655959112,75,95,1.9
0.3957654633,-1.8747980826,0.3034828622,78,81,1.94
0.389511735,-1.8451732694,-0.2315517525,121,97,1.9
0.4551137114,-2.1559392938,0.2705499424,230,83,2.22
0.391685407,-1.8554702673,-0.3003541729,188,99,1.92
0.3868283639,-1.8324617535,0.1638527964,91,85,1.88
0.3913092562,-1.853688387,-0.3682613611,121,101,1.93
0.4063374661,-1.9248791847,0.1031018338,222,87,1.97
0.3924413669,-1.8590513586,-0.438654556,122,103,1.95
0.3841165589,-1.8196155423,0.032461476,133,89,1.86
0.3890403301,-1.8429401565,-0.5046971379,124,105,1.95
0.406976727,-1.8983768226,0.5202262807,75,75,2.01
0.5009120624,-2.3365460144,-0.0417112514,250,91,2.39
0.410534566,-1.9149726587,0.4521516192,74,77,2.01
0.3935428213,-1.8357132514,-0.0983915977,124,93,1.88
0.4033038678,-1.8812444653,0.3739856309,74,79,1.96
0.3967597119,-1.850718705,-0.1655959112,75,95,1.9
0.4016533525,-1.873545499,0.3034828622,77,81,1.94
0.397387147,-1.8536454286,-0.2327704459,121,97,1.91
0.4722873423,-2.2030236245,0.2766434095,238,83,2.27
0.3995829744,-1.863888048,-0.3019185175,187,99,1.93
0.4030243389,-1.8799405793,0.1682105835,193,85,1.93
0.4033038678,-1.8812444653,-0.3739856309,166,101,1.96
0.416569263,-1.9431220054,0.1041485529,228,87,1.99
0.3982798028,-1.8578092957,-0.438654556,141,103,1.95
0.5344459243,-2.4929675049,0.0445036364,250,89,2.55
0.394828168,-1.8417088578,-0.5046971379,131,105,1.95
0.4149930566,-1.9065271547,0.5228144711,76,75,2.02
0.5082500542,-2.3349608249,-0.0417112514,250,91,2.39
0.4144762131,-1.9041527148,0.4499021087,74,77,2
0.4035558898,-1.8539834586,-0.0994383169,177,93,1.9
0.4092119717,-1.8799681673,0.3739856309,73,79,1.96
0.4046907484,-1.8591971332,-0.1664674686,74,95,1.91
0.4117386927,-1.8915762225,0.3066115515,78,81,1.96
0.4032085753,-1.8523878547,-0.2327704459,121,97,1.91
0.4686508048,-2.1530371924,0.2705499424,231,83,2.22
0.4054365699,-1.8626235252,-0.3019185175,187,99,1.93
0.5296999325,-2.433504101,0.2178893569,250,85,2.5
0.4071241555,-1.870376493,-0.372077541,174,101,1.95
0.4120518033,-1.8930146894,0.1015317551,210,87,1.94
0.4061866889,-1.8660696605,-0.4409040665,163,103,1.96
0.5167563313,-2.3740396672,0.0424093476,250,89,2.43
0.4006121091,-1.8404593821,-0.5046971379,147,105,1.95
0.4209805305,-1.9052140094,0.5228144711,76,75,2.02
0.530683788,-2.4016934612,-0.0429329198,250,91,2.46
0.4204562301,-1.9028412049,0.4499021087,75,77,2
0.4179968411,-1.8917108509,-0.1015317551,205,93,1.94
0.4151160368,-1.8786733148,0.3739856309,73,79,1.96
0.4083802122,-1.8481892751,-0.1655959112,73,95,1.9
0.4176792131,-1.8902733748,0.3066115515,76,81,1.96
0.409026024,-1.8511119985,-0.2327704459,121,97,1.91
0.4304409991,-1.9480288571,0.2449573802,229,83,2.01
0.4112861639,-1.8613406191,-0.3019185175,186,99,1.93
0.5545373408,-2.5096464893,0.2248618163,250,85,2.58
0.4151160368,-1.8786733148,-0.3739856309,178,101,1.96
0.480480905,-2.1744923699,0.1167091824,232,87,2.23
