Points_m_XYZ:0,Points_m_XYZ:1,Points_m_XYZ:2,intensity,azimuth,distance_m
0.5486883994,-1.8476034056,-0.1010083955,75,93,1.93
0.5589083978,-1.8820172985,0.3816179908,76,79,2
0.5530226263,-1.862198087,-0.1699536984,77,95,1.95
0.5595476375,-1.8841698162,0.3113045854,80,81,1.99
0.5566484434,-1.8744073337,-0.2400826065,72,97,1.97
0.5538228168,-1.8648925756,0.2388639131,78,83,1.96
0.5454886516,-1.8368288661,-0.3034828622,70,99,1.94
0.5558586398,-1.8717478208,0.1708252558,76,85,1.96
0.5477302298,-1.8443769526,-0.3739856309,68,101,1.96
0.5543742895,-1.8667495549,0.1020551147,75,87,1.95
0.5492286529,-1.8494226062,-0.4454030876,65,103,1.98
0.5522041201,-1.8594419238,0.0338576685,78,89,1.94
0.5444688415,-1.8333948503,-0.5124617093,63,105,1.98
0.5696783567,-1.8964315041,0.5305790425,79,75,2.05
0.5609195049,-1.8672737129,-0.0340321926,76,91,1.95
0.5718553402,-1.9036785762,0.4589001509,79,77,2.04
0.5544900995,-1.8458705354,-0.1010083955,74,93,1.93
0.5676422525,-1.8896534123,0.3835260807,79,79,2.01
0.5588701554,-1.8604515285,-0.1699536984,77,95,1.95
0.5654641606,-1.8824026504,0.3113045854,77,81,1.99
0.5596788069,-1.8631434899,-0.2388639131,72,97,1.96
0.5596788069,-1.8631434899,0.2388639131,78,83,1.96
0.5540980468,-1.8445654112,-0.3050472068,69,99,1.95
0.5617361562,-1.8699923055,0.1708252558,77,85,1.96
0.5535217984,-1.8426471085,-0.3739856309,69,101,1.96
0.5602361109,-1.8649987275,0.1020551147,75,87,1.95
0.5522328531,-1.8383562721,-0.4431535771,63,103,1.97
0.5609195049,-1.8672737129,0.0340321926,78,89,1.95
0.5474470062,-1.822424421,-0.5098735189,62,105,1.97
0.5756333509,-1.8946324512,0.5305790425,79,75,2.05
0.5609697822,-1.8463689635,-0.0336831444,78,91,1.93
0.577833091,-1.9018726483,0.4589001509,76,77,2.04
0.5631893649,-1.8536744703,-0.1015317551,73,93,1.94
0.5735759628,-1.8878607894,0.3835260807,78,79,2.01
0.5647121688,-1.858686608,-0.1699536984,75,95,1.95
0.5713751027,-1.880616906,0.3113045854,78,81,1.99
0.5684146268,-1.8708728322,-0.2400826065,73,97,1.97
0.5684146268,-1.8708728322,0.2400826065,79,83,1.97
0.559890176,-1.8428155611,-0.3050472068,68,99,1.95
0.5676081286,-1.8682183342,0.1708252558,78,85,1.96
0.559307904,-1.8408990783,-0.3739856309,70,101,1.96
0.5660924029,-1.8632294934,0.1020551147,74,87,1.95
0.5608380001,-1.8459352175,-0.4454030876,64,103,1.98
0.5638763614,-1.855935642,0.0338576685,80,89,1.94
0.5531696104,-1.820695575,-0.5098735189,62,105,1.97
0.5844196525,-1.9020479414,0.5331672329,77,75,2.06
0.569704163,-1.8541550164,-0.0338576685,80,91,1.94
0.5866669287,-1.9093619103,0.4611496614,74,77,2.05
0.5660770246,-1.8423501584,-0.1010083955,77,93,1.93
0.5766209076,-1.8766662031,0.3816179908,77,79,2
0.5734744989,-1.8664259243,-0.1708252558,78,95,1.96
0.5801813122,-1.88825387,0.3128689301,78,81,2
0.5713741581,-1.8595901706,-0.2388639131,74,97,1.96
0.5742893324,-1.8690778755,0.2400826065,78,83,1.97
0.5656767794,-1.8410475232,-0.3050472068,70,99,1.95
0.5734744989,-1.8664259243,0.1708252558,81,85,1.96
0.5650884895,-1.8391328791,-0.3739856309,70,101,1.96
0.5778091909,-1.8805335814,0.1031018338,80,87,1.97
0.5666343995,-1.8441641865,-0.4454030876,64,103,1.98
0.569704163,-1.8541550164,0.0338576685,83,89,1.94
0.5617237437,-1.828182002,-0.5124617093,62,105,1.98
0.5903922185,-1.9002025497,0.5331672329,78,75,2.06
0.5784929724,-1.8619043184,-0.0340321926,80,91,1.95
0.5897714248,-1.8982044985,0.4589001509,76,77,2.04
0.5748251516,-1.8500992805,-0.1015317551,90,93,1.94
0.585426342,-1.8842196643,0.3835260807,78,79,2.01
0.5793352093,-1.8646150936,-0.1708252558,78,95,1.96
0.583180011,-1.8769897522,0.3113045854,78,81,1.99
0.5742684374,-1.8483074721,-0.2376452196,71,97,1.95
0.5801583701,-1.8672644718,0.2400826065,78,83,1.97
0.5743883526,-1.8486934243,-0.3066115515,70,99,1.96
0.5822910012,-1.8741284359,0.1716968132,82,85,1.97
0.5766886354,-1.8560969828,-0.3778018108,68,101,1.98
0.5866772166,-1.8882456574,0.1036251934,92,87,1.98
0.5782072792,-1.8609848024,-0.4499021087,64,103,2
0.5784929724,-1.8619043184,0.0340321926,83,89,1.95
0.5674643654,-1.826408276,-0.5124617093,62,105,1.98
0.5963589576,-1.8983384038,0.5331672329,78,75,2.06
0.584339453,-1.860077744,-0.0340321926,90,91,1.95
0.5986521442,-1.9056381084,0.4611496614,76,77,2.05
0.5836275254,-1.8578115257,-0.1020551147,84,93,1.95
0.591342894,-1.882371198,0.3835260807,77,79,2.01
0.5822045375,-1.8532818504,-0.1699536984,77,95,1.95
0.5890738607,-1.8751483786,0.3113045854,79,81,1.99
0.5860216818,-1.865432639,-0.2400826065,72,97,1.97
0.5860216818,-1.865432639,0.2400826065,77,83,1.97
0.5801933502,-1.8468798101,-0.3066115515,70,99,1.96
0.5881758661,-1.8722898693,0.1716968132,88,85,1.97
0.5795748762,-1.8449110747,-0.3758937209,70,101,1.97
0.5926064104,-1.8863932415,0.1036251934,92,87,1.98
0.5782103637,-1.8405675388,-0.4454030876,64,103,1.98
0.584339453,-1.860077744,0.0340321926,92,89,1.95
0.57030444,-1.8154012891,-0.5098735189,61,105,1.97
0.6052436934,-1.9056616168,0.5357554234,80,75,2.07
0.5962332963,-1.8772916094,-0.0343812407,101,91,1.97
0.6046359188,-1.9037479863,0.4611496614,75,77,2.05
0.5924840003,-1.8654866298,-0.1025784742,92,93,1.96
0.5972536096,-1.8805041535,0.3835260807,78,79,2.01
0.5910394188,-1.8609382412,-0.1708252558,77,95,1.96
0.5979516547,-1.8827020081,0.3128689301,78,81,2
0.5888747468,-1.8541225859,-0.2388639131,70,97,1.96
0.5918792097,-1.863582395,0.2400826065,81,83,1.97
0.5859926216,-1.8450479679,-0.3066115515,70,99,1.96
0.6000859405,-1.8894219898,0.1734399281,98,85,1.99
0.5853679657,-1.8430811852,-0.3758937209,68,101,1.97
0.6045755105,-1.9035577855,0.1046719125,101,87,2
0.5839898143,-1.8387419575,-0.4454030876,64,103,1.98
0.5932067313,-1.8677622104,0.0342067166,120,89,1.96
0.5789287503,-1.8228067639,-0.5124617093,62,105,1.98
0.6079440482,-1.8946600582,0.5331672329,79,75,2.06
0.6109651776,-1.9040754202,-0.0349048129,192,91,2
0.6132587674,-1.9112234018,0.4633991719,74,77,2.06
0.6102208107,-1.9017555976,-0.1046719125,185,93,2
0.6058296976,-1.888070676,0.3854341707,77,79,2.02
0.5935146591,-1.8496908093,-0.1699536984,78,95,1.95
0.6035351038,-1.8809195653,0.3128689301,78,81,2
0.5943734391,-1.8523672006,-0.2388639131,73,97,1.96
0.6004384742,-1.8712689068,0.2413012999,79,83,1.98
0.5914644017,-1.843301174,-0.3066115515,69,99,1.96
0.6239513082,-1.9445467482,0.1786692726,211,85,2.05
0.590833913,-1.8413362533,-0.3758937209,70,101,1.97
0.6132719147,-1.9112643756,0.105195272,182,87,2.01
0.5924198772,-1.8462789173,-0.4476525981,64,103,1.99
0.736213039,-2.2944108813,0.0420602995,247,89,2.41
0.5843345706,-1.8210810268,-0.5124617093,62,105,1.98
0.6168733529,-1.9019288611,0.5357554234,77,75,2.07
0.7495869383,-2.3111081474,-0.0424093476,250,91,2.43
0.6162539,-1.900018979,0.4611496614,76,77,2.05
0.6131113693,-1.890330005,-0.1041485529,195,93,1.99
0.6117582471,-1.8861580918,0.3854341707,78,79,2.02
0.5993226957,-1.8478171032,-0.1699536984,78,95,1.95
0.6124884048,-1.8884092961,0.3144332747,77,81,2.01
0.6001898796,-1.8504907834,-0.2388639131,74,97,1.96
0.6032520728,-1.8599320629,0.2400826065,80,83,1.97
0.6002995808,-1.8508290116,-0.3081758961,71,99,1.97
0.7622155309,-2.3500443159,0.216146242,250,85,2.48
0.5966157163,-1.8394710103,-0.3758937209,68,101,1.97
0.6377590625,-1.966323171,0.1083354294,214,87,2.07
0.5982172005,-1.8444086674,-0.4476525981,64,103,1.99
0.7372480587,-2.273065215,0.0417112514,246,89,2.39
0.5930328369,-1.8284243641,-0.5150498998,62,105,1.99
0.6168275549,-1.8816242046,0.5305790425,78,75,2.05
0,0,0,135,91,0
0.6222199348,-1.8980735872,0.4611496614,76,77,2.05
0.6097146143,-1.8599262743,-0.1025784742,127,93,1.96
0.6176807589,-1.8842268919,0.3854341707,79,79,2.02
0.6082280214,-1.8553914428,-0.1708252558,80,95,1.96
0.6153412789,-1.8770903396,0.3128689301,79,81,2
0.6090922352,-1.8580277154,-0.2400826065,73,97,1.97
0.612184074,-1.8674593281,0.2413012999,79,83,1.98
0.6030344533,-1.8395485328,-0.3066115515,72,99,1.96
0.6144344298,-1.8743240085,0.1725683706,132,85,1.98
0.6054494567,-1.8469154683,-0.3778018108,71,101,1.98
0.6221577696,-1.8978839534,0.1046719125,139,87,2
0.6040086196,-1.842520214,-0.4476525981,66,103,1.99
0.6135729472,-1.8716960674,0.0343812407,136,89,1.97
0.6017829804,-1.8357309313,-0.5176380902,65,105,2
0.6318490048,-1.9071845712,0.5383436138,79,75,2.08
0.6383165143,-1.9267062197,-0.0354283851,204,91,2.03
0.6312441203,-1.9053587767,0.4633991719,76,77,2.06
0.6281170679,-1.8959200246,-0.1046719125,194,93,2
0.6235971744,-1.8822770955,0.3854341707,79,79,2.02
0.6171868225,-1.8629279724,-0.1716968132,82,95,1.97
0.6212352859,-1.8751479281,0.3128689301,79,81,2
0.6149263861,-1.8561050298,-0.2400826065,80,97,1.97
0.6149263861,-1.8561050298,0.2400826065,80,83,1.97
0.6088105801,-1.8376449695,-0.3066115515,79,99,1.96
0.6485161028,-1.9574928441,0.1804123875,222,85,2.07
0.6112487155,-1.8450042817,-0.3778018108,82,101,1.98
0.6343982386,-1.9148792249,0.1057186316,189,87,2.02
0.6128583692,-1.84986289,-0.4499021087,82,103,2
0.7829596653,-2.3632997474,0.043456492,250,89,2.49
0.6105848556,-1.843000475,-0.5202262807,84,105,2.01
0.6347709476,-1.8960305827,0.5357554234,79,75,2.07
0.8189482776,-2.4461594938,-0.0450272086,250,91,2.58
0.6372268565,-1.9033662655,0.4633991719,76,77,2.06
0.6467515702,-1.9318161316,-0.1067653507,218,93,2.04
0.6295074352,-1.8803087218,0.3854341707,79,79,2.02
0.623036328,-1.8609798329,-0.1716968132,82,95,1.97
0.6271231615,-1.8731870096,0.3128689301,79,81,2
0.6207544679,-1.8541640253,-0.2400826065,86,97,1.97
0.6239055058,-1.8635760254,0.2413012999,81,83,1.98
0.6208519298,-1.8544551395,-0.3097402408,91,99,1.98
0.831769311,-2.4844553098,0.2292196034,250,85,2.63
0.6263910618,-1.8710002627,-0.3835260807,94,101,2.01
0.6562626227,-1.9602251924,0.1083354294,213,87,2.07
0.6217601853,-1.8571680552,-0.4521516192,110,103,2.01
0.8316451501,-2.4840844472,0.0457253049,250,89,2.62
0.6163717897,-1.8410731745,-0.5202262807,109,105,2.01
0.6407243611,-1.8940270377,0.5357554234,79,75,2.07
0.8426490034,-2.4909307222,-0.0458998289,250,91,2.63
0.6432033036,-1.9013549689,0.4633991719,77,77,2.06
0.732819474,-2.1662667782,-0.1198493398,230,93,2.29
0.6385570845,-1.8876204129,0.3873422606,79,79,2.03
0.6288796844,-1.8590133262,-0.1716968132,81,95,1.97
0.6361698718,-1.8805636415,0.3144332747,77,81,2.01
0.6297570141,-1.8616067753,-0.2413012999,87,97,1.98
0.632937605,-1.8710088297,0.2425199934,79,83,1.99
0.6266747991,-1.8524955275,-0.3097402408,89,99,1.98
0.7948783829,-2.3497173513,0.2170177994,250,85,2.49
0.6291202803,-1.8597245447,-0.3816179908,94,101,2
0.6720178583,-1.9865328534,0.1099055081,226,87,2.1
0.6307139191,-1.8644354549,-0.4544011298,113,103,2.02
0.8394450147,-2.4814595027,0.0457253049,250,89,2.62
0.6252479273,-1.8482775923,-0.5228144711,113,105,2.02
0.6497954676,-1.9011449192,0.5383436138,77,75,2.08
0.8343016845,-2.4409656388,-0.0450272086,250,91,2.58
0.6491734025,-1.8993249066,0.4633991719,77,77,2.06
0.6653362581,-1.9466135264,-0.1078120699,221,93,2.06
0.644484058,-1.8856050149,0.3873422606,79,79,2.03
0.634716834,-1.8570284718,-0.1716968132,82,95,1.97
0.6420746877,-1.878555778,0.3144332747,77,81,2.01
0.6420225322,-1.8784031837,-0.2437386868,93,97,2
0.6388124195,-1.8690111678,0.2425199934,83,83,1.99
0.6324914834,-1.8505176321,-0.3097402408,90,99,1.98
0.6508263983,-1.9041611741,0.1760546004,178,85,2.02
0.6381344614,-1.8670276256,-0.3835260807,86,101,2.01
0.6717958334,-1.9655126869,0.108858789,219,87,2.08
0.6365680937,-1.8624448114,-0.4544011298,116,103,2.02
0.8472365944,-2.4788100673,0.0457253049,250,89,2.62
0.6310513676,-1.8463042004,-0.5228144711,116,105,2.02
0.6522822875,-1.8900777613,0.5357554234,77,75,2.07
0.8187079984,-2.3723191792,-0.0438055402,250,91,2.51
0.6548059472,-1.8973904129,0.4633991719,77,77,2.06
0.6711090396,-1.9446308685,-0.1078120699,219,93,2.06
0.6500759156,-1.8836844951,0.3873422606,80,79,2.03
0.6434738142,-1.864553997,-0.1725683706,79,95,1.98
0.6540898757,-1.8953154971,0.317561964,79,81,2.03
0.6605448931,-1.9140197991,-0.2486134605,167,97,2.04
0.6443550673,-1.8671075491,0.2425199934,77,83,1.99
0.6508677581,-1.8859789676,-0.3159976194,142,99,2.02
0.8319661437,-2.410736481,0.2231187014,250,85,2.56
0.6532782601,-1.8929637291,-0.3892503506,142,101,2.04
0.6841402831,-1.9823906911,0.1099055081,223,87,2.1
0.6516272775,-1.8881797798,-0.4611496614,124,103,2.05
0.8545876318,-2.4762853584,0.0457253049,250,89,2.62
0.642828921,-1.86268533,-0.527990852,130,105,2.04
0.6645764969,-1.906260964,0.5409318043,76,75,2.09
0.8294482679,-2.3791766065,-0.0439800642,250,91,2.52
0.6639711238,-1.904524521,0.4656486825,75,77,2.07
0.6772149558,-1.9425129243,-0.1078120699,221,93,2.06
0.6592219474,-1.8909020569,0.3892503506,79,79,2.04
0.6460488625,-1.8531165834,-0.1716968132,79,95,1.97
0.6600409473,-1.8932512635,0.317561964,79,81,2.03
0.6665546941,-1.9119351942,-0.2486134605,183,97,2.04
0.6534849942,-1.8744462689,0.2437386868,76,83,2
0.6535380809,-1.8745985417,-0.3144332747,125,99,2.01
0.8657710644,-2.4833643554,0.2300911609,250,85,2.64
0.6592219474,-1.8909020569,-0.3892503506,143,101,2.04
0.6837898583,-1.9613722731,0.108858789,217,87,2.08
0.6575559439,-1.8861233179,-0.4611496614,123,103,2.05
0.8623628817,-2.4735883766,0.0457253049,250,89,2.62
0.6518573295,-1.8697775006,-0.5305790425,120,105,2.05
0.6609366125,-1.876831238,0.5331672329,65,75,2.06
0.8568451987,-2.4331438215,-0.0450272086,250,91,2.58
0.6731875563,-1.9116196784,0.467898193,74,77,2.08
0.6833141882,-1.9403758084,-0.1078120699,218,93,2.06
0.6618985446,-1.8795627922,0.3873422606,77,79,2.03
0.6551763738,-1.8604741537,-0.1725683706,82,95,1.98
0.6627047879,-1.8818522441,0.3159976194,80,81,2.02
0.6626673589,-1.8817459588,-0.2449573802,134,97,2.01
0.6560736538,-1.8630221184,0.2425199934,77,83,1.99
0.6594240711,-1.8725361439,-0.3144332747,121,99,2.01
0.6783391749,-1.9262484925,0.1786692726,211,85,2.05
0.6618985446,-1.8795627922,-0.3873422606,122,101,2.03
0.699899484,-1.9874723086,0.1104288677,229,87,2.11
0.6602416417,-1.8748577616,-0.4589001509,120,103,2.04
0.8701296204,-2.4708669815,0.0457253049,250,89,2.62
0.6577281823,-1.8677204068,-0.5305790425,120,105,2.05
0.6765406908,-1.9020477062,0.5409318043,62,75,2.09
0.8510820378,-2.3927587205,-0.0443291124,250,91,2.54
0.6791897547,-1.9094953674,0.467898193,76,77,2.08
0.6894066765,-1.9382195417,-0.1078120699,219,93,2.06
0.6678000892,-1.8774741048,0.3873422606,81,79,2.03
0.661017983,-1.8584066788,-0.1725683706,84,95,1.98
0.668613521,-1.8797610125,0.3159976194,79,81,2.02
0.6818807485,-1.9170609118,-0.249832154,172,97,2.05
0.6619232632,-1.860951812,0.2425199934,77,83,1.99
0.6719234889,-1.8890667601,-0.317561964,163,99,2.03
0.6910642549,-1.9428797096,0.1804123875,222,85,2.07
0.677669056,-1.9052200275,-0.3930665305,157,101,2.06
0.7027932139,-1.9758548726,0.1099055081,223,87,2.1
0.6693937486,-1.8819545688,-0.4611496614,131,103,2.05
0.8577834712,-2.4115993404,0.0446781605,250,89,2.56
0.6668295804,-1.874745586,-0.5331672329,126,105,2.06
0.67924719,-1.8908224159,0.5383436138,90,75,2.08
0.8484540141,-2.3618439535,-0.0438055402,250,91,2.51
0.6818910899,-1.8981822478,0.4656486825,76,77,2.07
0.6921161842,-1.9266458731,-0.1072887103,218,93,2.05
0.6736950429,-1.8753668874,0.3873422606,80,79,2.03
0.6668530682,-1.8563208621,-0.1725683706,82,95,1.98
0.6745156552,-1.8776512284,0.3159976194,76,81,2.02
0.6878999982,-1.9149092635,-0.249832154,187,97,2.05
0.6711219494,-1.8682041595,0.2437386868,76,83,2
0.6778548416,-1.8869465315,-0.317561964,179,99,2.03
0.8352503076,-2.3250887565,0.216146242,250,85,2.48
0.686969822,-1.9123199295,-0.3949746204,171,101,2.07
0.7089970667,-1.9736372358,0.1099055081,225,87,2.1
0.6753027702,-1.8798423227,-0.4611496614,137,103,2.05
0.8653554885,-2.4088926378,0.0446781605,250,89,2.56
0.672715967,-1.8726414311,-0.5331672329,130,105,2.06
0.6884781761,-1.8977593589,0.5409318043,87,75,2.09
0.7910828121,-2.1805844579,-0.0404895829,232,91,2.32
0.6911739824,-1.9051902286,0.467898193,75,77,2.08
0.7015711806,-1.9338496415,-0.1078120699,218,93,2.06
0.6829310487,-1.8824689499,0.3892503506,79,79,2.04
0.6760789534,-1.8635814552,-0.1734399281,82,95,1.99
0.6837795042,-1.8848076795,0.317561964,77,81,2.03
0.6939124585,-1.9127387158,-0.249832154,184,97,2.05
0.6769877644,-1.866086552,0.2437386868,77,83,2
0.6837795042,-1.8848076795,-0.317561964,181,99,2.03
0.6862710985,-1.891675648,0.1760546004,168,85,2.02
0.6929741524,-1.9101523168,-0.3949746204,172,101,2.07
0.715193922,-1.97140012,0.1099055081,223,87,2.1
0.6845280787,-1.8868710918,-0.4633991719,142,103,2.06
0.8695091254,-2.3967630895,0.0445036364,250,89,2.55
0.6785957142,-1.8705187939,-0.5331672329,133,105,2.06
0.6911140917,-1.8865172848,0.5383436138,83,75,2.08
0.6981882295,-1.9058273861,-0.0354283851,203,91,2.03
0.6971558933,-1.9030094433,0.467898193,75,77,2.08
0.7213837186,-1.9691435473,-0.1099055081,229,93,2.1
0.6888416195,-1.8803141727,0.3892503506,80,79,2.04
0.6819302213,-1.8614482976,-0.1734399281,83,95,1.99
0.6930949423,-1.8919243643,0.3191263087,77,81,2.04
0.6999180702,-1.9105492901,-0.249832154,186,97,2.05
0.6862611322,-1.8732702796,0.2449573802,77,83,2.01
0.6930949423,-1.8919243643,-0.3191263087,181,99,2.04
0.8806837531,-2.4039809673,0.2239902589,250,85,2.57
0.6989716433,-1.9079658517,-0.3949746204,172,101,2.07
0.7248188792,-1.9785204213,0.1104288677,226,87,2.11
0.6871007603,-1.8755621917,-0.4611496614,139,103,2.05
0.6809914751,-1.8588858249,0.0345557647,134,89,1.98
0.6844687639,-1.8683776955,-0.5331672329,134,105,2.06
0.7003884814,-1.8933960912,0.5409318043,77,75,2.09
0.6902967951,-1.8661147183,-0.0347302888,133,91,1.99
0.7031309237,-1.9008098761,0.467898193,75,77,2.08
0.7275663955,-1.9668675399,-0.1099055081,229,93,2.1
0.691339777,-1.8689342647,0.3873422606,79,79,2.03
0.6877747588,-1.8592967683,-0.1734399281,83,95,1.99
0.6956085249,-1.8804741899,0.317561964,76,81,2.03
0.7093602704,-1.9176499886,-0.2510508474,190,97,2.06
0.6955862846,-1.8804140665,0.2461760737,77,83,2.02
0.6990351679,-1.8897376096,-0.3191263087,181,99,2.04
0.7015993771,-1.8966695676,0.1769261578,175,85,2.03
0.701556621,-1.8965539829,-0.3930665305,173,101,2.06
0.8211106463,-2.2197505093,0.1240362163,235,87,2.37
0.6963700494,-1.8825328581,-0.4633991719,142,103,2.06
0.6972344513,-1.8848696401,0.0350793369,201,89,2.01
0.6936861992,-1.8752774684,-0.5357554234,135,105,2.07
0.7060032095,-1.8913096656,0.5409318043,76,75,2.09
0.692333986,-1.8546912279,-0.0345557647,100,91,1.98
0.7087676368,-1.8987152809,0.467898193,76,77,2.08
0.7299066217,-1.9553444375,-0.1093821485,223,93,2.09
0.7003148814,-1.8760712224,0.3892503506,80,79,2.04
0.6932883679,-1.8572479184,-0.1734399281,84,95,1.99
0.7011849341,-1.8784020036,0.317561964,78,81,2.03
0.7150469217,-1.9155368364,-0.2510508474,190,97,2.06
0.6942203124,-1.8597445014,0.2437386868,78,83,2
0.7011849341,-1.8784020036,-0.317561964,181,99,2.03
0.696772229,-1.8665808225,0.1743114855,129,85,2
0.7106136297,-1.9036605051,-0.3949746204,173,101,2.07
0.8276931547,-2.2173044578,0.1240362163,235,87,2.37
0.7019525634,-1.8804584032,-0.4633991719,142,103,2.06
0.8916422547,-2.3886174905,0.0445036364,250,89,2.55
0.6992471979,-1.8732110085,-0.5357554234,139,105,2.07
0.7119414403,-1.8890823616,0.5409318043,79,75,2.09
0.6981572442,-1.8525070476,-0.0345557647,119,91,1.98
0.7147291194,-1.8964792556,0.467898193,76,77,2.08
0.7395676561,-1.96238642,-0.1099055081,228,93,2.1
0.7096670579,-1.8830474612,0.3911584405,82,79,2.05
0.6991196534,-1.8550607272,-0.1734399281,81,95,1.99
0.7140489695,-1.8946745298,0.3206906533,76,81,2.05
0.7210612197,-1.9132810012,-0.2510508474,190,97,2.06
0.7070600309,-1.8761299138,0.2461760737,77,83,2.02
0.7105658038,-1.885432215,-0.3191263087,181,99,2.04
0.7307381302,-1.938957946,0.1812839449,223,85,2.08
0.716590639,-1.901418656,-0.3949746204,174,101,2.07
0.8416984276,-2.2333826399,0.1250829354,237,87,2.39
0.707856724,-1.8782438781,-0.4633991719,140,103,2.06
0.9238242322,-2.4512972044,0.0457253049,250,89,2.62
0.7017221852,-1.8619663468,-0.5331672329,138,105,2.06
0.7213074419,-1.8958643384,0.5435199947,79,75,2.1
0.7110844565,-1.8689945291,-0.0349048129,145,91,2
0.7206835478,-1.8942245128,0.467898193,77,77,2.08
0.7457290151,-1.9600533195,-0.1099055081,228,93,2.1
0.7155793142,-1.8808086876,0.3911584405,78,79,2.05
0.7084864714,-1.8621660576,-0.1743114855,82,95,2
0.7129733635,-1.8739592797,0.317561964,77,81,2.03
0.7305978593,-1.9202830122,-0.2522695408,190,97,2.07
0.7094211097,-1.864622635,0.2449573802,77,83,2.01
0.7164855476,-1.8831906062,-0.3191263087,184,99,2.04
0.9316597098,-2.4487483657,0.2292196034,250,85,2.63
0.7260512066,-1.9083327172,-0.3968827104,175,101,2.08
0.7528311962,-1.978720494,0.1109522272,228,87,2.12
0.7137538983,-1.8760108155,-0.4633991719,123,103,2.06
0.9492977494,-2.4951076963,0.0465979252,250,89,2.67
0.7110030498,-1.8687805622,-0.5357554234,136,105,2.07
0.727259906,-1.8935889323,0.5435199947,74,75,2.1
0.8782668826,-2.2867704306,-0.0427583958,250,91,2.45
0.730124281,-1.9010469934,0.4701477036,75,77,2.09
0.751883014,-1.9577008741,-0.1099055081,228,93,2.1
0.7250039446,-1.8877150163,0.3930665305,78,79,2.06
0.7143331327,-1.8599310959,-0.1743114855,80,95,2
0.7259393877,-1.8901506581,0.3206906533,75,81,2.05
0.736626991,-1.9179782989,-0.2522695408,190,97,2.07
0.715275484,-1.862384725,0.2449573802,78,83,2.01
0.7223982199,-1.880930411,-0.3191263087,184,99,2.04
0.7250481297,-1.8878300624,0.1769261578,169,85,2.03
0.7285233812,-1.8968786815,-0.3949746204,175,101,2.07
0.8736164544,-2.274661968,0.1276997332,246,87,2.44
0.7161506106,-1.8646633189,-0.4611496614,120,103,2.05
0.9678859523,-2.5201143521,0.0471214974,250,89,2.7
0.7168704788,-1.8665376618,-0.5357554234,136,105,2.07
0.7366966457,-1.9003010031,0.5461081852,75,75,2.11
0.9107451133,-2.3492571363,-0.0439800642,250,91,2.52
0.7396149595,-1.9078287617,0.4723972141,77,77,2.1
0.7616392569,-1.964640198,-0.1104288677,229,93,2.11
0.7309307887,-1.8854280375,0.3930665305,78,79,2.06
0.7201727439,-1.8576777775,-0.1743114855,80,95,2
0.7283037625,-1.8786516518,0.3191263087,77,81,2.04
0.7426488525,-1.9156546559,-0.2522695408,190,97,2.07
0.7211227988,-1.860128434,0.2449573802,78,83,2.01
0.731873879,-1.8878607285,-0.3206906533,184,99,2.05
0.9002159298,-2.3220972219,0.2178893569,250,85,2.5
0.7380272042,-1.9037331641,-0.3968827104,175,101,2.08
0.8554905398,-2.2067285636,0.1240362163,234,87,2.37
0.7255270555,-1.8714891662,-0.4633991719,100,103,2.06
0.9504998603,-2.4518040748,0.0458998289,250,89,2.63
0.7227308325,-1.8642763395,-0.5357554234,136,105,2.07
0.7426629721,-1.8979772285,0.5461081852,75,75,2.11
0.9290510279,-2.3743175049,-0.0445036364,250,91,2.55
0.742054421,-1.8964219924,0.4701477036,74,77,2.09
0.7678075875,-1.9622377465,-0.1104288677,229,93,2.11
0.7368504189,-1.8831224503,0.3930665305,79,79,2.06
0.7260052472,-1.8554061246,-0.1743114855,80,95,2
0.7378011469,-1.8855521665,0.3206906533,77,81,2.05
0.7486633844,-1.9133121062,-0.2522695408,190,97,2.07
0.7305797278,-1.8670968379,0.2461760737,77,83,2.02
0.7378011469,-1.8855521665,-0.3206906533,175,99,2.05
0.9909971625,-2.53262936,0.2379351777,250,85,2.73
0.7440043064,-1.9014051925,-0.3968827104,175,101,2.08
0.8624189489,-2.2040300755,0.1240362163,234,87,2.37
0.7314029221,-1.8692006241,-0.4633991719,99,103,2.06
0.9436243773,-2.411561701,0.0452017327,250,89,2.59
0.732103783,-1.8709917703,-0.5383436138,137,105,2.08
0.7447447033,-1.8867806821,0.5435199947,75,75,2.1
0.9250788268,-2.3436499137,-0.0439800642,250,91,2.52
0.7476779437,-1.8942119283,0.4701477036,75,77,2.09
0.7736262758,-1.9599509817,-0.1104288677,228,93,2.11
0.7388304531,-1.8717971674,0.3911584405,78,79,2.05
0.7315071443,-1.8532438598,-0.1743114855,81,95,2
0.7470187416,-1.8925418664,0.322254998,77,81,2.06
0.754336992,-1.9110823586,-0.2522695408,190,97,2.07
0.7361162917,-1.864920949,0.2461760737,77,83,2.02
0.7361398279,-1.8649805771,-0.317561964,127,99,2.03
0.9911921805,-2.51114543,0.2361920628,250,85,2.71
0.749642606,-1.8991893211,-0.3968827104,176,101,2.08
0.8689546321,-2.2014615292,0.1240362163,234,87,2.37
0.7369457244,-1.8670222834,-0.4633991719,97,103,2.06
0.7415314405,-1.8786400102,0.035253861,193,89,2.02
0.7376518966,-1.8688113422,-0.5383436138,138,105,2.08
0.7542431267,-1.8934051748,0.5461081852,75,75,2.11
0.9361371899,-2.3500207518,-0.0441545883,250,91,2.53
0.7536250866,-1.8918536851,0.4701477036,72,77,2.09
