Points_m_XYZ:0,Points_m_XYZ:1,Points_m_XYZ:2,intensity,laser_id,azimuth,distance_m
-1.8149813933,-1.9807046238,0.4255017449,85,13,81,2.72
-1.7836748653,-1.9465395437,-0.3241724535,79,14,97,2.66
-1.8037914992,-1.9684929972,0.3278285338,84,15,83,2.69
-1.7749450391,-1.9370126101,-0.416115677,74,16,99,2.66
-1.8036919462,-1.9683843542,0.2335773906,85,17,85,2.68
-1.7640527157,-1.925125725,-0.5075519277,73,18,101,2.66
-1.808100417,-1.9731953559,0.1402603627,78,19,87,2.68
-1.7575939145,-1.9180771804,-0.6006193151,63,20,103,2.67
-1.7832865036,-1.9461157212,0.046074353,82,21,89,2.64
-1.7423619788,-1.9014544394,-0.6910468504,58,22,105,2.67
-1.4632414004,-1.6069540776,0.5823428515,76,23,75,2.25
-1.7838954917,-1.9591013032,-0.0462488771,86,24,91,2.65
-1.8237210585,-2.0028383495,0.6253639311,114,25,77,2.78
-1.7682751307,-1.9419467838,-0.1376435649,79,26,93,2.63
-1.8042591138,-1.9814649442,0.5209085574,94,27,79,2.73
-1.7773779341,-1.9519436217,-0.2309627183,81,28,95,2.65
-1.8087498799,-1.9863967723,0.4255017449,85,29,81,2.72
-1.770868317,-1.9447946608,-0.32295376,79,30,97,2.65
-1.7842333609,-1.9594723563,0.3253911469,84,31,83,2.67
-1.755551354,-1.9279733378,-0.4129869877,74,0,99,2.64
-1.7907921071,-1.9666752717,0.2327058331,90,1,85,2.67
-1.7513870518,-1.9234000375,-0.5056438377,72,2,101,2.65
-1.795169049,-1.9714820961,0.1397370032,78,3,87,2.67
-1.7449992862,-1.9163848956,-0.5983698046,63,4,103,2.66
-1.7771638106,-1.9517084681,0.046074353,83,5,89,2.64
-1.7363797952,-1.9069188387,-0.6910468504,58,6,105,2.67
-1.4646666185,-1.618705462,0.5849310419,71,7,75,2.26
-1.7643151551,-1.9498680056,-0.0458998289,81,8,91,2.63
-1.810882485,-2.001332817,0.6231144205,113,9,77,2.77
-1.7554653594,-1.9400874777,-0.1371202054,80,10,93,2.62
-1.7914390915,-1.9798445637,0.5190004674,81,11,79,2.72
-1.7645530483,-1.950130918,-0.2300911609,82,12,95,2.64
-1.7892468346,-1.9774217473,0.4223730556,85,13,81,2.7
-1.7580904023,-1.9429885961,-0.3217350666,78,14,97,2.64
-1.7780687023,-1.9650680119,0.3253911469,83,15,83,2.67
-1.7428589537,-1.9261552576,-0.4114226431,73,16,99,2.63
-1.7712369614,-1.9575177775,0.2309627183,90,17,85,2.65
-1.7519220527,-1.9361715218,-0.5075519277,70,18,101,2.66
-1.7822663573,-1.9697071339,0.1392136436,79,19,87,2.66
-1.7455076661,-1.9290825348,-0.6006193151,63,20,103,2.67
-1.7643151551,-1.9498680056,0.0458998289,83,21,89,2.63
-1.7174188226,-1.8980395904,-0.6858704695,58,22,105,2.65
-1.4660323783,-1.6304815906,0.5875192324,74,23,75,2.27
-1.7514956697,-1.9479661485,-0.0457253049,82,24,91,2.62
-1.7915566834,-1.9925209253,0.6186153994,114,25,77,2.75
-1.749361742,-1.9455928518,-0.1371202054,79,26,93,2.62
-1.7720838492,-1.9708637653,0.5151842875,83,27,79,2.7
-1.7517571601,-1.9482569711,-0.2292196034,83,28,95,2.63
-1.7764219625,-1.9756884977,0.420808711,85,29,81,2.69
-1.7519776578,-1.9485022026,-0.3217350666,79,30,97,2.64
-1.7652502158,-1.9632635829,0.3241724535,84,31,83,2.66
-1.7301953687,-1.9242765294,-0.4098582984,72,0,99,2.62
-1.7650785073,-1.9630726134,0.2309627183,88,1,85,2.65
-1.7327042081,-1.9270667927,-0.5037357478,72,2,101,2.64
-1.7693926016,-1.9678706325,0.138690284,77,3,87,2.65
-1.7198944161,-1.9128200883,-0.5938707835,62,4,103,2.64
-1.7581807677,-1.9554011338,0.0458998289,85,5,89,2.63
-1.7114474901,-1.9034256454,-0.6858704695,59,6,105,2.65
-1.4737742338,-1.6494851978,0.5926956133,71,7,75,2.29
-1.7453673203,-1.9534590125,-0.0457253049,86,8,91,2.62
-1.7917801206,-2.0054053862,0.62086491,97,9,77,2.76
-1.736587268,-1.9436321571,-0.1365968458,80,10,93,2.61
-1.7724237725,-1.9837412744,0.5170923775,82,11,79,2.71
-1.7456278958,-1.9537506552,-0.2292196034,82,12,95,2.63
-1.770206398,-1.9812595331,0.420808711,87,13,81,2.69
-1.745847622,-1.9539965782,-0.3217350666,80,14,97,2.64
-1.7524606812,-1.9613980804,0.32295376,87,15,83,2.65
-1.7241415475,-1.9297025936,-0.4098582984,73,16,99,2.62
-1.7522652643,-1.9611793649,0.2300911609,87,17,85,2.64
-1.7201012995,-1.9251806464,-0.5018276578,72,18,101,2.63
-1.7698552234,-1.9808664896,0.1392136436,79,19,87,2.66
-1.7073846801,-1.9109478861,-0.5916212729,61,20,103,2.63
-1.738705613,-1.9460030621,0.0455507808,81,21,89,2.61
-1.6925878756,-1.8943869302,-0.6806940886,59,22,105,2.63
-1.468584959,-1.6541070486,0.5926956133,69,23,75,2.29
-1.732583494,-1.9514557548,-0.0455507808,84,24,91,2.61
-1.7725329255,-1.9964518824,0.6163658889,78,25,77,2.74
-1.7238424446,-1.9416104739,-0.1360734862,79,26,93,2.6
-1.7531483688,-1.9746185307,0.5132761976,81,27,79,2.69
-1.7328674052,-1.9517755317,-0.228348046,82,28,95,2.62
-1.7639733622,-1.9868110142,0.420808711,88,29,81,2.69
-1.7265208072,-1.9446271864,-0.3192976797,78,30,97,2.62
-1.7462901295,-1.9668939099,0.32295376,87,31,83,2.65
-1.7115131878,-1.9277236978,-0.4082939538,73,0,99,2.61
-1.7394814029,-1.9592250566,0.2292196034,89,1,85,2.63
-1.7075274075,-1.9232344054,-0.4999195679,71,2,101,2.62
-1.7569932609,-1.9789491369,0.138690284,77,3,87,2.65
-1.688434648,-1.9017297128,-0.5871222518,62,4,103,2.61
-1.732583494,-1.9514557548,0.0455507808,82,5,89,2.61
-1.6866281407,-1.8996949947,-0.6806940886,58,6,105,2.63
-1.456990879,-1.6514692877,0.5901074228,71,7,75,2.28
-1.719829546,-1.9493915276,-0.0453762567,85,8,91,2.6
-1.7598059745,-1.9947039896,0.6141163784,76,9,77,2.73
-1.7111275286,-1.9395279694,-0.1355501267,80,10,93,2.59
-1.7404420936,-1.9727554277,0.5113681076,79,11,79,2.68
-1.7201366185,-1.949739588,-0.2274764886,83,12,95,2.61
-1.7446543448,-1.9775299281,0.4176800217,88,13,81,2.67
-1.7138366468,-1.9425986993,-0.3180789863,79,14,97,2.61
-1.7269694947,-1.9574845131,0.3205163732,86,15,83,2.63
-1.6989143433,-1.9256845742,-0.4067296091,73,16,99,2.6
-1.7267271802,-1.9572098546,0.228348046,90,17,85,2.62
-1.6949827852,-1.9212282337,-0.4980114779,71,18,101,2.61
-1.7375542086,-1.9694820693,0.1376435649,77,19,87,2.63
-1.6888980414,-1.9143313014,-0.5893717624,62,20,103,2.62
-1.713214817,-1.9418938679,0.0452017327,81,21,89,2.59
-1.6742614486,-1.8977410236,-0.6781058982,58,22,105,2.62
-1.4581629777,-1.6633017286,0.5926956133,72,23,75,2.29
-1.7071057331,-1.9472664993,-0.0452017327,83,24,91,2.59
-1.7471075635,-1.9928959074,0.6118668678,63,25,77,2.72
-1.7050258878,-1.944894055,-0.1355501267,79,26,93,2.59
-1.7342359211,-1.9782134436,0.5113681076,82,27,79,2.68
-1.700868731,-1.9401520569,-0.2257333737,82,28,95,2.59
-1.7319221665,-1.975574183,0.416115677,86,29,81,2.66
-1.7077253456,-1.9479732807,-0.3180789863,77,30,97,2.61
-1.7142683546,-1.9554367799,0.3192976797,88,31,83,2.62
-1.6928562529,-1.9310123594,-0.4067296091,72,0,99,2.6
-1.7205699132,-1.9626248607,0.228348046,91,1,85,2.62
-1.6954097438,-1.9339250829,-0.4999195679,70,2,101,2.62
-1.7247752224,-1.9674217854,0.1371202054,78,3,87,2.62
-1.6828756678,-1.9196276755,-0.5893717624,63,4,103,2.62
-1.7071057331,-1.9472664993,0.0452017327,82,5,89,2.59
-1.6619237431,-1.8957281711,-0.6755177077,58,6,105,2.61
-1.4656197223,-1.6824410564,0.5978719942,72,7,75,2.31
-1.6944123113,-1.9450808389,-0.0450272086,84,8,91,2.58
-1.734437945,-1.991027798,0.6096173573,111,9,77,2.71
-1.6923479309,-1.9427110575,-0.1350267671,81,10,93,2.58
-1.7215648241,-1.9762502491,0.5094600177,82,11,79,2.67
-1.6947651801,-1.9454859106,-0.2257333737,81,12,95,2.59
-1.7192195597,-1.9735580302,0.4145513324,84,13,81,2.65
-1.6950776604,-1.9458446187,-0.3168602929,77,14,97,2.6
-1.7081167193,-1.9608126542,0.3192976797,84,15,83,2.62
-1.6738062128,-1.9214263086,-0.4036009198,72,16,99,2.58
-1.7078521699,-1.9605089678,0.2274764886,88,17,85,2.61
-1.6764301658,-1.9244384448,-0.496103388,72,18,101,2.6
-1.7120263952,-1.965300721,0.1365968458,78,19,87,2.61
-1.6576362648,-1.9028642055,-0.5826232308,62,20,103,2.59
-1.7009798009,-1.9526199119,0.0452017327,85,21,89,2.59
-1.655959946,-1.9009398949,-0.6755177077,58,22,105,2.61
-1.460326954,-1.6870371265,0.5978719942,73,23,75,2.31
-1.6882933081,-1.9503943848,-0.0450272086,83,24,91,2.58
-1.7281743979,-1.9964668613,0.6096173573,113,25,77,2.71
-1.6797005828,-1.9404676718,-0.1345034075,81,26,93,2.57
-1.7153477654,-1.9816489432,0.5094600177,82,27,79,2.67
-1.6886449026,-1.9508005631,-0.2257333737,84,28,95,2.59
-1.7130109705,-1.9789493697,0.4145513324,86,29,81,2.65
-1.6824602688,-1.9436557886,-0.3156415994,77,30,97,2.59
-1.69545224,-1.9586647136,0.3180789863,85,31,83,2.61
-1.6677616241,-1.9266752354,-0.4036009198,73,0,99,2.58
-1.7016846316,-1.9658646601,0.2274764886,89,1,85,2.61
-1.6639515777,-1.922273694,-0.494195298,72,2,101,2.59
-1.7058437825,-1.9706695033,0.1365968458,78,3,87,2.61
-1.6516500703,-1.9080624246,-0.5826232308,62,4,103,2.59
-1.6817495356,-1.9428347167,0.0448526845,82,5,89,2.57
-1.6436580434,-1.8988296661,-0.6729295173,59,6,105,2.6
-1.4487209859,-1.6842935308,0.5952838037,74,7,75,2.3
-1.6691176604,-1.9405283038,-0.0446781605,82,8,91,2.56
-1.7155399428,-1.9944991861,0.6073678467,97,9,77,2.7
-1.6670840976,-1.938164069,-0.133980048,78,10,93,2.56
-1.6963114266,-1.9721439738,0.5056438377,80,11,79,2.65
-1.6825079589,-1.956095962,-0.2257333737,82,12,95,2.59
-1.7003447746,-1.9768331734,0.4129869877,84,13,81,2.64
-1.6763458015,-1.9489317932,-0.3156415994,77,14,97,2.59
-1.6828181792,-1.9564566263,0.3168602929,86,15,83,2.6
-1.6617005752,-1.9319051467,-0.4036009198,72,16,99,2.58
-1.6890041286,-1.963648456,0.2266049311,88,17,85,2.6
-1.6579043755,-1.9274916574,-0.494195298,71,18,101,2.59
-1.6931322866,-1.9684478825,0.1360734862,77,19,87,2.6
-1.6456475747,-1.9132418119,-0.5826232308,63,20,103,2.59
-1.6756376512,-1.9481084925,0.0448526845,82,21,89,2.57
-1.625087019,-1.8893379606,-0.6677531364,59,22,105,2.58
-1.4434224813,-1.6888365029,0.5952838037,70,23,75,2.3
-1.6630130842,-1.9457624068,-0.0446781605,82,24,91,2.56
-1.70293497,-1.9924719038,0.6051183362,80,25,77,2.69
-1.6609869589,-1.9433917951,-0.133980048,79,26,93,2.56
-1.6901073928,-1.9774633524,0.5056438377,81,27,79,2.65
-1.6698819986,-1.9537991899,-0.2248618163,84,28,95,2.58
-1.6877088455,-1.9746569985,0.4114226431,84,29,81,2.63
-1.6573173779,-1.9390983034,-0.3132042126,78,30,97,2.57
-1.6702147894,-1.9541885626,0.3156415994,87,31,83,2.59
-1.655623126,-1.9371159909,-0.4036009198,73,0,99,2.58
-1.6763544094,-1.961372055,0.2257333737,89,1,85,2.59
-1.6454630466,-1.9252284714,-0.4922872081,73,2,101,2.58
-1.6804516498,-1.9661659177,0.1355501267,78,3,87,2.59
-1.6396288373,-1.9184023163,-0.5826232308,63,4,103,2.59
-1.6565169393,-1.9381617724,0.0445036364,81,5,89,2.55
-1.6128677291,-1.8870912228,-0.6651649459,58,6,105,2.57
-1.4443623817,-1.7007252538,0.5978719942,64,7,75,2.31
-1.65041986,-1.9433563009,-0.0445036364,83,8,91,2.55
-1.7029743539,-2.0052388009,0.6073678467,78,9,77,2.7
-1.6484090776,-1.9409886206,-0.1334566884,80,10,93,2.55
-1.677532389,-1.9752810889,0.5037357478,81,11,79,2.64
-1.6508385508,-1.943849306,-0.2231187014,83,12,95,2.56
-1.6751034347,-1.9724210144,0.4098582984,86,13,81,2.62
-1.6512173524,-1.9442953419,-0.3132042126,76,14,97,2.57
-1.6640672929,-1.9594260449,0.3156415994,85,15,83,2.59
-1.6431358119,-1.934779392,-0.4020365752,76,16,99,2.57
-1.6572871389,-1.9514424673,0.2239902589,88,17,85,2.57
-1.6266980742,-1.9154240862,-0.4884710282,72,18,101,2.56
-1.6678021256,-1.9638237808,0.1350267671,79,19,87,2.58
-1.6209792925,-1.908690266,-0.5781242097,63,20,103,2.57
-1.65041986,-1.9433563009,0.0445036364,84,21,89,2.55
-1.6069313078,-1.8921488754,-0.6651649459,59,22,105,2.57
-1.4016353346,-1.6609621284,0.5823428515,57,23,75,2.25
-1.6443064917,-1.9485316492,-0.0445036364,84,24,91,2.55
-1.6903823677,-2.0031323597,0.6051183362,79,25,77,2.69
-1.6358627529,-1.9385256727,-0.1329333289,79,26,93,2.54
-1.6649878402,-1.9730394051,0.5018276578,80,27,79,2.63
-1.6382989299,-1.9414125845,-0.222247144,83,28,95,2.55
-1.6688986352,-1.9776737649,0.4098582984,87,29,81,2.62
-1.6386998587,-1.9418876921,-0.3119855191,76,30,97,2.56
-1.6515022014,-1.9570586897,0.314422906,86,31,83,2.58
-1.6179398983,-1.9172867797,-0.3973435412,74,0,99,2.54
-1.6575730349,-1.9642527326,0.2248618163,89,1,85,2.58
-1.6143418222,-1.9130229973,-0.4865629382,72,2,101,2.55
-1.6551839666,-1.9614216452,0.1345034075,78,3,87,2.57
-1.6149749758,-1.9137732953,-0.5781242097,63,4,103,2.57
-1.6443064917,-1.9485316492,0.0445036364,83,5,89,2.55
-1.6009790267,-1.8971878533,-0.6651649459,58,6,105,2.57
-1.3529664821,-1.6135461762,0.5642255183,60,7,75,2.18
-1.6317526716,-1.9460262456,-0.0443291124,83,8,91,2.54
-1.6778204862,-2.0009666652,0.6028688256,78,9,77,2.68
-1.6233482361,-1.9360031261,-0.1324099693,78,10,93,2.53
-1.6587811479,-1.9782603735,0.5018276578,81,11,79,2.63
-1.6321917277,-1.9465498635,-0.222247144,82,12,95,2.55
-1.6563312676,-1.9753386493,0.4082939538,87,13,81,2.61
-1.6389684712,-1.9546317995,-0.3132042126,79,14,97,2.57
-1.6453457805,-1.9622373707,0.314422906,87,15,83,2.58
-1.6182546867,-1.9299285654,-0.3989078859,74,16,99,2.55
-1.6449932315,-1.9618169212,0.2239902589,89,17,85,2.57
-1.6083239266,-1.918085153,-0.4865629382,72,18,101,2.55
-1.6490138209,-1.9666118712,0.1345034075,78,19,87,2.57
-1.5964336716,-1.9039048493,-0.5736251886,61,20,103,2.55
-1.6253284485,-1.938364725,0.0441545883,84,21,89,2.53
-1.5888046763,-1.8948065188,-0.6625767555,58,22,105,2.56
-1.3293417543,-1.5955255293,0.556460947,61,23,75,2.15
-1.6192308854,-1.943461271,-0.0441545883,84,24,91,2.53
-1.6652889574,-1.998741886,0.6006193151,80,25,77,2.67
-1.617258102,-1.9410934628,-0.1324099693,80,26,93,2.53
-1.6462745933,-1.9759201373,0.4999195679,80,27,79,2.62
-1.6196916776,-1.944014331,-0.2213755866,82,28,95,2.54
-1.6501173948,-1.9805324109,0.4082939538,86,29,81,2.61
-1.6137595839,-1.936894411,-0.3095481322,77,30,97,2.54
-1.6264663523,-1.9521455481,0.3119855191,84,31,83,2.56
-1.6058613727,-1.9274146835,-0.3973435412,72,0,99,2.54
-1.6324451554,-1.9593215305,0.2231187014,89,1,85,2.56
-1.5960066668,-1.915586698,-0.4846548483,71,2,101,2.54
-1.6428274001,-1.9717826876,0.1345034075,77,3,87,2.57
-1.5904445099,-1.90891079,-0.5736251886,61,4,103,2.55
-1.6192308854,-1.943461271,0.0441545883,83,5,89,2.53
-1.5828441354,-1.8997885372,-0.6625767555,57,6,105,2.56
-1.3120034302,-1.5848130256,0.5512845661,58,7,75,2.13
-1.6067413834,-1.9408369022,-0.0439800642,84,8,91,2.52
-1.6465745394,-1.9889527097,0.596120294,78,9,77,2.65
-1.6047838165,-1.9384722914,-0.1318866097,81,10,93,2.52
-1.6337991763,-1.9735209194,0.4980114779,81,11,79,2.61
-1.6008710677,-1.9337459507,-0.2196324717,75,12,95,2.52
-1.6312903989,-1.9704904829,0.4051652645,86,13,81,2.59
-1.6076666971,-1.9419546197,-0.3095481322,76,14,97,2.54
-1.6266548864,-1.9648910916,0.3132042126,83,15,83,2.57
-1.5934998877,-1.9248420547,-0.3957791966,74,16,99,2.53
-1.6262817196,-1.9644403309,0.2231187014,89,17,85,2.56
-1.5899808076,-1.9205912396,-0.4846548483,71,18,101,2.54
-1.6302565755,-1.9692416928,0.133980048,78,19,87,2.56
-1.5782261623,-1.9063924085,-0.571375678,63,20,103,2.54
-1.6131173412,-1.9485386359,0.0441545883,82,21,89,2.53
-1.570708332,-1.8973113687,-0.659988565,58,22,105,2.55
-1.3131543623,-1.5963867295,0.5538727565,75,23,75,2.14
-1.6006361455,-1.9458750432,-0.0439800642,83,24,91,2.52
-1.6403179449,-1.9941157526,0.596120294,78,25,77,2.65
-1.5923420248,-1.9357919756,-0.1313632502,80,26,93,2.51
-1.6213551439,-1.9710628924,0.496103388,81,27,79,2.6
-1.5947881357,-1.9387656846,-0.2196324717,81,28,95,2.52
-1.6188173945,-1.9679777795,0.4036009198,86,29,81,2.58
-1.595252597,-1.9393303249,-0.3083294388,75,30,97,2.53
-1.6078632895,-1.9546609994,0.3107668257,84,31,83,2.55
-1.5811704784,-1.9222108544,-0.3942148519,73,0,99,2.52
-1.6137737087,-1.9618462284,0.222247144,88,1,85,2.55
-1.5777032746,-1.9179958145,-0.4827467583,72,2,101,2.53
-1.6177179933,-1.9666412501,0.1334566884,77,3,87,2.55
-1.5660393965,-1.9038161713,-0.5691261675,61,4,103,2.53
-1.5942844148,-1.9381533168,0.0438055402,81,5,89,2.51
-1.5586037759,-1.8947767725,-0.6574003746,58,6,105,2.54
-1.302019924,-1.5930252492,0.5512845661,67,7,75,2.13
-1.5881876691,-1.9431523364,-0.0438055402,82,8,91,2.51
-1.6340451612,-1.9992591143,0.596120294,77,9,77,2.65
-1.5799329752,-1.9330526938,-0.1308398906,78,10,93,2.5
-1.6089427422,-1.96854623,0.494195298,80,11,79,2.59
-1.5823851404,-1.9360529253,-0.2187609143,80,12,95,2.51
-1.6126268316,-1.9730537244,0.4036009198,83,13,81,2.58
-1.5891521489,-1.9443323803,-0.3083294388,76,14,97,2.53
-1.6017146164,-1.9597025967,0.3107668257,84,15,83,2.55
-1.575123882,-1.9271687541,-0.3942148519,75,16,99,2.52
-1.6012981102,-1.9591930001,0.2213755866,88,17,85,2.54
-1.5716699373,-1.9229428425,-0.4827467583,71,18,101,2.53
-1.6052119028,-1.9639815369,0.1329333289,77,19,87,2.54
-1.5538844552,-1.9011822521,-0.5668766569,64,20,103,2.52
-1.5881876691,-1.9431523364,0.0438055402,82,21,89,2.51
-1.5343051687,-1.8772269369,-0.6496358032,59,22,105,2.51
-1.3030981141,-1.6046059561,0.5538727565,50,23,75,2.14
-1.57577216,-1.9403706951,-0.0436310161,83,24,91,2.5
-1.6093288208,-1.9816916188,0.5893717624,75,25,77,2.62
-1.5675569151,-1.9302546256,-0.130316531,79,26,93,2.49
-1.5965622165,-1.965971107,0.4922872081,80,27,79,2.58
-1.576295052,-1.9410145727,-0.2187609143,82,28,95,2.51
-1.6064203527,-1.9781101961,0.4036009198,83,29,81,2.58
-1.5705218977,-1.9339056392,-0.3058920519,77,30,97,2.51
-1.5892930758,-1.9570200492,0.3095481322,85,31,83,2.54
-1.5566088689,-1.9167734458,-0.3910861626,73,0,99,2.5
-1.582575112,-1.9487476984,0.2196324717,89,1,85,2.52
-1.5594328626,-1.9202508487,-0.4808386683,71,2,101,2.52
-1.5990339615,-1.9690147587,0.1329333289,77,3,87,2.54
-1.5479040567,-1.9060545341,-0.5668766569,62,4,103,2.52
-1.57577216,-1.9403706951,0.0436310161,83,5,89,2.5
-1.5344893681,-1.8895359857,-0.6522239937,57,6,105,2.52
-1.3162476457,-1.6312435892,0.5616373279,41,7,75,2.17
-1.5696685396,-1.9453115458,-0.0436310161,85,8,91,2.5
-1.6092139056,-1.9943206551,0.5916212729,74,9,77,2.63
-1.5552140911,-1.9273979515,-0.1297931715,78,10,93,2.48
-1.5903780676,-1.9709771452,0.4922872081,77,11,79,2.58
-1.5639336716,-1.938204246,-0.2178893569,79,12,95,2.5
-1.5877933833,-1.9677739109,0.4004722305,81,13,81,2.56
-1.5582057906,-1.9311056053,-0.3046733585,75,14,97,2.5
-1.5769042601,-1.9542788725,0.3083294388,83,15,83,2.53
-1.544377158,-1.913967593,-0.389521818,73,16,99,2.49
-1.5764451409,-1.9537098799,0.2196324717,87,17,85,2.52
-1.5533925311,-1.9251404674,-0.4808386683,71,18,101,2.52
-1.5865692139,-1.9662567811,0.1324099693,76,19,87,2.53
-1.535789697,-1.9033250359,-0.5646271464,61,20,103,2.51
-1.5633898654,-1.9375302996,0.043456492,81,21,89,2.49
-1.5224799957,-1.8868301423,-0.6496358032,57,22,105,2.51
-1.3171584671,-1.6429069167,0.5642255183,59,23,75,2.18
-1.5572952295,-1.9424322643,-0.043456492,80,24,91,2.49
-1.5968458003,-1.9917641466,0.5893717624,73,25,77,2.62
-1.5491513272,-1.9322742813,-0.1297931715,77,26,93,2.48
-1.5841782223,-1.9759637307,0.4922872081,78,27,79,2.58
-1.5578369157,-1.9431079158,-0.2178893569,80,28,95,2.5
-1.581603614,-1.9727523922,0.4004722305,81,29,81,2.56
-1.5459228385,-1.9282473502,-0.3034546651,76,30,97,2.49
-1.5645484149,-1.951479246,0.3071107454,82,31,83,2.52
-1.5383566402,-1.9188099439,-0.389521818,72,0,99,2.49
-1.570299611,-1.9586527791,0.2196324717,88,1,85,2.52
-1.5350564169,-1.9146935375,-0.4770224884,68,2,101,2.5
-1.5741376389,-1.9634399955,0.1318866097,77,3,87,2.52
-1.5237078247,-1.9005383078,-0.5623776359,61,4,103,2.5
-1.5572952295,-1.9424322643,0.043456492,80,5,89,2.49
-1.504460818,-1.8765312948,-0.6444594223,57,6,105,2.49
-1.336063854,-1.6772576361,0.5745782801,76,7,75,2.22
-1.5449555641,-1.9394945156,-0.043281968,82,8,91,2.48
0,0,0,58,9,77,0
-1.5368512041,-1.9293205261,-0.1292698119,77,10,93,2.47
-1.5657304724,-1.9655747613,0.4884710282,79,11,79,2.56
-1.5393109863,-1.9324084686,-0.216146242,80,12,95,2.48
-1.5692443355,-1.969985968,0.3989078859,81,13,81,2.55
-1.5460416184,-1.9408579182,-0.3046733585,74,14,97,2.5
-1.5522257849,-1.9486213499,0.3058920519,83,15,83,2.51
-1.5384748387,-1.9313587921,-0.3910861626,72,16,99,2.5
-1.5579316837,-1.9557843775,0.2187609143,89,17,85,2.51
-1.5229175298,-1.9118285765,-0.4751143985,70,18,101,2.49
-1.5617394827,-1.9605645832,0.1313632502,75,19,87,2.51
-1.5116586798,-1.8976945273,-0.5601281253,61,20,103,2.49
-1.5449555641,-1.9394945156,0.043281968,81,21,89,2.48
-1.5045764122,-1.8888036443,-0.6470476128,58,22,105,2.5
-1.3787443339,-1.7420393953,0.5952838037,52,23,75,2.3
-1.5388548484,-1.9443385577,-0.043281968,81,24,91,2.48
-1.5359241745,-1.9406356599,0.571375678,51,25,77,2.54
-1.5307824908,-1.9341391578,-0.1292698119,77,26,93,2.47
-1.5595477208,-1.9704839409,0.4884710282,77,27,79,2.56
-1.5332325598,-1.9372348127,-0.216146242,80,28,95,2.48
-1.5569181095,-1.9671614348,0.3973435412,79,29,81,2.54
-1.5337768676,-1.937922544,-0.3034546651,75,30,97,2.49
-1.5399366141,-1.9457053655,0.3046733585,83,31,83,2.5
-1.5201405164,-1.9206930545,-0.3879574733,71,0,99,2.48
-1.5455973385,-1.9528576741,0.2178893569,86,1,85,2.5
-1.5047198712,-1.9012091148,-0.4712982186,70,2,101,2.47
-1.5555724907,-1.9654612494,0.1313632502,82,3,87,2.51
-1.5056894467,-1.9024341706,-0.5601281253,61,4,103,2.49
-1.5388548484,-1.9443385577,0.043281968,81,5,89,2.48
-1.4926406049,-1.8859469975,-0.6444594223,57,6,105,2.49
-1.5165619533,-1.9285913484,0.6574003746,71,7,75,2.54
-1.5265585458,-1.94130388,-0.0431074439,81,8,91,2.47
-1.5659573967,-1.9914068665,0.5848727413,109,9,77,2.6
-1.5185258002,-1.931088746,-0.1287464524,79,10,93,2.46
-1.5472818052,-1.9676573691,0.4865629382,76,11,79,2.55
-1.527139001,-1.9420420371,-0.216146242,81,12,95,2.48
-1.5507304167,-1.9720429217,0.3973435412,80,13,81,2.54
-1.5276811455,-1.942731475,-0.3034546651,74,14,97,2.49
-1.5338164112,-1.9505336094,0.3046733585,81,15,83,2.5
-1.5079937516,-1.9176952821,-0.3863931286,71,16,99,2.47
-1.5332968195,-1.9498728517,0.2170177994,86,17,85,2.49
-1.5048074027,-1.9136432453,-0.4732063085,68,18,101,2.48
-1.5370444075,-1.9546386088,0.130316531,82,19,87,2.49
-1.49368244,-1.8994957804,-0.5578786148,62,20,103,2.48
-1.5203781468,-1.9334443501,0.0429329198,80,21,89,2.46
-1.4867083716,-1.8906269518,-0.6444594223,57,22,105,2.49
-1.5461766301,-1.9790158396,0.6729295173,107,23,75,2.6
-1.5142965595,-1.93821121,-0.0429329198,80,24,91,2.46
-1.553694669,-1.9886384906,0.5826232308,110,25,77,2.59
-1.5124516224,-1.9358497981,-0.1287464524,77,26,93,2.46
-1.5350491016,-1.9647732525,0.4846548483,76,27,79,2.54
-1.5148971829,-1.9389799729,-0.2152746846,78,28,95,2.47
-1.5323657856,-1.9613387647,0.3942148519,80,29,81,2.52
-1.5154596216,-1.9396998615,-0.3022359716,74,30,97,2.48
-1.5276810701,-1.9553426024,0.3046733585,79,31,83,2.5
-1.4898000693,-1.9068571323,-0.3832644393,69,0,99,2.45
-1.5271635569,-1.9546802156,0.2170177994,84,1,85,2.49
-1.4927445988,-1.9106259582,-0.4712982186,71,2,101,2.47
-1.5308961544,-1.9594577225,0.130316531,80,3,87,2.49
-1.4817088156,-1.8965007999,-0.5556291042,60,4,103,2.47
-1.5204522365,-1.9460901173,0.0431074439,82,5,89,2.47
-1.4688677986,-1.8800650476,-0.6392830414,56,6,105,2.47
-1.5399517486,-1.9838635227,0.6729295173,110,7,75,2.6
-1.5020691322,-1.9350607333,-0.0427583958,83,8,91,2.45
-1.5414648501,-1.985812796,0.5803737202,109,9,77,2.58
-1.5002390924,-1.9327031599,-0.1282230928,76,10,93,2.45
-1.5288690193,-1.9695860478,0.4846548483,75,11,79,2.54
-1.508798232,-1.9437295865,-0.2152746846,80,12,95,2.47
-1.5261965063,-1.966143147,0.3942148519,77,14,81,2.52
-1.497186161,-1.9287701801,-0.2997985848,74,16,97,2.46
-1.5093584063,-1.9444512385,0.3022359716,80,18,83,2.48
-1.4898584943,-1.919330215,-0.384828784,74,20,99,2.46
-1.5149067269,-1.951598937,0.216146242,86,22,85,2.48
