Points_m_XYZ:0,Points_m_XYZ:1,Points_m_XYZ:2,intensity,laser_id,azimuth,distance_m
-2.3197848568,-1.581263655,0.5457137268,67,22,79,2.86
-2.6670081063,-1.8179457348,-0.2823846065,84,23,95,3.24
-2.334108605,-1.5910273287,0.44740257,72,24,81,2.86
-2.1077491977,-1.4367311651,-0.3132042126,25,25,97,2.57
-2.4932130588,-1.6994796661,0.370482804,66,26,83,3.04
-1.9668537545,-1.3406908609,-0.3770070607,18,28,99,2.41
-2.9386478209,-2.0031068745,0.3111460016,118,29,85,3.57
-2.2711180416,-1.5480902916,-0.5342651871,62,30,101,2.8
-2.170177489,-1.4792849338,0.1376435649,51,31,87,2.63
-2.8742679248,-1.9592228093,-0.803075264,77,0,103,3.57
-2.1976098143,-1.4979839691,0.0464234011,93,1,89,2.66
-2.8653212865,-1.9531244016,-0.9291603719,61,2,105,3.59
-2.69988593,-1.8528063138,0.8773965629,70,3,75,3.39
-2.1186972967,-1.4539635489,-0.0448526845,71,4,91,2.57
-2.1852180351,-1.499613642,0.6118668678,39,5,77,2.72
-2.289028192,-1.5708537311,-0.1454939584,73,6,93,2.78
-2.2986182784,-1.5774349619,0.5418975469,66,7,79,2.84
-2.6366421938,-1.8094050751,-0.2797699342,73,8,95,3.21
-2.3128113313,-1.587174995,0.4442738807,72,9,81,2.84
-2.0459388908,-1.4040328343,-0.3046733585,20,10,97,2.5
-2.4960454468,-1.7129200578,0.3717014974,67,11,83,3.05
-1.9707758527,-1.3524519323,-0.3785714054,11,12,99,2.42
-2.9241265451,-2.0066922328,0.3102744442,118,13,85,3.56
-2.09627512,-1.4385762505,-0.494195298,63,14,101,2.59
-2.1572855622,-1.4804448832,0.1371202054,53,15,87,2.62
-2.8520308914,-1.9572163342,-0.7985762429,73,16,103,3.55
-2.1846489635,-1.4992231146,0.0462488771,72,17,89,2.65
-2.8352784397,-1.9457199048,-0.9213958006,62,18,105,3.56
-2.7019989091,-1.8667695972,0.8799847533,72,19,75,3.4
-2.122345232,-1.4662957637,-0.0450272086,68,20,91,2.58
-2.1564464949,-1.4898558031,0.6051183362,37,21,77,2.69
-2.2758657996,-1.5723607689,-0.1449705988,95,22,93,2.77
-2.2613463375,-1.5623294952,0.5342651871,71,23,79,2.8
-2.6063565092,-1.8006917303,-0.2771552619,60,24,95,3.18
-2.2590570422,-1.5607478562,0.4348878128,82,25,81,2.78
-2.1068464754,-1.4555879105,-0.314422906,13,26,97,2.58
-2.4988179127,-1.7263949637,0.3729201908,67,27,83,3.06
-1.9502650724,-1.3474082212,-0.3754427161,3,28,99,2.4
-2.9014157367,-2.0045436243,0.3085313293,91,29,85,3.54
-2.0271354669,-1.4005167975,-0.4789305784,60,30,101,2.51
-2.1526239693,-1.4872148789,0.1371202054,53,31,87,2.62
-2.8298349914,-1.9550895855,-0.7940772218,70,0,103,3.53
-2.1881543865,-1.511762299,0.0464234011,84,1,89,2.66
-2.8212047433,-1.9491270795,-0.9188076101,61,2,105,3.55
-2.6881911877,-1.869733513,0.8773965629,70,3,75,3.39
-2.1095200132,-1.467246929,-0.0448526845,71,4,91,2.57
-2.1597544314,-1.502186771,0.6073678467,36,5,77,2.7
-2.2791131084,-1.5852050174,-0.1454939584,71,6,93,2.78
-2.2403096478,-1.5582158171,0.5304490071,114,7,79,2.78
-2.6088648766,-1.8145592147,-0.2780268194,65,8,95,3.19
-2.2379258145,-1.5565577754,0.4317591235,116,9,81,2.76
-2.1022632218,-1.46219957,-0.314422906,25,10,97,2.58
-2.4770853466,-1.7229018189,0.370482804,69,11,83,3.04
-1.9541308743,-1.3591682024,-0.3770070607,0,12,99,2.41
-2.87874745,-2.0022722369,0.3067882145,91,13,85,3.52
-2.0469016207,-1.4236935883,-0.4846548483,57,14,101,2.54
-2.1479411309,-1.4939701963,0.1371202054,54,15,87,2.62
-2.8156798513,-1.958406457,-0.7918277113,73,16,103,3.52
-2.1833942549,-1.5186291172,0.0464234011,82,17,89,2.66
-2.7912781654,-1.9414342082,-0.9110430388,62,18,105,3.52
-2.6823039907,-1.878169474,0.8773965629,68,19,75,3.39
-2.1130903913,-1.4796018209,-0.0450272086,80,20,91,2.58
-2.1310798053,-1.4921981442,0.6006193151,38,21,77,2.67
-2.2741218012,-1.592357228,-0.1454939584,81,22,93,2.78
-2.2434443402,-1.5708766386,0.5323570971,116,23,79,2.79
-2.6031514058,-1.8227462375,-0.2780268194,63,24,95,3.19
-2.2492060468,-1.574911029,0.4348878128,97,26,81,2.78
-2.0732678334,-1.4517177657,-0.3107668257,24,27,97,2.55
-2.4553995517,-1.7192892754,0.3680454171,66,29,83,3.02
-1.941760616,-1.3596354207,-0.3754427161,0,31,99,2.4
-2.8561222321,-1.999878317,0.3050450996,69,0,85,3.5
-2.1791161871,-1.5258335808,-0.5170923775,52,2,101,2.71
-2.1268765047,-1.4892549614,0.1360734862,57,4,87,2.6
-2.7935503066,-1.9560649831,-0.7873286902,70,6,103,3.5
-2.178612574,-1.5254809472,0.0464234011,82,8,89,2.66
-2.7772528045,-1.9446533492,-0.9084548483,61,10,105,3.51
-2.763234844,-1.9478035823,0.9058666579,118,12,75,3.5
-2.1002594493,-1.4804723848,-0.0448526845,76,14,91,2.57
-2.1184174425,-1.4932719499,0.5983698046,38,16,77,2.66
-2.2691080493,-1.5994937226,-0.1454939584,69,18,93,2.78
-2.2224516406,-1.5666056313,0.5285409172,72,20,79,2.77
-2.6055546011,-1.8366548167,-0.2788983768,67,22,95,3.2
-2.2281015632,-1.5705882603,0.4317591235,64,24,81,2.76
-2.060584367,-1.4525054287,-0.3095481322,28,26,97,2.54
-2.190384957,-1.5440018337,0.3290472272,109,28,83,2.7
0,0,0,0,0,99,0
-2.6544087499,-1.8710920946,0.2841277214,59,2,85,3.26
-2.2625680962,-1.5948837113,-0.538081367,55,4,101,2.82
-2.1140251251,-1.4901758063,0.1355501267,60,6,87,2.59
-2.771463421,-1.9536039043,-0.7828296691,68,8,103,3.48
-2.1819816069,-1.5380783142,0.0465979252,78,10,89,2.67
-2.763234844,-1.9478035823,-0.9058666579,62,12,105,3.5
-2.8595086588,-2.0291439825,0.9395131337,110,14,75,3.63
-2.0955980515,-1.4870632278,-0.0448526845,81,16,91,2.57
-2.1057694443,-1.4942809784,0.596120294,41,18,77,2.65
-2.2640719022,-1.6066144309,-0.1454939584,70,20,93,2.78
-2.2015080768,-1.5622183387,0.5247247373,73,22,79,2.75
-2.5916474448,-1.839066233,-0.2780268194,67,24,95,3.19
-2.1909367691,-1.5547168034,0.4255017449,60,26,81,2.72
-2.0398219623,-1.4474838003,-0.3071107454,37,27,97,2.52
-2.1774289995,-1.545131517,0.3278285338,115,28,83,2.69
0,0,0,0,30,99,0
-2.6728903114,-1.8967172121,0.2867423936,70,31,85,3.29
-2.4256616264,-1.7212805696,-0.578151256,57,0,101,3.03
-2.1011890316,-1.4910306589,0.1350267671,52,1,87,2.58
-2.7573660271,-1.9566622623,-0.7805801586,69,2,103,3.47
-2.1771388317,-1.5449256102,0.0465979252,82,3,89,2.67
-2.7334697096,-1.9397051293,-0.8981020865,61,4,105,3.47
-2.090715897,-1.4934964719,0.68845866,90,5,75,2.66
-2.0827801111,-1.4878275676,-0.0446781605,90,6,91,2.56
-2.0931360925,-1.4952253311,0.5938707835,42,8,77,2.64
-2.2671393572,-1.6195240281,-0.1460173179,70,9,93,2.79
-2.1806141718,-1.557715028,0.5209085574,73,10,79,2.73
-2.5777509331,-1.8414084522,-0.2771552619,66,11,95,3.18
-2.1699678426,-1.5501098555,0.4223730556,62,12,81,2.7
-2.0352644992,-1.4538849364,-0.3071107454,39,14,97,2.52
-2.1887169813,-1.5635032451,0.3302659206,112,15,83,2.71
0,0,0,0,16,99,0
-2.6588122832,-1.8993143784,0.2858708362,53,17,85,3.28
-2.7477336084,-1.9628350536,-0.6563829441,104,18,101,3.44
-2.0802425643,-1.4860148789,0.133980048,50,19,87,2.56
-2.7432768485,-1.9596513809,-0.778330648,66,20,103,3.46
-2.172274569,-1.5517576584,0.0465979252,78,21,89,2.67
-2.7273624672,-1.9482829915,-0.8981020865,60,22,105,3.47
-2.0781714734,-1.4944179556,0.6858704695,74,23,75,2.65
-2.0862132538,-1.5002008187,-0.0448526845,92,24,91,2.57
-2.0805176686,-1.49610511,0.5916212729,41,25,77,2.63
-2.2539326216,-1.6208082074,-0.1454939584,62,26,93,2.78
-2.1677400802,-1.5588269498,0.5190004674,71,27,79,2.72
-2.5719532666,-1.8494975953,-0.2771552619,72,28,95,3.18
-2.1731061705,-1.5626857178,0.4239374003,64,29,81,2.71
-2.0145703858,-1.4486822651,-0.3046733585,38,30,97,2.5
-2.1676777351,-1.5587821173,0.3278285338,91,31,83,2.69
0,0,0,0,0,99,0
-2.6043048801,-1.872761716,0.2806414916,75,1,85,3.22
-2.6777965697,-1.9256097615,-0.6411182245,105,2,101,3.36
-2.0836715243,-1.498373055,0.1345034075,50,3,87,2.57
0,0,0,53,4,103,0
-2.1755064281,-1.5644117486,0.0467724493,77,5,89,2.68
-2.6977018372,-1.9399236858,-0.8903375152,60,6,105,3.44
-2.0656419719,-1.4952754164,0.6832822791,70,7,75,2.64
-2.0652915813,-1.4950217759,-0.0445036364,73,8,91,2.55
-2.0679144533,-1.4969204186,0.5893717624,37,9,77,2.62
-2.2650082183,-1.6395925106,-0.1465406775,87,10,93,2.8
-2.1469290138,-1.5541174215,0.5151842875,73,11,79,2.7
-2.574199808,-1.8634098949,-0.2780268194,67,12,95,3.19
-2.1521847591,-1.5579219466,0.420808711,68,13,81,2.69
-2.0100092822,-1.4550040653,-0.3046733585,33,14,97,2.5
-2.1466899134,-1.5539443417,0.3253911469,79,15,83,2.67
0,0,0,0,16,99,0
-2.5984085836,-1.8809341259,0.2806414916,102,17,85,3.22
-2.7114918285,-1.9627927434,-0.6506586742,107,18,101,3.41
-2.0465967115,-1.4814889471,0.1324099693,48,19,87,2.53
0,0,0,51,20,103,0
0,0,0,63,21,89,0
-2.6837696832,-1.942725257,-0.8877493247,58,22,105,3.43
-2.0531276708,-1.4960689574,0.6806940886,69,23,75,2.63
-2.0444231996,-1.4897262008,-0.0441545883,85,24,91,2.53
-2.0710763571,-1.5091477702,0.5916212729,38,25,77,2.63
-2.2598461176,-1.6467001411,-0.1465406775,82,26,93,2.8
-2.1341025565,-1.5550735749,0.5132761976,69,27,79,2.69
-2.5522306381,-1.8597543076,-0.2762837045,60,28,95,3.17
-2.1313148849,-1.5530422599,0.4176800217,73,29,81,2.67
-1.9813632006,-1.4437757671,-0.3010172782,34,30,97,2.47
-2.1337757545,-1.5548354415,0.3241724535,82,31,83,2.66
0,0,0,0,0,99,0
-2.5924866418,-1.8890879718,0.2806414916,105,1,85,3.22
-2.6497778954,-1.9308348476,-0.6373020446,68,2,101,3.34
-2.0257906269,-1.476149055,0.1313632502,73,3,87,2.51
-2.5514400749,-1.8591782416,-0.7288414161,54,4,103,3.24
-2.0929075442,-1.5250556759,0.0452017327,55,5,89,2.59
0,0,0,47,6,105,0
-2.0484175075,-1.5025116548,0.6806940886,71,7,75,2.63
-2.0397330056,-1.4961415836,-0.0441545883,88,8,91,2.53
-2.066325017,-1.5156467904,0.5916212729,38,9,77,2.63
-2.2627140764,-1.6596979175,-0.147064037,75,10,93,2.81
-2.1212913592,-1.555964533,0.5113681076,88,11,79,2.68
-2.5865391133,-1.8972231731,-0.2806414916,86,12,95,3.22
-2.1104970694,-1.548046935,0.4145513324,64,13,81,2.65
-1.9688143647,-1.4441228501,-0.2997985848,31,14,97,2.46
-2.1128739523,-1.5497903757,0.3217350666,76,15,83,2.64
0,0,0,0,16,99,0
-2.618670034,-1.9207911628,0.2841277214,83,17,85,3.26
-2.6674447315,-1.9565673419,-0.6430263144,59,18,101,3.37
-2.0291955419,-1.4884123673,0.1318866097,57,19,87,2.52
-2.1134655117,-1.5502242838,-0.6051183362,47,20,103,2.69
-2.0719817488,-1.519795996,0.0448526845,47,21,89,2.57
-1.8537010144,-1.359687353,-0.6159893273,44,22,105,2.38
-2.0436871271,-1.508939523,0.6806940886,65,23,75,2.63
-2.0430662481,-1.5084811021,-0.0443291124,96,24,91,2.54
-2.0615532832,-1.5221308518,0.5916212729,49,25,77,2.63
-2.2655225922,-1.6727299078,-0.1475873966,74,26,93,2.82
-2.100598717,-1.5509597257,0.5075519277,77,27,79,2.66
-2.5485093355,-1.8816708341,-0.2771552619,62,28,95,3.18
-2.0976775812,-1.5488029292,0.4129869877,73,29,81,2.64
-1.9482981537,-1.4385098617,-0.2973611979,31,30,97,2.44
-2.1079947237,-1.5564205061,0.3217350666,75,31,83,2.64
0,0,0,0,0,99,0
-2.6927645809,-1.9881805039,0.2928432956,126,1,85,3.36
-1.847895112,-1.3643781046,-0.4464930492,50,2,101,2.34
-2.0405770866,-1.5066432503,0.1329333289,60,3,87,2.54
-2.1712937621,-1.6031568288,-0.6231144205,44,4,103,2.77
-2.0752405198,-1.53223671,0.0450272086,35,5,89,2.58
-1.84942029,-1.3655042071,-0.6159893273,45,6,105,2.38
-2.0311839659,-1.509590702,0.6781058982,63,7,75,2.62
-2.0463420113,-1.5208562717,-0.0445036364,74,8,91,2.55
-2.080222357,-1.5460363911,0.5983698046,88,9,77,2.66
-2.260256385,-1.6798389906,-0.1475873966,74,10,93,2.82
-2.0878372442,-1.5516958307,0.5056438377,73,11,79,2.65
-2.5505808769,-1.8956102654,-0.2780268194,61,12,95,3.19
-2.0769469726,-1.5436021016,0.4098582984,80,13,81,2.62
-1.9358030669,-1.4387029239,-0.2961425045,31,14,97,2.43
-2.0712296189,-1.5393529227,0.3168602929,74,15,83,2.6
0,0,0,0,16,99,0
-2.6865052496,-1.9966302481,0.2928432956,119,17,85,3.36
-1.8278424176,-1.3584657839,-0.4426768693,36,18,101,2.32
-2.0278186717,-1.5070895909,0.1324099693,64,19,87,2.53
-2.5181639058,-1.8715177366,-0.724342395,51,20,103,3.22
-2.0142425288,-1.4969997027,0.0438055402,27,21,89,2.51
-1.8451213125,-1.3713075843,-0.6159893273,45,22,105,2.38
-2.0341659022,-1.5217505183,0.6806940886,68,23,75,2.63
-2.0495601041,-1.5332668527,-0.0446781605,81,24,91,2.56
-2.0519488226,-1.5350538424,0.5916212729,46,25,77,2.63
-2.2629642099,-1.6929135207,-0.1481107562,74,26,93,2.83
-2.0750919562,-1.5523671183,0.5037357478,76,27,79,2.64
-2.5525899083,-1.9095812252,-0.2788983768,67,28,95,3.2
-2.0562699015,-1.5382864224,0.4067296091,79,29,81,2.6
-1.931273703,-1.4447773189,-0.2961425045,28,30,97,2.43
-2.0663833859,-1.5458522754,0.3168602929,74,31,83,2.6
0,0,0,0,0,99,0
-2.6562888733,-1.9871579625,0.2902286233,117,1,85,3.33
-1.799985068,-1.3465608715,-0.4369525994,21,2,101,2.29
-2.015077671,-1.5074706969,0.1318866097,60,3,87,2.52
-2.598094897,-1.9436233061,-0.749087011,72,4,103,3.33
-2.0095296334,-1.5033202344,0.0438055402,22,5,89,2.51
-1.8485385956,-1.3828835508,-0.6185775178,43,6,105,2.39
-2.0293751517,-1.5281335189,0.6806940886,88,7,75,2.63
-2.044733098,-1.5396981587,-0.0446781605,83,8,91,2.56
-2.0548999024,-1.5473538327,0.5938707835,41,9,77,2.64
-2.2576346067,-1.7000144666,-0.1481107562,75,10,93,2.83
-2.062363134,-1.5529736976,0.5018276578,74,11,79,2.63
-2.562494309,-1.92957593,-0.2806414916,76,12,95,3.22
-2.0435369886,-1.53879748,0.4051652645,72,13,81,2.59
-1.9267252782,-1.4508374545,-0.2961425045,27,14,97,2.43
-2.0298011161,-1.5284542731,0.3119855191,82,15,83,2.56
0,0,0,0,16,99,0
-2.6500329345,-1.9954931201,0.2902286233,117,17,85,3.33
-1.8035875316,-1.35811388,-0.4388606894,13,18,101,2.3
-1.9863993536,-1.4957724458,0.130316531,58,19,87,2.49
-2.5841923015,-1.9459146684,-0.7468375004,76,20,103,3.32
-1.996809666,-1.5036114831,0.0436310161,69,21,89,2.5
-1.8519012791,-1.3944944659,-0.6211657082,39,22,105,2.4
-2.024564372,-1.5345014374,0.6806940886,90,23,75,2.63
-2.0398859112,-1.5461142685,-0.0446781605,76,24,91,2.56
-2.0577938744,-1.5596874577,0.596120294,41,25,77,2.65
-2.2602413177,-1.7131307846,-0.1486341157,74,26,93,2.84
-2.034004867,-1.5416567807,0.496103388,74,27,79,2.6
-2.5643589237,-1.9436341512,-0.2815130491,82,28,95,3.23
-2.0386926373,-1.5452098366,0.4051652645,70,29,81,2.59
-1.9063376083,-1.4448924621,-0.2937051176,24,30,97,2.41
-2.0328994412,-1.5408189326,0.3132042126,78,31,83,2.57
0,0,0,0,0,99,0
-2.6278724574,-1.9917736967,0.2884855085,87,1,85,3.31
-1.8071350933,-1.3697027552,-0.4407687793,36,2,101,2.31
-1.9737318549,-1.4959733612,0.1297931715,58,3,87,2.48
-2.570301028,-1.9481379188,-0.7445879899,70,4,103,3.31
-1.9920760852,-1.5098772153,0.0436310161,101,5,89,2.5
-2.3170869808,-1.756216474,-0.7790453258,35,6,105,3.01
-1.9969606559,-1.5229294151,0.6729295173,61,7,75,2.6
-2.0432398753,-1.5582230421,-0.0448526845,77,8,91,2.57
-2.0454093747,-1.5598775536,0.5938707835,44,9,77,2.64
-2.2630890783,-1.7258852427,-0.1491574753,75,10,93,2.85
-2.0294217328,-1.5476849999,0.496103388,72,11,79,2.6
-2.5665020687,-1.9572751635,-0.2823846065,86,12,95,3.24
-2.0340989404,-1.551251949,0.4051652645,69,13,81,2.59
-1.8862575591,-1.4385046158,-0.2912677307,30,14,97,2.39
-2.0046419247,-1.5287873323,0.3095481322,75,15,83,2.54
0,0,0,0,16,99,0
-2.6140298847,-1.9935209998,0.2876139511,89,17,85,3.3
-1.7952576867,-1.3691059614,-0.4388606894,39,18,101,2.3
-1.9772251948,-1.5078786858,0.130316531,58,19,87,2.49
-2.5490139556,-1.943938315,-0.7400889688,67,20,103,3.29
-1.9796370776,-1.5097180446,0.043456492,51,21,89,2.49
-2.5346039095,-1.932948873,-0.8541028488,59,22,105,3.3
-2.0072217636,-1.5413089186,0.6781058982,70,23,75,2.62
-2.045991587,-1.5710795577,-0.0450272086,78,24,91,2.58
-2.0479535145,-1.5725860859,0.596120294,47,25,77,2.65
-2.2652739316,-1.7394624636,-0.1496808349,76,26,93,2.86
-2.0164925803,-1.5484278094,0.494195298,85,27,79,2.59
-2.5441949457,-1.9536408143,-0.2806414916,92,28,95,3.22
-2.0211098602,-1.5519733343,0.4036009198,73,29,81,2.58
-1.8657323577,-1.432661789,-0.2888303439,26,30,97,2.37
-1.999561261,-1.5354265587,0.3095481322,78,31,83,2.54
-1.7704295675,-1.3594805177,-0.353541891,0,0,99,2.26
-2.591602305,-1.9900440593,0.2858708362,80,1,85,3.28
-1.7673506399,-1.3571162654,-0.4331364195,28,2,101,2.27
-1.9484524027,-1.4961810002,0.1287464524,62,3,87,2.46
-2.5193692291,-1.9345776001,-0.7333404372,60,4,103,3.26
-1.9746197874,-1.5162744568,0.043456492,46,5,89,2.49
-2.5051966286,-1.9236947191,-0.8463382775,65,6,105,3.27
-1.9183007446,-1.4826313016,0.6496358032,53,7,75,2.51
-2.0410458065,-1.5774994663,-0.0450272086,81,8,91,2.58
-2.0352935462,-1.5730536143,0.5938707835,48,9,77,2.64
-2.2597980794,-1.746570436,-0.1496808349,75,10,93,2.86
-2.0038512426,-1.5487522404,0.4922872081,74,11,79,2.58
-2.5301627302,-1.9555319845,-0.2797699342,86,12,95,3.21
-2.0005945813,-1.5462352065,0.4004722305,80,13,81,2.56
-1.8533690597,-1.4324463925,-0.2876116504,25,14,97,2.36
-1.986874458,-1.5356310902,0.3083294388,76,15,83,2.53
-1.7739647264,-1.3710757495,-0.3551062356,5,16,99,2.27
-2.5695733647,-1.9859919843,0.2841277214,83,17,85,3.26
-1.7708452842,-1.3686647706,-0.4350445095,23,18,101,2.28
-1.9358410121,-1.4961879609,0.1282230928,63,19,87,2.45
-2.4361846992,-1.882897508,-0.7108453317,56,20,103,3.16
-1.9856685947,-1.5346990932,0.0438055402,43,21,89,2.51
-2.5067834431,-1.937462418,-0.8489264679,61,22,105,3.28
-1.8907613491,-1.4708578593,0.6418712319,45,23,75,2.48
-2.0439716643,-1.5900429676,-0.0452017327,84,24,91,2.59
-2.0226509289,-1.5734571774,0.5916212729,56,25,77,2.63
-2.254299924,-1.7536611704,-0.1496808349,76,26,93,2.86
-1.9834798768,-1.542985299,0.4884710282,77,27,79,2.56
-2.5240067696,-1.9634710619,-0.2797699342,80,29,95,3.21
-1.9723396489,-1.5343191118,0.3957791966,85,30,81,2.53
-1.8410256065,-1.4321675148,-0.286392957,26,31,97,2.35
-1.9742061823,-1.5357711223,0.3071107454,85,0,83,2.52
-1.7774444267,-1.3827065514,-0.3566705803,42,1,99,2.28
-2.5554585673,-1.987937991,0.2832561639,83,2,85,3.25
-1.9214961307,-1.4947670084,-0.4732063085,16,3,101,2.48
-1.9232488862,-1.496130509,0.1276997332,61,4,87,2.44
-2.145701936,-1.6691808079,-0.6276134416,50,5,103,2.79
-1.9808374044,-1.5409296713,0.0438055402,43,6,89,2.51
-2.4930603273,-1.9393972581,-0.8463382775,61,7,105,3.27
-1.8709204546,-1.4648809916,0.636694851,40,8,75,2.46
-2.0468387754,-1.6026203614,-0.0453762567,82,9,91,2.6
-1.9870103753,-1.5557763141,0.5826232308,74,10,77,2.59
-2.2566423849,-1.7668910115,-0.1502041944,75,11,93,2.87
-1.9631646759,-1.5371057652,0.4846548483,70,12,79,2.54
-2.5099822036,-1.9652493564,-0.2788983768,86,13,95,3.2
-1.9675097181,-1.5405078178,0.3957791966,81,14,81,2.53
-1.8287022749,-1.4318252789,-0.2851742636,25,16,97,2.34
-1.9537417466,-1.5297278621,0.3046733585,76,17,83,2.5
-1.9364028451,-1.516151963,-0.389521818,1,18,99,2.49
-2.5492006755,-1.9959563776,0.2832561639,75,19,85,3.25
-2.0404546237,-1.5976217402,-0.5037357478,13,20,101,2.64
-1.910676305,-1.4960087659,0.1271763737,61,21,87,2.43
-2.1557911794,-1.6879271979,-0.6321124627,48,22,103,2.81
-1.975986664,-1.5471450412,0.0438055402,42,23,89,2.51
-2.4641391353,-1.9293554523,-0.8385737061,58,24,105,3.24
-1.8511359249,-1.4587940943,0.6315184701,37,25,75,2.44
-2.0417939026,-1.6090427758,-0.0453762567,78,26,91,2.6
-1.959154125,-1.543918212,0.5758746991,83,27,77,2.56
-2.2589238919,-1.7801528179,-0.150727554,75,28,93,2.88
-1.9506160908,-1.5371897846,0.4827467583,75,29,79,2.53
-2.5037958146,-1.973124987,-0.2788983768,80,30,95,3.2
-1.9626603688,-1.5466813196,0.3957791966,72,31,81,2.53
-1.8241950462,-1.4375632413,-0.2851742636,71,0,97,2.34
-1.9411306261,-1.5297147312,0.3034546651,78,1,83,2.49
-2.0867811826,-1.644495158,-0.420808711,4,2,99,2.69
-2.4490252811,-1.9299628779,0.2727974748,69,3,85,3.13
-1.9120663657,-1.5068105398,-0.4732063085,10,4,101,2.48
-1.8902800623,-1.4896417678,0.1261296545,62,5,87,2.41
-2.3724131982,-1.8695884599,-0.6973482685,46,6,103,3.1
-1.9711164214,-1.5533451413,0.0438055402,41,7,89,2.51
-1.8890690381,-1.4886874159,-0.6444594223,45,8,105,2.49
-1.8316617534,-1.4522778001,0.6263420891,36,9,75,2.42
-2.0448454531,-1.6213057081,-0.0455507808,77,10,91,2.61
-1.9621996285,-1.5557779456,0.5781242097,86,11,77,2.57
-2.2614572483,-1.7930516655,-0.1512509135,77,12,93,2.89
-1.9383546938,-1.5368719062,0.4808386683,82,13,79,2.52
-2.4823183573,-1.9681667952,-0.2771552619,87,14,95,3.18
-1.9425838845,-1.5402251234,0.3926505073,74,15,81,2.51
-1.82769913,-1.4491359372,-0.286392957,63,16,97,2.35
-1.9365833335,-1.5354674398,0.3034546651,77,17,83,2.49
0,0,0,0,18,99,0
-2.4120640642,-1.9124639613,0.2693112451,90,19,85,3.09
-1.8075926708,-1.4331940395,-0.4484011391,53,20,101,2.35
-1.8936770038,-1.5014481074,0.1266530141,61,21,87,2.42
-2.4203007091,-1.9189945866,-0.7130948423,74,22,103,3.17
-1.9821681979,-1.571610514,0.0441545883,40,23,89,2.53
-1.8922125552,-1.5002869835,-0.6470476128,39,24,105,2.5
-1.8270902567,-1.458024959,0.6263420891,36,25,75,2.42
-2.0397418885,-1.6277217682,-0.0455507808,75,26,91,2.61
-1.9420704082,-1.5497795562,0.5736251886,82,27,77,2.55
-2.2480074783,-1.7939184992,-0.150727554,75,28,93,2.88
-1.9335169109,-1.5429538329,0.4808386683,78,29,79,2.52
-2.4683363893,-1.9697418064,-0.2762837045,77,30,95,3.17
-1.9300154843,-1.5401596812,0.3910861626,86,31,81,2.5
-1.8076214593,-1.4424887847,-0.2839555701,42,0,97,2.33
-1.9162339075,-1.5291619306,0.3010172782,82,1,83,2.47
-1.8142145553,-1.4477501004,-0.3676209928,43,2,99,2.35
-2.4839094895,-1.9821691995,0.2780268194,117,3,85,3.19
-1.8030812462,-1.4388656775,-0.4484011391,69,4,101,2.35
-1.8655339837,-1.488703199,0.1250829354,54,5,87,2.39
-2.3914121889,-1.9083560025,-0.7063463106,60,6,103,3.14
-1.9615908583,-1.5653569495,0.0438055402,42,7,89,2.51
-2.136638606,-1.7050457165,-0.7324578976,38,8,105,2.83
-1.8300317222,-1.4698063135,0.6289302796,56,9,75,2.43
-1.8865042244,-1.5151627077,-0.0422348236,67,10,91,2.42
-1.9295952248,-1.5497716293,0.571375678,89,11,77,2.54
-1.7752021677,-1.4257694674,-0.1193259802,59,12,93,2.28
-1.9133532191,-1.5367267175,0.4770224884,84,13,79,2.5
-1.7631069179,-1.4160550595,-0.197843536,62,14,95,2.27
-1.9328680834,-1.5524002549,0.3926505073,77,15,81,2.51
-1.7876037456,-1.4357299054,-0.2815181833,45,16,97,2.31
-1.9191589996,-1.5413896819,0.3022359716,78,17,83,2.48
-1.8019566992,-1.4472576082,-0.3660566482,79,18,99,2.34
-2.4466021107,-1.9650103248,0.2745405897,68,19,85,3.15
-1.7908986131,-1.4383762076,-0.4464930492,77,20,101,2.34
-1.8063460654,-1.4507829668,0.1214194185,48,21,87,2.32
-2.0359508671,-1.6351921128,-0.6028688256,50,22,103,2.68
-1.7929585604,-1.4400306726,0.0401405348,63,23,89,2.3
-2.3722633436,-1.9053044804,-0.8152799921,61,24,105,3.15
-1.8178932108,-1.46947605,0.6263420891,55,25,75,2.42
-1.7884257302,-1.4456563026,-0.0401405348,63,26,91,2.3
-1.9247169595,-1.5558259737,0.571375678,83,27,77,2.54
-1.770714228,-1.4313393844,-0.1193259802,55,28,93,2.28
-1.9161500798,-1.548901021,0.4789305784,77,29,79,2.51
-1.7818916211,-1.4403745199,-0.2004582083,59,30,95,2.3
-1.8818943356,-1.521210728,0.3832644393,63,31,81,2.45
-1.7830844531,-1.4413387339,-0.2815181833,56,0,97,2.31
-1.7985224137,-1.4538178571,0.2839555701,65,1,83,2.33
-1.7974011206,-1.4529114709,-0.3660566482,88,2,99,2.34
-1.7896389759,-1.4466370178,0.2013297657,61,3,85,2.31
-1.7940050548,-1.4501662946,-0.4484011391,75,4,101,2.35
-1.7940130994,-1.4501727974,0.1208960589,53,5,87,2.31
-2.3187535023,-1.8743415274,-0.6883502263,52,6,103,3.06
-1.7806499661,-1.4393708404,0.0399660107,93,7,89,2.29
-2.3211942237,-1.8763144605,-0.7997508494,51,8,105,3.09
-1.8057749104,-1.4690840844,0.6237538987,46,9,75,2.41
-1.7761192696,-1.444957805,-0.0399660107,82,10,91,2.29
0,0,0,59,11,77,0
