,X,Y,Z,ref,phjj,r
0,0.5905389992226399,1.1191098195058253,0.33905294908430217,64.0,75.0,1.31
1,0.5832803862023227,1.10535427564213,-0.021815508046604346,69.0,91.0,1.25
2,0.591154221250807,1.1202757052708714,0.2924363706470244,63.0,77.0,1.3
3,2.3722240175175053,4.495518832060265,-0.2663900172765841,63.0,93.0,5.09
4,0.5772323090059452,1.0938927759130606,0.2404193341744466,64.0,79.0,1.26
5,2.3664401128669055,4.484557956490502,-0.4436227305855804,55.0,95.0,5.09
6,0.5900154806473666,1.1181177177495432,0.2002361152514956,63.0,81.0,1.28
7,2.760771605136966,5.231841786552054,-0.7263412866946783,85.0,97.0,5.96
8,0.5929173917072678,1.1236170279843336,0.1559927595585888,62.0,83.0,1.28
9,2.7703070614770886,5.249912096620902,-0.9401711348917872,77.0,99.0,6.01
10,0.5811493400950161,1.1013158046391212,0.10894467843457267,70.0,85.0,1.25
11,2.5517333025104088,4.835700604631546,-1.0628061042473547,78.0,101.0,5.57
12,0.5965514228727715,1.1305037534454103,0.06699002399096828,71.0,87.0,1.28
13,2.1690812579741148,4.110550087801581,-1.073016529220236,73.0,103.0,4.77
14,0.5739479000230855,1.087668607231856,0.021466459917858827,81.0,89.0,1.23
15,1.8888232112540924,3.5794428578087087,-1.0844517989795626,65.0,105.0,4.19
16,0.5959824456677153,1.138073412760827,0.3442293299863526,59.0,75.0,1.33
17,0.5751665011461635,1.098323797325525,-0.02164098398223151,67.0,91.0,1.24
18,0.5921521049636993,1.1307590884065715,0.2946858811904631,57.0,77.0,1.31
19,2.353456457064188,4.494102538329404,-0.26586665771415474,58.0,93.0,5.08
20,0.5829007244447663,1.1130928798186068,0.2442355140819775,58.0,79.0,1.28
21,2.3430968183301735,4.474320027125102,-0.4418796157306273,55.0,95.0,5.07
22,0.5864999044102469,1.1199657853147842,0.2002361152514956,58.0,81.0,1.28
23,2.74892625919997,5.249281941065458,-0.7275599801287297,83.0,97.0,5.97
24,0.5893845245855881,1.1254741850190597,0.1559927595585888,58.0,83.0,1.28
25,2.744636271419827,5.2410898859652795,-0.9370424455909826,77.0,99.0,5.99
26,0.5776865922904767,1.1031361013622045,0.10894467843457267,68.0,85.0,1.25
27,2.531975021806953,4.834997196712073,-1.060898014293589,77.0,101.0,5.56
28,0.5976296908686618,1.1412189516623878,0.06751338355339771,71.0,87.0,1.29
29,2.1471164111279175,4.10008066406963,-1.0685175081333589,73.0,103.0,4.75
30,0.5751665011461635,1.098323797325525,0.021640983982231663,74.0,89.0,1.24
31,1.8775687574043063,3.58535909734426,-1.0844517989795626,68.0,105.0,4.19
32,0.59705875785635,1.1484069170745628,0.3468175204373778,58.0,75.0,1.34
33,0.5719051818987952,1.1000255136721087,-0.02164098398223151,69.0,91.0,1.24
34,0.6022783165536607,1.1584464269773895,0.301434412820779,52.0,77.0,1.34
35,2.3355053273359276,4.492205226846996,-0.2653432981517253,59.0,93.0,5.07
36,0.615820272372175,1.1844935714636975,0.2595002337121011,55.0,79.0,1.36
37,2.329810949391632,4.481252430436899,-0.4418796157306273,58.0,95.0,5.07
38,0.5922864210855705,1.13922761187879,0.20336480455230022,54.0,81.0,1.3
39,2.728760791298776,5.2486086612656875,-0.7263412866946783,82.0,97.0,5.96
40,0.0,0.0,0.0,48.0,83.0,0.0
41,2.7290735863865905,5.2492103039645786,-0.9370424455909826,77.0,99.0,5.99
42,0.5744109835778185,1.1048452737763557,0.10894467843457267,69.0,85.0,1.25
43,2.517618172345068,4.842488424513351,-1.060898014293589,76.0,101.0,5.56
44,0.5896344810631138,1.1341267633854346,0.06699002399096828,68.0,87.0,1.28
45,2.1394364080562873,4.115078352546548,-1.0707670186767975,74.0,103.0,4.76
46,0.5672930433350953,1.091154340174753,0.021466459917858827,74.0,89.0,1.23
47,1.8713781962661715,3.5994843669501217,-1.0870399894305875,66.0,105.0,4.2
48,0.5976744385148755,1.158965450194482,0.349405710888403,57.0,75.0,1.35
49,0.5728369166456215,1.1108023904082154,-0.021815508046604346,69.0,91.0,1.25
50,0.9423094006546242,1.8272557238115807,0.47464672466555496,56.0,77.0,2.11
51,2.3160186845546757,4.4910497495484485,-0.2648199385892958,61.0,93.0,5.06
52,0.9403293640278676,1.823416185272451,0.39879080033697883,66.0,79.0,2.09
53,2.301239914095063,4.4623918661669775,-0.4392649434481975,62.0,95.0,5.04
54,0.9914051658543661,1.9224585498831617,0.3425914784381057,54.0,81.0,2.19
55,2.702242315137259,5.239985650180495,-0.7239038998265754,81.0,97.0,5.94
56,2.4019931690108964,4.657765022382662,0.6434701331791788,105.0,83.0,5.28
57,2.702597643904368,5.240674677078756,-0.9339137562901779,77.0,99.0,5.97
58,0.5707440263132596,1.1067440144263336,0.10894467843457267,68.0,85.0,1.25
59,2.5015460593277243,4.850810521586042,-1.060898014293589,74.0,101.0,5.56
60,0.5858703391758863,1.1360758259727302,0.06699002399096828,71.0,87.0,1.28
61,2.12577855313555,4.122150353243186,-1.0707670186767975,72.0,103.0,4.76
62,0.5590888306461267,1.0841431330384184,0.021291935853485988,76.0,89.0,1.22
63,1.8594315864907238,3.605670289493944,-1.0870399894305875,66.0,105.0,4.2
64,0.5984307236665822,1.1694361728592715,0.3519939013394282,54.0,75.0,1.36
65,0.5647896516667015,1.1036957539025356,-0.02164098398223151,69.0,91.0,1.24
66,0.994267278533098,1.94296862614756,0.5038903617302575,60.0,77.0,2.24
67,2.2927998178029223,4.4805237064629235,-0.26377321946443694,59.0,93.0,5.04
68,0.0,0.0,0.0,46.0,79.0,0.0
69,2.2917476777100574,4.478467644441285,-0.4401365008756741,58.0,95.0,5.05
70,1.012356885357083,1.9783188174665411,0.3519775463405196,48.0,81.0,2.25
71,2.681245613326363,5.2396133496165085,-0.7226852063925239,83.0,97.0,5.93
72,2.3873485393529843,4.665288108933417,0.6434701331791788,108.0,83.0,5.28
73,2.6861202691474597,5.249139262344555,-0.9339137562901779,78.0,99.0,5.97
74,0.5718023908741925,1.117399847920004,0.10981623586204925,66.0,85.0,1.26
75,2.486294469071891,4.858645409610629,-1.060898014293589,76.0,101.0,5.56
76,0.582298366426139,1.1379107825937582,0.06699002399096828,70.0,87.0,1.28
77,2.108379273675096,4.120134363482549,-1.0685175081333589,74.0,103.0,4.75
78,0.5556801411559483,1.0858942094847528,0.021291935853485988,77.0,89.0,1.22
79,1.8392944300928775,3.594296472464525,-1.0818636085285371,67.0,105.0,4.18
80,0.6080823879766419,1.1970420421850612,0.35975847269250383,52.0,75.0,1.39
81,0.5615124392026676,1.105366657916255,-0.02164098398223151,69.0,91.0,1.24
82,1.001736819130393,1.971971416067183,0.5106388933605733,62.0,77.0,2.27
83,2.2749729545427373,4.478403461877978,-0.26324985990200755,61.0,93.0,5.03
84,0.9869687399962531,1.9428996784944115,0.4235959697359297,63.0,79.0,2.22
