"Points:0","Points:1","Points:2","intensity","laser_id","azimuth","distance_m","timestamp"
10.201,-2.1498,-1.4652,2.0,3.0,10190.0,10.528,254287933.0
2.4882,-0.52435,-1.3521,3.0,4.0,10190.0,2.88,254287933.0
12.778,-2.6928,-1.5271,3.0,5.0,10190.0,13.148,254287933.0
2.6302,-0.55427,-1.3501,3.0,6.0,10190.0,3.008,254287933.0
18.392,-3.8759,-1.7536,7.0,7.0,10190.0,18.878,254287933.0
2.8072,-0.59157,-1.3579,2.0,8.0,10190.0,3.174,254287933.0
18.414,-3.8804,-1.3159,10.0,9.0,10190.0,18.864,254287933.0
3.0,-0.63219,-1.365,3.0,10.0,10190.0,3.356,254287933.0
33.051,-6.965,-1.5752,19.0,11.0,10190.0,33.814,254287933.0
3.2089,-0.67623,-1.3698,3.0,12.0,10190.0,3.554,254287933.0
36.05,-7.597,-0.85536,45.0,13.0,10190.0,36.852,254287933.0
3.4035,-0.71722,-1.3582,5.0,14.0,10190.0,3.734,254287933.0
36.038,-7.5945,0.0,41.0,15.0,10190.0,36.83,254287933.0
3.6578,-0.77081,-1.3606,6.0,16.0,10190.0,3.978,254287933.0
18.201,-3.8356,0.43186,7.0,17.0,10190.0,18.606,254287933.0
3.9547,-0.83338,-1.3656,7.0,18.0,10190.0,4.266,254287933.0
19.398,-4.0879,0.92449,11.0,19.0,10190.0,19.846,254287933.0
4.2669,-0.89918,-1.3607,13.0,20.0,10190.0,4.568,254287933.0
18.429,-3.8837,1.317,9.0,21.0,10190.0,18.88,254287933.0
4.5676,-0.96254,-1.3385,4.0,22.0,10190.0,4.856,254287933.0
20.59,-4.3391,1.9632,9.0,23.0,10190.0,21.134,254287933.0
5.1174,-1.0784,-1.3691,3.0,24.0,10190.0,5.406,254287933.0
27.226,-5.7375,3.2538,13.0,25.0,10190.0,28.014,254287933.0
5.6557,-1.1919,-1.3695,1.0,26.0,10190.0,5.94,254287933.0
22.136,-4.6647,3.1793,13.0,27.0,10190.0,22.844,254287933.0
6.3725,-1.3429,-1.3843,2.0,28.0,10190.0,6.658,254287933.0
21.347,-4.4985,3.5842,12.0,29.0,10190.0,22.108,254287933.0
7.3062,-1.5397,-1.4068,2.0,30.0,10190.0,7.598,254287933.0
8.7543,-1.8448,1.6856,0.0,31.0,10190.0,9.104,254287933.0
2.2424,-0.4795,-1.3599,5.0,0.0,10207.0,2.666,254288486.0
8.4974,-1.817,-1.4276,3.0,1.0,10207.0,8.806,254288486.0
2.3632,-0.50534,-1.3578,3.0,2.0,10207.0,2.772,254288486.0
10.201,-2.1813,-1.466,2.0,3.0,10207.0,10.534,254288486.0
2.4763,-0.52952,-1.3464,3.0,4.0,10207.0,2.868,254288486.0
12.751,-2.7266,-1.5248,3.0,5.0,10207.0,13.128,254288486.0
2.6443,-0.56544,-1.3582,4.0,6.0,10207.0,3.026,254288486.0
18.363,-3.9267,-1.7519,7.0,7.0,10207.0,18.86,254288486.0
2.8072,-0.60027,-1.3588,2.0,8.0,10207.0,3.176,254288486.0
18.39,-3.9325,-1.315,10.0,9.0,10207.0,18.852,254288486.0
2.9927,-0.63994,-1.3626,3.0,10.0,10207.0,3.35,254288486.0
33.169,-7.0927,-1.5818,19.0,11.0,10207.0,33.956,254288486.0
3.1853,-0.68112,-1.3605,3.0,12.0,10207.0,3.53,254288486.0
36.018,-7.7018,-0.85513,45.0,13.0,10207.0,36.842,254288486.0
3.405,-0.7281,-1.3597,6.0,14.0,10207.0,3.738,254288486.0
36.002,-7.6985,0.0,41.0,15.0,10207.0,36.816,254288486.0
3.6536,-0.78127,-1.3599,6.0,16.0,10207.0,3.976,254288486.0
18.166,-3.8846,0.4313,3.0,17.0,10207.0,18.582,254288486.0
3.954,-0.8455,-1.3663,7.0,18.0,10207.0,4.268,254288486.0
18.486,-3.9528,0.88154,9.0,19.0,10207.0,18.924,254288486.0
4.2736,-0.91383,-1.3637,13.0,20.0,10207.0,4.578,254288486.0
18.367,-3.9275,1.3134,9.0,21.0,10207.0,18.828,254288486.0
4.5685,-0.97689,-1.3396,6.0,22.0,10207.0,4.86,254288486.0
20.077,-4.2931,1.9154,12.0,23.0,10207.0,20.62,254288486.0
5.1198,-1.0948,-1.3706,4.0,24.0,10207.0,5.412,254288486.0
26.149,-5.5915,3.127,12.0,25.0,10207.0,26.922,254288486.0
5.6522,-1.2086,-1.3695,1.0,26.0,10207.0,5.94,254288486.0
22.085,-4.7225,3.174,13.0,27.0,10207.0,22.806,254288486.0
6.3781,-1.3639,-1.3864,3.0,28.0,10207.0,6.668,254288486.0
18.193,-3.8903,3.0566,4.0,29.0,10207.0,18.854,254288486.0
7.2996,-1.5609,-1.4064,2.0,30.0,10207.0,7.596,254288486.0
8.7623,-1.8737,1.6882,0.0,31.0,10207.0,9.118,254288486.0
2.2494,-0.48758,-1.365,4.0,0.0,10223.0,2.676,254288486.0
8.473,-1.8366,-1.4244,3.0,1.0,10223.0,8.786,254288486.0
2.3703,-0.51378,-1.3627,3.0,2.0,10223.0,2.782,254288486.0
10.189,-2.2085,-1.4652,2.0,3.0,10223.0,10.528,254288486.0
2.4783,-0.53718,-1.3483,3.0,4.0,10223.0,2.872,254288486.0
12.747,-2.763,-1.5253,3.0,5.0,10223.0,13.132,254288486.0
2.6374,-0.57168,-1.3555,4.0,6.0,10223.0,3.02,254288486.0
18.358,-3.9792,-1.7525,7.0,7.0,10223.0,18.866,254288486.0
2.7931,-0.60543,-1.3528,2.0,8.0,10223.0,3.162,254288486.0
18.356,-3.9787,-1.3134,7.0,9.0,10223.0,18.828,254288486.0
2.9963,-0.64946,-1.365,3.0,10.0,10223.0,3.356,254288486.0
33.056,-7.165,-1.5773,19.0,11.0,10223.0,33.86,254288486.0
3.196,-0.69275,-1.3659,3.0,12.0,10223.0,3.544,254288486.0
35.99,-7.8011,-0.85499,15.0,13.0,10223.0,36.836,254288486.0
3.4084,-0.73879,-1.3618,5.0,14.0,10223.0,3.744,254288486.0
35.965,-7.7956,0.0,41.0,15.0,10223.0,36.8,254288486.0
3.6514,-0.79147,-1.3599,6.0,16.0,10223.0,3.976,254288486.0
18.193,-3.9433,0.43218,5.0,17.0,10223.0,18.62,254288486.0
3.9516,-0.85654,-1.3663,8.0,18.0,10223.0,4.268,254288486.0
4.2691,-0.92536,-1.3631,13.0,20.0,10223.0,4.576,254288486.0
18.428,-3.9944,1.3185,9.0,21.0,10223.0,18.902,254288486.0
4.5507,-0.98639,-1.3352,9.0,22.0,10223.0,4.844,254288486.0
20.034,-4.3424,1.9125,12.0,23.0,10223.0,20.588,254288486.0
5.1073,-1.107,-1.3681,3.0,24.0,10223.0,5.402,254288486.0
26.077,-5.6523,3.1203,12.0,25.0,10223.0,26.864,254288486.0
5.645,-1.2236,-1.3686,1.0,26.0,10223.0,5.936,254288486.0
22.035,-4.7762,3.1687,13.0,27.0,10223.0,22.768,254288486.0
6.3628,-1.3792,-1.3839,2.0,28.0,10223.0,6.656,254288486.0
27.105,-5.8751,4.5566,20.0,29.0,10223.0,28.106,254288486.0
7.2857,-1.5792,-1.4046,1.0,30.0,10223.0,7.586,254288486.0
2.2429,-0.49354,-1.3619,3.0,0.0,10241.0,2.67,254288486.0
8.4903,-1.8683,-1.4283,2.0,1.0,10241.0,8.81,254288486.0
2.3636,-0.5201,-1.3598,3.0,2.0,10241.0,2.776,254288486.0
10.182,-2.2405,-1.4652,1.0,3.0,10241.0,10.528,254288486.0
2.4714,-0.54383,-1.3455,3.0,4.0,10241.0,2.866,254288486.0
12.734,-2.8022,-1.5248,3.0,5.0,10241.0,13.128,254288486.0
2.6287,-0.57843,-1.3519,3.0,6.0,10241.0,3.012,254288486.0
4.5023,-0.99071,-0.43009,1.0,7.0,10241.0,4.63,254288486.0
2.7965,-0.61537,-1.3554,2.0,8.0,10241.0,3.168,254288486.0
18.339,-4.0355,-1.3131,7.0,9.0,10241.0,18.824,254288486.0
2.996,-0.65926,-1.3658,3.0,10.0,10241.0,3.358,254288486.0
3.1884,-0.70159,-1.3636,3.0,12.0,10241.0,3.538,254288486.0
3.3988,-0.74789,-1.3589,5.0,14.0,10241.0,3.736,254288486.0
3.6508,-0.80334,-1.3606,6.0,16.0,10241.0,3.978,254288486.0
3.9434,-0.86773,-1.3643,6.0,18.0,10241.0,4.262,254288486.0
4.554,-1.0021,0.21745,4.0,19.0,10241.0,4.668,254288486.0
4.2625,-0.93795,-1.3619,13.0,20.0,10241.0,4.572,254288486.0
4.5108,-0.99259,0.32297,2.0,21.0,10241.0,4.63,254288486.0
4.5382,-0.99861,-1.3324,12.0,22.0,10241.0,4.834,254288486.0
4.5334,-0.99756,0.43306,2.0,23.0,10241.0,4.662,254288486.0
4.5709,-1.0058,-1.2252,3.0,24.0,10241.0,4.838,254288486.0
4.5203,-0.99468,0.54126,2.0,25.0,10241.0,4.66,254288486.0
4.5178,-0.99414,-1.0961,1.0,26.0,10241.0,4.754,254288486.0
4.5281,-0.9964,0.65161,2.0,27.0,10241.0,4.682,254288486.0
4.5243,-0.99555,-0.98467,3.0,28.0,10241.0,4.736,254288486.0
4.4967,-0.98948,0.75645,1.0,29.0,10241.0,4.666,254288486.0
4.53,-0.99682,-0.87392,2.0,30.0,10241.0,4.72,254288486.0
4.5243,-0.99555,0.87281,2.0,31.0,10241.0,4.714,254288486.0
2.2347,-0.49869,-1.3579,3.0,0.0,10258.0,2.662,254288486.0
4.5072,-1.0058,-0.75872,2.0,1.0,10258.0,4.68,254288486.0
2.3501,-0.52446,-1.3529,3.0,2.0,10258.0,2.762,254288486.0
4.5213,-1.009,-0.65105,2.0,3.0,10258.0,4.678,254288486.0
2.4749,-0.55231,-1.3483,3.0,4.0,10258.0,2.872,254288486.0
2.6217,-0.58506,-1.3492,3.0,6.0,10258.0,3.006,254288486.0
2.7964,-0.62405,-1.3562,2.0,8.0,10258.0,3.17,254288486.0
2.9869,-0.66656,-1.3626,3.0,10.0,10258.0,3.35,254288486.0
3.1881,-0.71145,-1.3644,3.0,12.0,10258.0,3.54,254288486.0
3.3965,-0.75797,-1.3589,6.0,14.0,10258.0,3.736,254288486.0
3.6484,-0.81417,-1.3606,6.0,16.0,10258.0,3.978,254288486.0
3.9482,-0.88108,-1.3669,7.0,18.0,10258.0,4.27,254288486.0
4.2578,-0.95017,-1.3613,13.0,20.0,10258.0,4.57,254288486.0
4.5483,-1.015,-1.3363,4.0,22.0,10258.0,4.848,254288486.0
4.5343,-1.0119,0.43343,2.0,23.0,10258.0,4.666,254288486.0
4.5132,-1.0072,-1.2105,3.0,24.0,10258.0,4.78,254288486.0
4.5115,-1.0068,0.54057,3.0,25.0,10258.0,4.654,254288486.0
4.5092,-1.0063,-1.0947,1.0,26.0,10258.0,4.748,254288486.0
4.529,-1.0107,0.65217,3.0,27.0,10258.0,4.686,254288486.0
4.5117,-1.0068,-0.98259,3.0,28.0,10258.0,4.726,254288486.0
4.5149,-1.0076,0.76002,2.0,29.0,10258.0,4.688,254288486.0
4.5117,-1.0068,-0.87096,2.0,30.0,10258.0,4.704,254288486.0
4.5213,-1.009,0.87281,3.0,31.0,10258.0,4.714,254288486.0
2.2468,-0.50757,-1.366,4.0,0.0,10273.0,2.678,254288486.0
4.5161,-1.0202,-0.76067,2.0,1.0,10273.0,4.692,254288486.0
2.3556,-0.53214,-1.3569,3.0,2.0,10273.0,2.77,254288486.0
4.5128,-1.0195,-0.65022,2.0,3.0,10273.0,4.672,254288486.0
2.4718,-0.5584,-1.3474,3.0,4.0,10273.0,2.87,254288486.0
4.5283,-1.023,-0.54289,3.0,5.0,10273.0,4.674,254288486.0
2.6306,-0.59428,-1.3546,4.0,6.0,10273.0,3.018,254288486.0
4.5336,-1.0242,-0.43362,4.0,7.0,10273.0,4.668,254288486.0
2.7913,-0.63058,-1.3545,2.0,8.0,10273.0,3.166,254288486.0
4.5305,-1.0235,-0.32479,8.0,9.0,10273.0,4.656,254288486.0
2.9816,-0.67357,-1.3609,3.0,10.0,10273.0,3.346,254288486.0
4.5191,-1.0209,-0.21605,15.0,11.0,10273.0,4.638,254288486.0
3.179,-0.71817,-1.3613,3.0,12.0,10273.0,3.532,254288486.0
3.3855,-0.76481,-1.3553,6.0,14.0,10273.0,3.726,254288486.0
3.6462,-0.82372,-1.3606,6.0,16.0,10273.0,3.978,254288486.0
3.944,-0.89099,-1.3663,7.0,18.0,10273.0,4.268,254288486.0
4.5249,-1.0222,0.21633,7.0,19.0,10273.0,4.644,254288486.0
4.2572,-0.96174,-1.3619,13.0,20.0,10273.0,4.572,254288486.0
4.5208,-1.0213,0.32409,3.0,21.0,10273.0,4.646,254288486.0
4.5363,-1.0248,-1.3335,7.0,22.0,10273.0,4.838,254288486.0
4.5239,-1.022,0.43269,2.0,23.0,10273.0,4.658,254288486.0
4.5048,-1.0177,-1.209,3.0,24.0,10273.0,4.774,254288486.0
4.5128,-1.0195,0.54103,3.0,25.0,10273.0,4.658,254288486.0
4.4951,-1.0155,-1.0919,1.0,26.0,10273.0,4.736,254288486.0
4.5283,-1.023,0.65244,3.0,27.0,10273.0,4.688,254288486.0
4.5053,-1.0178,-0.98176,2.0,28.0,10273.0,4.722,254288486.0
4.5219,-1.0215,0.76164,2.0,29.0,10273.0,4.698,254288486.0
4.511,-1.0191,-0.87133,1.0,30.0,10273.0,4.706,254288486.0
4.5148,-1.0199,0.87207,3.0,31.0,10273.0,4.71,254288486.0
2.2385,-0.51309,-1.3619,4.0,0.0,10291.0,2.67,254288486.0
4.5071,-1.0331,-0.7597,2.0,1.0,10291.0,4.686,254288486.0
2.3573,-0.54032,-1.3588,3.0,2.0,10291.0,2.774,254288486.0
4.5077,-1.0332,-0.64994,2.0,3.0,10291.0,4.67,254288486.0
2.4821,-0.56892,-1.354,3.0,4.0,10291.0,2.884,254288486.0
4.5366,-1.0399,-0.54428,3.0,5.0,10291.0,4.686,254288486.0
2.6148,-0.59935,-1.3475,3.0,6.0,10291.0,3.002,254288486.0
2.7875,-0.63894,-1.3537,2.0,8.0,10291.0,3.164,254288486.0
4.5234,-1.0368,-0.32451,9.0,9.0,10291.0,4.652,254288486.0
2.983,-0.68375,-1.3626,3.0,10.0,10291.0,3.35,254288486.0
4.5178,-1.0355,-0.21615,15.0,11.0,10291.0,4.64,254288486.0
3.1821,-0.72939,-1.3636,3.0,12.0,10291.0,3.538,254288486.0
4.5215,-1.0364,-0.1077,81.0,13.0,10291.0,4.64,254288486.0
3.3903,-0.77711,-1.3582,6.0,14.0,10291.0,3.734,254288486.0
4.5188,-1.0358,0.0,108.0,15.0,10291.0,4.636,254288486.0
3.6418,-0.83475,-1.3599,6.0,16.0,10291.0,3.976,254288486.0
4.5332,-1.0391,0.10798,36.0,17.0,10291.0,4.652,254288486.0
3.9412,-0.90338,-1.3663,7.0,18.0,10291.0,4.268,254288486.0
4.5159,-1.0351,0.21605,8.0,19.0,10291.0,4.638,254288486.0
4.256,-0.97553,-1.3625,13.0,20.0,10291.0,4.574,254288486.0
4.5117,-1.0341,0.32367,3.0,21.0,10291.0,4.64,254288486.0
4.5349,-1.0395,-1.3341,7.0,22.0,10291.0,4.84,254288486.0
4.5167,-1.0353,0.43232,2.0,23.0,10291.0,4.654,254288486.0
4.496,-1.0305,-1.2075,3.0,24.0,10291.0,4.768,254288486.0
4.5076,-1.0332,0.5408,3.0,25.0,10291.0,4.656,254288486.0
4.4881,-1.0287,-1.091,1.0,26.0,10291.0,4.732,254288486.0
4.527,-1.0376,0.65272,3.0,27.0,10291.0,4.69,254288486.0
4.5002,-1.0315,-0.98134,3.0,28.0,10291.0,4.72,254288486.0
4.509,-1.0335,0.76002,2.0,29.0,10291.0,4.688,254288486.0
4.5077,-1.0332,-0.87133,1.0,30.0,10291.0,4.706,254288486.0
4.5211,-1.0363,0.87392,3.0,31.0,10291.0,4.72,254288486.0
2.2371,-0.51895,-1.3619,5.0,0.0,10306.0,2.67,254288486.0
4.5025,-1.0444,-0.75937,2.0,1.0,10306.0,4.684,254288486.0
2.3525,-0.5457,-1.3569,3.0,2.0,10306.0,2.77,254288486.0
4.5069,-1.0455,-0.65022,5.0,3.0,10306.0,4.672,254288486.0
2.4702,-0.57302,-1.3483,3.0,4.0,10306.0,2.872,254288486.0
4.5358,-1.0522,-0.54451,6.0,5.0,10306.0,4.688,254288486.0
2.6167,-0.607,-1.3492,3.0,6.0,10306.0,3.006,254288486.0
4.5237,-1.0494,-0.43325,9.0,7.0,10306.0,4.664,254288486.0
2.8034,-0.65032,-1.3622,2.0,8.0,10306.0,3.184,254288486.0
4.5129,-1.0469,-0.32395,14.0,9.0,10306.0,4.644,254288486.0
2.9866,-0.6928,-1.365,3.0,10.0,10306.0,3.356,254288486.0
4.5112,-1.0465,-0.21596,17.0,11.0,10306.0,4.636,254288486.0
3.1802,-0.73772,-1.3636,3.0,12.0,10306.0,3.538,254288486.0
4.5149,-1.0473,-0.10761,81.0,13.0,10306.0,4.636,254288486.0
3.3828,-0.78472,-1.356,6.0,14.0,10306.0,3.728,254288486.0
4.5161,-1.0476,0.0,115.0,15.0,10306.0,4.636,254288486.0
3.6377,-0.84385,-1.3592,6.0,16.0,10306.0,3.974,254288486.0
4.5266,-1.05,0.10788,36.0,17.0,10306.0,4.648,254288486.0
3.9351,-0.91284,-1.365,6.0,18.0,10306.0,4.264,254288486.0
4.5112,-1.0465,0.21596,10.0,19.0,10306.0,4.636,254288486.0
4.2534,-0.98667,-1.3625,13.0,20.0,10306.0,4.574,254288486.0
4.5051,-1.0451,0.32339,3.0,21.0,10306.0,4.636,254288486.0
4.5265,-1.05,-1.3324,7.0,22.0,10306.0,4.834,254288486.0
4.5198,-1.0485,0.43288,2.0,23.0,10306.0,4.66,254288486.0
4.497,-1.0432,-1.2085,3.0,24.0,10306.0,4.772,254288486.0
4.5029,-1.0446,0.54057,3.0,25.0,10306.0,4.654,254288486.0
4.4949,-1.0427,-1.0933,1.0,26.0,10306.0,4.742,254288486.0
4.5242,-1.0495,0.65272,3.0,27.0,10306.0,4.69,254288486.0
4.4955,-1.0428,-0.98093,3.0,28.0,10306.0,4.718,254288486.0
4.5179,-1.048,0.76197,2.0,29.0,10306.0,4.7,254288486.0
4.4935,-1.0424,-0.8691,2.0,30.0,10306.0,4.694,254288486.0
4.5127,-1.0468,0.87281,3.0,31.0,10306.0,4.714,254288486.0
2.2288,-0.5244,-1.3579,5.0,0.0,10324.0,2.662,254288486.0
4.4934,-1.0572,-0.7584,2.0,1.0,10324.0,4.678,254288486.0
2.3575,-0.55469,-1.3608,3.0,2.0,10324.0,2.778,254288486.0
4.5093,-1.061,-0.65105,5.0,3.0,10324.0,4.678,254288486.0
2.477,-0.5828,-1.353,3.0,4.0,10324.0,2.882,254288486.0
4.5209,-1.0637,-0.54312,5.0,5.0,10324.0,4.676,254288486.0
2.6322,-0.61931,-1.3582,4.0,6.0,10324.0,3.026,254288486.0
4.5223,-1.064,-0.43343,5.0,7.0,10324.0,4.666,254288486.0
2.8031,-0.65954,-1.3631,2.0,8.0,10324.0,3.186,254288486.0
4.5095,-1.061,-0.32395,14.0,9.0,10324.0,4.644,254288486.0
2.9808,-0.70134,-1.3634,3.0,10.0,10324.0,3.352,254288486.0
4.5059,-1.0602,-0.21587,17.0,11.0,10324.0,4.634,254288486.0
3.1761,-0.74728,-1.3629,3.0,12.0,10324.0,3.536,254288486.0
4.5077,-1.0606,-0.10751,81.0,13.0,10324.0,4.632,254288486.0
3.3858,-0.79662,-1.3582,5.0,14.0,10324.0,3.734,254288486.0
4.5206,-1.0636,0.0,116.0,15.0,10324.0,4.644,254288486.0
3.6387,-0.85614,-1.3606,6.0,16.0,10324.0,3.978,254288486.0
4.5291,-1.0656,0.10802,39.0,17.0,10324.0,4.654,254288486.0
3.9322,-0.9252,-1.365,7.0,18.0,10324.0,4.264,254288486.0
4.5098,-1.0611,0.21605,8.0,19.0,10324.0,4.638,254288486.0
4.2429,-0.99828,-1.3601,13.0,20.0,10324.0,4.566,254288486.0
4.4979,-1.0583,0.32311,3.0,21.0,10324.0,4.632,254288486.0
4.5139,-1.062,-1.3297,8.0,22.0,10324.0,4.824,254288486.0
4.5107,-1.0613,0.43232,2.0,23.0,10324.0,4.654,254288486.0
4.4937,-1.0573,-1.2085,4.0,24.0,10324.0,4.772,254288486.0
4.5016,-1.0591,0.5408,3.0,25.0,10324.0,4.656,254288486.0
4.4897,-1.0564,-1.0929,1.0,26.0,10324.0,4.74,254288486.0
4.5151,-1.0623,0.65189,3.0,27.0,10324.0,4.684,254288486.0
4.496,-1.0578,-0.98176,3.0,28.0,10324.0,4.722,254288486.0
4.5088,-1.0608,0.76099,2.0,29.0,10324.0,4.694,254288486.0
4.4902,-1.0565,-0.8691,2.0,30.0,10324.0,4.694,254288486.0
4.5055,-1.0601,0.87207,3.0,31.0,10324.0,4.71,254288486.0
2.2239,-0.53021,-1.3558,5.0,0.0,10341.0,2.658,254288486.0
4.4979,-1.0724,-0.7597,2.0,1.0,10341.0,4.686,254288486.0
2.3525,-0.56087,-1.3588,3.0,2.0,10341.0,2.774,254288486.0
4.5081,-1.0748,-0.65133,5.0,3.0,10341.0,4.68,254288486.0
2.465,-0.58769,-1.3474,3.0,4.0,10341.0,2.87,254288486.0
4.5119,-1.0757,-0.54242,5.0,5.0,10341.0,4.67,254288486.0
2.6251,-0.62587,-1.3555,4.0,6.0,10341.0,3.02,254288486.0
4.5133,-1.0761,-0.43288,8.0,7.0,10341.0,4.66,254288486.0
2.7906,-0.66534,-1.3579,2.0,8.0,10341.0,3.174,254288486.0
4.5083,-1.0749,-0.32409,15.0,9.0,10341.0,4.646,254288486.0
2.9787,-0.71018,-1.3634,3.0,10.0,10341.0,3.352,254288486.0
4.4969,-1.0721,-0.21559,27.0,11.0,10341.0,4.628,254288486.0
3.1738,-0.7567,-1.3629,3.0,12.0,10341.0,3.536,254288486.0
4.5084,-1.0749,-0.10761,102.0,13.0,10341.0,4.636,254288486.0
3.3798,-0.8058,-1.3567,5.0,14.0,10341.0,3.73,254288486.0
4.4999,-1.0729,0.0,115.0,15.0,10341.0,4.626,254288486.0
3.6307,-0.86562,-1.3585,6.0,16.0,10341.0,3.972,254288486.0
4.522,-1.0781,0.10793,41.0,17.0,10341.0,4.65,254288486.0
3.9295,-0.93686,-1.365,6.0,18.0,10341.0,4.264,254288486.0
4.5008,-1.0731,0.21577,15.0,19.0,10341.0,4.632,254288486.0
4.2436,-1.0118,-1.3613,13.0,20.0,10341.0,4.57,254288486.0
4.5083,-1.0749,0.32409,5.0,21.0,10341.0,4.646,254288486.0
4.5032,-1.0736,-1.3275,8.0,22.0,10341.0,4.816,254288486.0
4.4998,-1.0728,0.43158,3.0,23.0,10341.0,4.646,254288486.0
4.4849,-1.0693,-1.207,3.0,24.0,10341.0,4.766,254288486.0
4.4828,-1.0688,-1.0919,1.0,26.0,10341.0,4.736,254288486.0
4.4986,-1.0725,-0.98301,4.0,28.0,10341.0,4.728,254288486.0
4.5018,-1.0733,0.76035,5.0,29.0,10341.0,4.69,254288486.0
4.4985,-1.0725,-0.87133,3.0,30.0,10341.0,4.706,254288486.0
4.4966,-1.0721,0.87096,3.0,31.0,10341.0,4.704,254288486.0
2.224,-0.53721,-1.3568,5.0,0.0,10358.0,2.66,254288486.0
2.344,-0.56621,-1.3549,3.0,2.0,10358.0,2.766,254288486.0
4.501,-1.0873,-0.65077,5.0,3.0,10358.0,4.676,254288486.0
2.4804,-0.59915,-1.3568,3.0,4.0,10358.0,2.89,254288486.0
4.5068,-1.0886,-0.54219,7.0,5.0,10358.0,4.668,254288486.0
2.6093,-0.6303,-1.3483,3.0,6.0,10358.0,3.004,254288486.0
4.5024,-1.0876,-0.43213,11.0,7.0,10358.0,4.652,254288486.0
2.8045,-0.67743,-1.3656,3.0,8.0,10358.0,3.192,254288486.0
4.4993,-1.0868,-0.32367,15.0,9.0,10358.0,4.64,254288486.0
2.9784,-0.71944,-1.3642,3.0,10.0,10358.0,3.354,254288486.0
4.4782,-1.0817,-0.21484,30.0,11.0,10358.0,4.612,254288486.0
3.1608,-0.76352,-1.3582,3.0,12.0,10358.0,3.524,254288486.0
4.4877,-1.084,-0.10719,101.0,13.0,10358.0,4.618,254288486.0
3.381,-0.8167,-1.3582,5.0,14.0,10358.0,3.734,254288486.0
4.4889,-1.0843,0.0,126.0,15.0,10358.0,4.618,254288486.0
3.6318,-0.87727,-1.3599,6.0,16.0,10358.0,3.976,254288486.0
4.4993,-1.0868,0.10747,73.0,17.0,10358.0,4.63,254288486.0
3.9359,-0.95074,-1.3682,7.0,18.0,10358.0,4.274,254288486.0
4.484,-1.0831,0.21512,25.0,19.0,10358.0,4.618,254288486.0
4.2406,-1.0243,-1.3613,13.0,20.0,10358.0,4.57,254288486.0
4.4741,-1.0807,0.32186,11.0,21.0,10358.0,4.614,254288486.0
4.4925,-1.0852,-1.3253,7.0,22.0,10358.0,4.808,254288486.0
4.4761,-1.0812,-1.2055,7.0,24.0,10358.0,4.76,254288486.0
4.4914,-1.0849,0.64938,14.0,27.0,10358.0,4.666,254288486.0
4.4783,-1.0818,-0.97926,6.0,28.0,10358.0,4.71,254288486.0
4.4877,-1.084,-0.86984,5.0,30.0,10358.0,4.698,254288486.0
4.4781,-1.0817,0.86799,5.0,31.0,10358.0,4.688,254288486.0
2.2242,-0.54344,-1.3579,4.0,0.0,10373.0,2.662,254288486.0
4.4785,-1.0942,-0.75743,7.0,1.0,10373.0,4.672,254288486.0
2.3493,-0.574,-1.3588,3.0,2.0,10373.0,2.774,254288486.0
4.4559,-1.0887,-0.64465,8.0,3.0,10373.0,4.632,254288486.0
2.4616,-0.60145,-1.3474,3.0,4.0,10373.0,2.87,254288486.0
4.4808,-1.0948,-0.5394,9.0,5.0,10373.0,4.644,254288486.0
2.6129,-0.6384,-1.351,4.0,6.0,10373.0,3.01,254288486.0
4.4841,-1.0956,-0.43065,17.0,7.0,10373.0,4.636,254288486.0
2.8027,-0.68477,-1.3656,3.0,8.0,10373.0,3.192,254288486.0
4.4848,-1.0958,-0.32283,29.0,9.0,10373.0,4.628,254288486.0
2.9729,-0.72637,-1.3626,3.0,10.0,10373.0,3.35,254288486.0
4.4753,-1.0935,-0.21484,38.0,11.0,10373.0,4.612,254288486.0
3.1642,-0.7731,-1.3605,3.0,12.0,10373.0,3.53,254288486.0
4.479,-1.0943,-0.10705,104.0,13.0,10373.0,4.612,254288486.0
3.3806,-0.82599,-1.3589,5.0,14.0,10373.0,3.736,254288486.0
4.4841,-1.0956,0.0,125.0,15.0,10373.0,4.616,254288486.0
3.6276,-0.88633,-1.3592,6.0,16.0,10373.0,3.974,254288486.0
4.4926,-1.0977,0.10737,68.0,17.0,10373.0,4.626,254288486.0
3.9279,-0.95969,-1.3663,7.0,18.0,10373.0,4.268,254288486.0
4.4715,-1.0925,0.21466,35.0,19.0,10373.0,4.608,254288486.0
4.236,-1.035,-1.3607,12.0,20.0,10373.0,4.568,254288486.0
4.4674,-1.0915,0.32158,15.0,21.0,10373.0,4.61,254288486.0
4.4822,-1.0951,-1.3231,7.0,22.0,10373.0,4.8,254288486.0
4.4783,-1.0942,0.43009,16.0,23.0,10373.0,4.63,254288486.0
4.4676,-1.0916,-1.204,7.0,24.0,10373.0,4.754,254288486.0
4.4885,-1.0967,0.54033,23.0,25.0,10373.0,4.652,254288486.0
4.4767,-1.0938,-1.0919,3.0,26.0,10373.0,4.736,254288486.0
4.4789,-1.0943,0.64799,14.0,27.0,10373.0,4.656,254288486.0
4.4735,-1.093,-0.97885,7.0,28.0,10373.0,4.708,254288486.0
4.4804,-1.0947,0.75775,10.0,29.0,10373.0,4.674,254288486.0
4.4906,-1.0972,-0.87096,5.0,30.0,10373.0,4.704,254288486.0
