"Points:0","Points:1","Points:2","intensity","laser_id","azimuth","distance_m","timestamp"
2.047,-2.5171,-1.3551,5.0,12.0,14088.0,3.516,254298993.0
4.206,-5.1718,-0.15477,26.0,13.0,14088.0,6.668,254298993.0
2.1922,-2.6956,-1.3567,3.0,14.0,14088.0,3.73,254298993.0
4.2122,-5.1794,0.0,13.0,15.0,14088.0,6.676,254298993.0
2.3467,-2.8855,-1.3537,5.0,16.0,14088.0,3.958,254298993.0
4.2136,-5.1811,0.15505,14.0,17.0,14088.0,6.68,254298993.0
2.538,-3.1208,-1.3592,4.0,18.0,14088.0,4.246,254298993.0
4.1975,-5.1614,0.31025,13.0,19.0,14088.0,6.66,254298993.0
2.7405,-3.3698,-1.3553,4.0,20.0,14088.0,4.55,254298993.0
4.2007,-5.1653,0.46555,8.0,21.0,14088.0,6.674,254298993.0
2.9864,-3.6722,-1.3572,4.0,22.0,14088.0,4.924,254298993.0
4.2015,-5.1663,0.62126,14.0,23.0,14088.0,6.688,254298993.0
3.2497,-3.9958,-1.3483,7.0,24.0,14088.0,5.324,254298993.0
4.2012,-5.1659,0.77867,14.0,25.0,14088.0,6.704,254298993.0
2.9592,-3.6387,-1.1113,0.0,26.0,14088.0,4.82,254298993.0
4.1987,-5.1628,0.93524,13.0,27.0,14088.0,6.72,254298993.0
2.9068,-3.5743,-0.97926,28.0,28.0,14088.0,4.71,254298993.0
4.1976,-5.1614,1.093,18.0,29.0,14088.0,6.742,254298993.0
3.2465,-3.992,-0.96946,8.0,30.0,14088.0,5.236,254298993.0
4.1865,-5.1478,1.2501,14.0,31.0,14088.0,6.752,254298993.0
1.4315,-1.7715,-1.3507,3.0,0.0,14106.0,2.648,254298993.0
4.1813,-5.1746,-1.093,14.0,1.0,14106.0,6.742,254298993.0
1.5123,-1.8716,-1.352,3.0,2.0,14106.0,2.76,254298993.0
4.1762,-5.1683,-0.93385,23.0,3.0,14106.0,6.71,254298993.0
1.5982,-1.9779,-1.3521,4.0,4.0,14106.0,2.88,254298993.0
4.185,-5.1791,-0.77867,11.0,5.0,14106.0,6.704,254298993.0
1.6849,-2.0852,-1.3466,4.0,6.0,14106.0,3.0,254298993.0
4.1803,-5.1733,-0.62052,15.0,7.0,14106.0,6.68,254298993.0
1.7951,-2.2216,-1.3519,3.0,8.0,14106.0,3.16,254298993.0
4.1807,-5.1738,-0.46514,15.0,9.0,14106.0,6.668,254298993.0
1.9143,-2.369,-1.3561,4.0,10.0,14106.0,3.334,254298993.0
4.17,-5.1606,-0.30941,16.0,11.0,14106.0,6.642,254298993.0
2.0437,-2.5292,-1.3582,6.0,12.0,14106.0,3.524,254298993.0
4.1684,-5.1586,-0.15398,26.0,13.0,14106.0,6.634,254298993.0
2.1849,-2.7039,-1.3575,3.0,14.0,14106.0,3.732,254298993.0
4.1683,-5.1584,0.0,13.0,15.0,14106.0,6.632,254298993.0
2.3364,-2.8914,-1.353,6.0,16.0,14106.0,3.956,254298993.0
4.1747,-5.1663,0.15421,15.0,17.0,14106.0,6.644,254298993.0
2.5318,-3.1332,-1.3611,4.0,18.0,14106.0,4.252,254298993.0
4.16,-5.1481,0.30866,13.0,19.0,14106.0,6.626,254298993.0
2.7287,-3.3769,-1.3547,5.0,20.0,14106.0,4.548,254298993.0
4.1644,-5.1536,0.46332,9.0,21.0,14106.0,6.642,254298993.0
2.9713,-3.6771,-1.3556,4.0,22.0,14106.0,4.918,254298993.0
4.1715,-5.1624,0.61922,14.0,23.0,14106.0,6.666,254298993.0
3.2067,-3.9684,-1.3356,2.0,24.0,14106.0,5.274,254298993.0
4.1638,-5.1528,0.77473,14.0,25.0,14106.0,6.67,254298993.0
2.9331,-3.6298,-1.1058,0.0,26.0,14106.0,4.796,254298993.0
4.1601,-5.1483,0.93023,11.0,27.0,14106.0,6.684,254298993.0
2.9128,-3.6047,-0.98509,30.0,28.0,14106.0,4.738,254298993.0
4.1578,-5.1454,1.0869,17.0,29.0,14106.0,6.704,254298993.0
3.2377,-4.0068,-0.97057,8.0,30.0,14106.0,5.242,254298993.0
4.1518,-5.138,1.2446,14.0,31.0,14106.0,6.722,254298993.0
1.4241,-1.7731,-1.3487,3.0,0.0,14123.0,2.644,254298993.0
4.1363,-5.15,-1.0852,13.0,1.0,14123.0,6.694,254298993.0
1.5068,-1.876,-1.352,3.0,2.0,14123.0,2.76,254298993.0
4.1386,-5.1529,-0.92884,24.0,3.0,14123.0,6.674,254298993.0
1.5901,-1.9799,-1.3502,3.0,4.0,14123.0,2.876,254298993.0
4.1472,-5.1636,-0.77449,10.0,5.0,14123.0,6.668,254298993.0
1.6821,-2.0943,-1.3492,4.0,6.0,14123.0,3.006,254298993.0
4.1425,-5.1577,-0.61717,16.0,7.0,14123.0,6.644,254298993.0
1.7908,-2.2297,-1.3537,3.0,8.0,14123.0,3.164,254298993.0
4.1403,-5.155,-0.46235,15.0,9.0,14123.0,6.628,254298993.0
1.8992,-2.3647,-1.3504,3.0,10.0,14123.0,3.32,254298993.0
4.1272,-5.1387,-0.30736,16.0,11.0,14123.0,6.598,254298993.0
2.0374,-2.5367,-1.359,7.0,12.0,14123.0,3.526,254298993.0
4.1305,-5.1428,-0.15314,26.0,13.0,14123.0,6.598,254298993.0
2.178,-2.7119,-1.3582,3.0,14.0,14123.0,3.734,254298993.0
4.1329,-5.1458,0.0,14.0,15.0,14123.0,6.6,254298993.0
2.3255,-2.8954,-1.3517,6.0,16.0,14123.0,3.952,254298993.0
4.1393,-5.1538,0.15347,17.0,17.0,14123.0,6.612,254298993.0
2.5189,-3.1363,-1.3592,3.0,18.0,14123.0,4.246,254298993.0
4.1284,-5.1402,0.30745,14.0,19.0,14123.0,6.6,254298993.0
2.7199,-3.3864,-1.3553,10.0,20.0,14123.0,4.55,254298993.0
4.1266,-5.1379,0.46081,9.0,21.0,14123.0,6.606,254298993.0
2.9639,-3.6904,-1.3572,4.0,22.0,14123.0,4.924,254298993.0
4.1312,-5.1437,0.6155,15.0,23.0,14123.0,6.626,254298993.0
3.1707,-3.9477,-1.3255,0.0,24.0,14123.0,5.234,254298993.0
4.1236,-5.1342,0.77008,14.0,25.0,14123.0,6.63,254298993.0
2.9418,-3.6628,-1.1131,0.0,26.0,14123.0,4.828,254298993.0
4.1237,-5.1343,0.9255,13.0,27.0,14123.0,6.65,254298993.0
2.9033,-3.6149,-0.9855,10.0,28.0,14123.0,4.74,254298993.0
4.1165,-5.1254,1.08,17.0,29.0,14123.0,6.662,254298993.0
3.2159,-4.0041,-0.9676,4.0,30.0,14123.0,5.226,254298993.0
4.1144,-5.1227,1.2379,14.0,31.0,14123.0,6.686,254298993.0
1.4213,-1.7797,-1.3507,3.0,0.0,14139.0,2.648,254298993.0
4.0997,-5.1338,-1.0794,14.0,1.0,14139.0,6.658,254298993.0
1.5048,-1.8843,-1.3549,4.0,2.0,14139.0,2.766,254298993.0
4.1007,-5.135,-0.92355,21.0,3.0,14139.0,6.636,254298993.0
1.5802,-1.9788,-1.3464,3.0,4.0,14139.0,2.868,254298993.0
4.1117,-5.1488,-0.77054,11.0,5.0,14139.0,6.634,254298993.0
1.6695,-2.0906,-1.3439,3.0,6.0,14139.0,2.994,254298993.0
4.1069,-5.1428,-0.61402,16.0,7.0,14139.0,6.61,254298993.0
1.7767,-2.2248,-1.3477,2.0,8.0,14139.0,3.15,254298993.0
4.0935,-5.126,-0.45872,14.0,9.0,14139.0,6.576,254298993.0
1.9097,-2.3914,-1.3626,7.0,10.0,14139.0,3.35,254298993.0
4.0854,-5.1158,-0.30531,14.0,11.0,14139.0,6.554,254298993.0
2.0303,-2.5424,-1.359,7.0,12.0,14139.0,3.526,254298993.0
4.0949,-5.1278,-0.15236,28.0,13.0,14139.0,6.564,254298993.0
2.1681,-2.715,-1.3567,3.0,14.0,14139.0,3.73,254298993.0
4.0935,-5.1261,0.0,13.0,15.0,14139.0,6.56,254298993.0
2.315,-2.899,-1.3503,4.0,16.0,14139.0,3.948,254298993.0
4.0999,-5.1341,0.15254,17.0,17.0,14139.0,6.572,254298993.0
2.509,-3.1418,-1.3586,3.0,18.0,14139.0,4.244,254298993.0
4.0928,-5.1252,0.30587,14.0,19.0,14139.0,6.566,254298993.0
2.7092,-3.3925,-1.3547,7.0,20.0,14139.0,4.548,254298993.0
4.0873,-5.1183,0.45802,9.0,21.0,14139.0,6.566,254298993.0
2.9524,-3.6971,-1.3567,5.0,22.0,14139.0,4.922,254298993.0
4.0908,-5.1226,0.6116,16.0,23.0,14139.0,6.584,254298993.0
3.1391,-3.9309,-1.3169,0.0,24.0,14139.0,5.2,254298993.0
4.0844,-5.1146,0.76543,14.0,25.0,14139.0,6.59,254298993.0
2.9413,-3.6832,-1.1168,0.0,26.0,14139.0,4.844,254298993.0
4.0895,-5.1211,0.92105,14.0,27.0,14139.0,6.618,254298993.0
2.9164,-3.652,-0.9934,2.0,28.0,14139.0,4.778,254298993.0
4.0825,-5.1122,1.0749,20.0,29.0,14139.0,6.63,254298993.0
4.0853,-5.1158,-1.2335,12.0,30.0,14139.0,6.662,254298993.0
4.0731,-5.1004,1.2298,14.0,31.0,14139.0,6.642,254298993.0
1.416,-1.7839,-1.3507,3.0,0.0,14156.0,2.648,254298993.0
4.0624,-5.1181,-1.0736,13.0,1.0,14156.0,6.622,254298993.0
1.5035,-1.8942,-1.3588,4.0,2.0,14156.0,2.774,254298993.0
4.0633,-5.1192,-0.91854,21.0,3.0,14156.0,6.6,254298993.0
1.5644,-1.971,-1.338,3.0,4.0,14156.0,2.85,254298993.0
4.0742,-5.133,-0.76636,11.0,5.0,14156.0,6.598,254298993.0
1.6667,-2.0998,-1.3466,4.0,6.0,14156.0,3.0,254298993.0
4.0607,-5.116,-0.60937,14.0,7.0,14156.0,6.56,254298993.0
1.7678,-2.2272,-1.346,2.0,8.0,14156.0,3.146,254298993.0
4.0671,-5.1241,-0.45746,15.0,9.0,14156.0,6.558,254298993.0
1.8935,-2.3856,-1.3561,12.0,10.0,14156.0,3.334,254298993.0
4.0503,-5.1029,-0.30382,14.0,11.0,14156.0,6.522,254298993.0
2.0239,-2.5498,-1.3598,7.0,12.0,14156.0,3.528,254298993.0
4.0573,-5.1117,-0.15152,28.0,13.0,14156.0,6.528,254298993.0
2.1589,-2.72,-1.356,3.0,14.0,14156.0,3.728,254298993.0
4.0534,-5.1069,0.0,13.0,15.0,14156.0,6.52,254298993.0
2.3064,-2.9058,-1.3503,4.0,16.0,14156.0,3.948,254298993.0
4.0635,-5.1196,0.15175,14.0,17.0,14156.0,6.538,254298993.0
2.502,-3.1522,-1.3599,3.0,18.0,14156.0,4.248,254298993.0
4.0453,-5.0966,0.30344,14.0,19.0,14156.0,6.514,254298993.0
2.6979,-3.3991,-1.3541,5.0,20.0,14156.0,4.546,254298993.0
4.0485,-5.1007,0.45537,9.0,21.0,14156.0,6.528,254298993.0
2.9414,-3.7059,-1.3567,5.0,22.0,14156.0,4.922,254298993.0
4.0533,-5.1066,0.60826,14.0,23.0,14156.0,6.548,254298993.0
3.1178,-3.9281,-1.3129,0.0,24.0,14156.0,5.184,254298993.0
4.0532,-5.1065,0.76241,14.0,25.0,14156.0,6.564,254298993.0
2.9304,-3.6919,-1.1168,0.0,26.0,14156.0,4.844,254298993.0
4.0485,-5.1006,0.9152,14.0,27.0,14156.0,6.576,254298993.0
2.942,-3.7066,-1.0059,0.0,28.0,14156.0,4.838,254298993.0
4.0465,-5.098,1.0693,20.0,29.0,14156.0,6.596,254298993.0
4.053,-5.1063,-1.2283,11.0,30.0,14156.0,6.634,254298993.0
4.0408,-5.0909,1.2246,15.0,31.0,14156.0,6.614,254298993.0
1.411,-1.7879,-1.3507,3.0,0.0,14172.0,2.648,254298993.0
4.0285,-5.1047,-1.0684,13.0,1.0,14172.0,6.59,254298993.0
1.4971,-1.8971,-1.3578,4.0,2.0,14172.0,2.772,254298993.0
4.0293,-5.1057,-0.91409,21.0,3.0,14172.0,6.568,254298993.0
1.5677,-1.9864,-1.3455,3.0,4.0,14172.0,2.866,254298993.0
4.0364,-5.1147,-0.76195,11.0,5.0,14172.0,6.56,254298993.0
1.6619,-2.1058,-1.3475,4.0,6.0,14172.0,3.002,254298993.0
4.0353,-5.1132,-0.6077,15.0,7.0,14172.0,6.542,254298993.0
1.7649,-2.2364,-1.3485,2.0,8.0,14172.0,3.152,254298993.0
4.0207,-5.0947,-0.45384,14.0,9.0,14172.0,6.506,254298993.0
1.8869,-2.3909,-1.3561,8.0,10.0,14172.0,3.334,254298993.0
4.0187,-5.0922,-0.30251,15.0,11.0,14172.0,6.494,254298993.0
2.0168,-2.5555,-1.3598,7.0,12.0,14172.0,3.528,254298993.0
4.022,-5.0964,-0.15073,28.0,13.0,14172.0,6.494,254298993.0
2.1525,-2.7275,-1.3567,3.0,14.0,14172.0,3.73,254298993.0
4.0206,-5.0946,0.0,13.0,15.0,14172.0,6.49,254298993.0
2.2995,-2.9137,-1.351,4.0,16.0,14172.0,3.95,254298993.0
4.0245,-5.0995,0.15082,14.0,17.0,14172.0,6.498,254298993.0
2.492,-3.1577,-1.3592,4.0,18.0,14172.0,4.246,254298993.0
4.0113,-5.0828,0.30195,14.0,19.0,14172.0,6.482,254298993.0
2.6908,-3.4096,-1.3553,4.0,20.0,14172.0,4.55,254298993.0
4.0145,-5.0869,0.45314,8.0,21.0,14172.0,6.496,254298993.0
2.9347,-3.7186,-1.3583,5.0,22.0,14172.0,4.928,254298993.0
4.0155,-5.0882,0.60473,15.0,23.0,14172.0,6.51,254298993.0
3.1272,-3.9626,-1.3215,0.0,24.0,14172.0,5.218,254298993.0
4.0155,-5.0882,0.758,14.0,25.0,14172.0,6.526,254298993.0
2.914,-3.6924,-1.1145,0.0,26.0,14172.0,4.834,254298993.0
4.0121,-5.0839,0.91019,13.0,27.0,14172.0,6.54,254298993.0
3.0117,-3.8162,-1.0333,0.0,28.0,14172.0,4.97,254298993.0
4.009,-5.0799,1.0632,20.0,29.0,14172.0,6.558,254298993.0
4.0217,-5.096,-1.2231,13.0,30.0,14172.0,6.606,254298993.0
4.0046,-5.0744,1.2179,14.0,31.0,14172.0,6.578,254298993.0
1.406,-1.7918,-1.3507,3.0,0.0,14188.0,2.648,254299546.0
3.9935,-5.0895,-1.0629,14.0,1.0,14188.0,6.556,254299546.0
1.494,-1.904,-1.3598,3.0,2.0,14188.0,2.776,254299546.0
3.9955,-5.092,-0.90964,23.0,3.0,14188.0,6.536,254299546.0
1.5578,-1.9853,-1.3417,3.0,4.0,14188.0,2.858,254299546.0
4.0025,-5.1009,-0.75823,11.0,5.0,14188.0,6.528,254299546.0
1.6549,-2.1091,-1.3466,4.0,6.0,14188.0,3.0,254299546.0
3.9952,-5.0916,-0.6038,15.0,7.0,14188.0,6.5,254299546.0
1.7632,-2.247,-1.3519,3.0,8.0,14188.0,3.16,254299546.0
3.988,-5.0824,-0.45174,15.0,9.0,14188.0,6.476,254299546.0
1.8734,-2.3875,-1.3512,4.0,10.0,14188.0,3.322,254299546.0
3.9823,-5.0751,-0.30084,15.0,11.0,14188.0,6.458,254299546.0
2.0085,-2.5597,-1.359,5.0,12.0,14188.0,3.526,254299546.0
3.9868,-5.0808,-0.14994,28.0,13.0,14188.0,6.46,254299546.0
2.1437,-2.732,-1.356,3.0,14.0,14188.0,3.728,254299546.0
3.9829,-5.0759,0.0,13.0,15.0,14188.0,6.452,254299546.0
2.2902,-2.9187,-1.3503,4.0,16.0,14188.0,3.948,254299546.0
3.9905,-5.0856,0.15008,14.0,17.0,14188.0,6.466,254299546.0
2.482,-3.1631,-1.3586,3.0,18.0,14188.0,4.244,254299546.0
3.9761,-5.0673,0.30037,13.0,19.0,14188.0,6.448,254299546.0
2.6777,-3.4126,-1.3535,4.0,20.0,14188.0,4.544,254299546.0
3.9756,-5.0667,0.45035,8.0,21.0,14188.0,6.456,254299546.0
2.9207,-3.7222,-1.3567,4.0,22.0,14188.0,4.922,254299546.0
3.9804,-5.0728,0.60157,14.0,23.0,14188.0,6.476,254299546.0
3.0922,-3.9408,-1.3113,0.0,24.0,14188.0,5.178,254299546.0
3.978,-5.0697,0.75359,14.0,25.0,14188.0,6.488,254299546.0
2.9061,-3.7036,-1.1154,0.0,26.0,14188.0,4.838,254299546.0
3.9759,-5.067,0.90518,13.0,27.0,14188.0,6.504,254299546.0
3.0143,-3.8415,-1.0379,0.0,28.0,14188.0,4.992,254299546.0
3.9741,-5.0647,1.0577,20.0,29.0,14188.0,6.524,254299546.0
3.988,-5.0825,-1.2172,13.0,30.0,14188.0,6.574,254299546.0
3.965,-5.0531,1.2102,14.0,31.0,14188.0,6.536,254299546.0
1.4038,-1.8001,-1.3538,3.0,0.0,14205.0,2.654,254299546.0
3.9578,-5.0749,-1.0574,13.0,1.0,14205.0,6.522,254299546.0
1.4808,-1.8988,-1.3529,3.0,2.0,14205.0,2.762,254299546.0
3.9548,-5.071,-0.90379,23.0,3.0,14205.0,6.494,254299546.0
1.5584,-1.9982,-1.3474,3.0,4.0,14205.0,2.87,254299546.0
3.9703,-5.0909,-0.75498,11.0,5.0,14205.0,6.5,254299546.0
1.6475,-2.1125,-1.3457,3.0,6.0,14205.0,2.998,254299546.0
3.9629,-5.0814,-0.6012,16.0,7.0,14205.0,6.472,254299546.0
1.7565,-2.2522,-1.3519,3.0,8.0,14205.0,3.16,254299546.0
3.9545,-5.0706,-0.44965,15.0,9.0,14205.0,6.446,254299546.0
1.8719,-2.4003,-1.3552,4.0,10.0,14205.0,3.332,254299546.0
3.9488,-5.0633,-0.29944,15.0,11.0,14205.0,6.428,254299546.0
1.9997,-2.5641,-1.3582,3.0,12.0,14205.0,3.524,254299546.0
3.9495,-5.0643,-0.14911,26.0,13.0,14205.0,6.424,254299546.0
2.1367,-2.7398,-1.3567,3.0,14.0,14205.0,3.73,254299546.0
3.9469,-5.0609,0.0,13.0,15.0,14205.0,6.418,254299546.0
2.2815,-2.9254,-1.3503,4.0,16.0,14205.0,3.948,254299546.0
3.9532,-5.069,0.14925,14.0,17.0,14205.0,6.43,254299546.0
2.4738,-3.172,-1.3592,3.0,18.0,14205.0,4.246,254299546.0
3.9377,-5.0491,0.2986,14.0,19.0,14205.0,6.41,254299546.0
2.6699,-3.4235,-1.3547,4.0,20.0,14205.0,4.548,254299546.0
3.9397,-5.0517,0.44798,9.0,21.0,14205.0,6.422,254299546.0
2.9179,-3.7415,-1.3605,5.0,22.0,14205.0,4.936,254299546.0
3.947,-5.061,0.59878,15.0,23.0,14205.0,6.446,254299546.0
3.9446,-5.058,0.7501,14.0,25.0,14205.0,6.458,254299546.0
2.9214,-3.746,-1.1256,0.0,26.0,14205.0,4.882,254299546.0
3.9365,-5.0476,0.89961,13.0,27.0,14205.0,6.464,254299546.0
3.0065,-3.855,-1.0391,0.0,28.0,14205.0,4.998,254299546.0
3.9396,-5.0515,1.0525,20.0,29.0,14205.0,6.492,254299546.0
3.9536,-5.0695,-1.2113,14.0,30.0,14205.0,6.542,254299546.0
3.9318,-5.0416,1.2046,14.0,31.0,14205.0,6.506,254299546.0
1.3956,-1.7999,-1.3507,3.0,0.0,14221.0,2.648,254299546.0
3.9206,-5.0563,-1.0512,13.0,1.0,14221.0,6.484,254299546.0
1.4777,-1.9057,-1.3549,3.0,2.0,14221.0,2.766,254299546.0
3.9236,-5.0601,-0.89989,21.0,3.0,14221.0,6.466,254299546.0
1.5517,-2.0012,-1.3464,3.0,4.0,14221.0,2.868,254299546.0
3.9317,-5.0705,-0.75033,11.0,5.0,14221.0,6.46,254299546.0
1.6416,-2.1171,-1.3457,3.0,6.0,14221.0,2.998,254299546.0
3.9243,-5.061,-0.59748,16.0,7.0,14221.0,6.432,254299546.0
1.7491,-2.2557,-1.3511,3.0,8.0,14221.0,3.158,254299546.0
3.9207,-5.0564,-0.44742,15.0,9.0,14221.0,6.414,254299546.0
1.863,-2.4026,-1.3536,3.0,10.0,14221.0,3.328,254299546.0
3.9016,-5.0317,-0.29692,14.0,11.0,14221.0,6.374,254299546.0
1.9869,-2.5624,-1.3544,3.0,12.0,14221.0,3.514,254299546.0
3.9145,-5.0484,-0.14832,26.0,13.0,14221.0,6.39,254299546.0
2.1245,-2.7399,-1.3538,3.0,14.0,14221.0,3.722,254299546.0
3.9131,-5.0466,0.0,13.0,15.0,14221.0,6.386,254299546.0
2.2722,-2.9303,-1.3496,4.0,16.0,14221.0,3.946,254299546.0
3.9194,-5.0547,0.1485,14.0,17.0,14221.0,6.398,254299546.0
2.4614,-3.1744,-1.3573,3.0,18.0,14221.0,4.24,254299546.0
3.9126,-5.0459,0.29776,14.0,19.0,14221.0,6.392,254299546.0
2.6592,-3.4294,-1.3541,4.0,20.0,14221.0,4.546,254299546.0
3.9085,-5.0406,0.44602,9.0,21.0,14221.0,6.394,254299546.0
2.898,-3.7375,-1.3561,4.0,22.0,14221.0,4.92,254299546.0
3.9096,-5.0421,0.59525,16.0,23.0,14221.0,6.408,254299546.0
3.0398,-3.9204,-1.2987,0.0,24.0,14221.0,5.128,254299546.0
3.9098,-5.0423,0.74615,16.0,25.0,14221.0,6.424,254299546.0
2.8954,-3.7341,-1.1196,0.0,26.0,14221.0,4.856,254299546.0
3.909,-5.0413,0.89655,14.0,27.0,14221.0,6.442,254299546.0
2.9789,-3.8418,-1.0333,0.0,28.0,14221.0,4.97,254299546.0
3.9037,-5.0344,1.0467,21.0,29.0,14221.0,6.456,254299546.0
3.9165,-5.051,-1.2042,15.0,30.0,14221.0,6.504,254299546.0
3.8949,-5.023,1.1976,14.0,31.0,14221.0,6.468,254299546.0
1.3917,-1.8052,-1.3517,3.0,0.0,14237.0,2.65,254299546.0
3.8872,-5.0422,-1.046,14.0,1.0,14237.0,6.452,254299546.0
1.4691,-1.9056,-1.352,3.0,2.0,14237.0,2.76,254299546.0
3.8889,-5.0444,-0.89516,21.0,3.0,14237.0,6.432,254299546.0
1.5483,-2.0083,-1.3483,3.0,4.0,14237.0,2.872,254299546.0
3.8933,-5.05,-0.74569,10.0,5.0,14237.0,6.42,254299546.0
1.6346,-2.1203,-1.3448,3.0,6.0,14237.0,2.996,254299546.0
3.8907,-5.0467,-0.59451,15.0,7.0,14237.0,6.4,254299546.0
1.7461,-2.2649,-1.3537,3.0,8.0,14237.0,3.164,254299546.0
3.8834,-5.0373,-0.44477,15.0,9.0,14237.0,6.376,254299546.0
1.8563,-2.4078,-1.3536,4.0,10.0,14237.0,3.328,254299546.0
3.8704,-5.0204,-0.29562,14.0,11.0,14237.0,6.346,254299546.0
1.9786,-2.5665,-1.3536,3.0,12.0,14237.0,3.512,254299546.0
3.8772,-5.0292,-0.14743,26.0,13.0,14237.0,6.352,254299546.0
2.1191,-2.7487,-1.3553,3.0,14.0,14237.0,3.726,254299546.0
3.8771,-5.029,0.0,13.0,15.0,14237.0,6.35,254299546.0
2.2663,-2.9396,-1.351,4.0,16.0,14237.0,3.95,254299546.0
3.8833,-5.0372,0.14767,15.0,17.0,14237.0,6.362,254299546.0
2.4502,-3.1782,-1.356,3.0,18.0,14237.0,4.236,254299546.0
3.8704,-5.0204,0.29562,12.0,19.0,14237.0,6.346,254299546.0
2.6508,-3.4384,-1.3547,4.0,20.0,14237.0,4.548,254299546.0
3.8749,-5.0262,0.44379,8.0,21.0,14237.0,6.362,254299546.0
2.8911,-3.7501,-1.3578,4.0,22.0,14237.0,4.926,254299546.0
3.8737,-5.0246,0.59191,15.0,23.0,14237.0,6.372,254299546.0
3.0289,-3.9288,-1.2987,0.0,24.0,14237.0,5.128,254299546.0
3.8799,-5.0327,0.74313,18.0,25.0,14237.0,6.398,254299546.0
2.8969,-3.7576,-1.1242,0.0,26.0,14237.0,4.876,254299546.0
3.8708,-5.0208,0.89099,13.0,27.0,14237.0,6.402,254299546.0
2.9514,-3.8284,-1.0275,0.0,28.0,14237.0,4.942,254299546.0
3.8716,-5.0219,1.0418,21.0,29.0,14237.0,6.426,254299546.0
3.8784,-5.0308,-1.1968,13.0,30.0,14237.0,6.464,254299546.0
3.8616,-5.009,1.1916,15.0,31.0,14237.0,6.436,254299546.0
1.3881,-1.8122,-1.3538,3.0,0.0,14255.0,2.654,254299546.0
3.8522,-5.0293,-1.0408,14.0,1.0,14255.0,6.42,254299546.0
1.4642,-1.9116,-1.3529,3.0,2.0,14255.0,2.762,254299546.0
3.8502,-5.0267,-0.88987,26.0,3.0,14255.0,6.394,254299546.0
1.5334,-2.0019,-1.3408,3.0,4.0,14255.0,2.856,254299546.0
3.8581,-5.037,-0.74197,12.0,5.0,14255.0,6.388,254299546.0
1.6312,-2.1297,-1.3475,4.0,6.0,14255.0,3.002,254299546.0
3.8542,-5.032,-0.59135,16.0,7.0,14255.0,6.366,254299546.0
1.739,-2.2704,-1.3537,3.0,8.0,14255.0,3.164,254299546.0
3.8518,-5.0289,-0.44295,16.0,9.0,14255.0,6.35,254299546.0
1.8487,-2.4136,-1.3536,4.0,10.0,14255.0,3.328,254299546.0
3.8388,-5.0119,-0.29441,16.0,11.0,14255.0,6.32,254299546.0
1.9829,-2.5888,-1.3621,4.0,12.0,14255.0,3.534,254299546.0
3.842,-5.016,-0.14669,26.0,13.0,14255.0,6.32,254299546.0
2.1082,-2.7524,-1.3538,3.0,14.0,14255.0,3.722,254299546.0
3.8442,-5.0189,0.0,14.0,15.0,14255.0,6.322,254299546.0
2.2502,-2.9378,-1.3469,4.0,16.0,14255.0,3.938,254299546.0
3.8468,-5.0223,0.14688,14.0,17.0,14255.0,6.328,254299546.0
2.4448,-3.1919,-1.3586,4.0,18.0,14255.0,4.244,254299546.0
3.8315,-5.0024,0.29385,13.0,19.0,14255.0,6.308,254299546.0
2.6481,-3.4573,-1.3589,6.0,20.0,14255.0,4.562,254299546.0
3.8348,-5.0067,0.441,8.0,21.0,14255.0,6.322,254299546.0
2.8817,-3.7622,-1.3589,5.0,22.0,14255.0,4.93,254299546.0
3.8421,-5.0162,0.58949,13.0,23.0,14255.0,6.346,254299546.0
3.8411,-5.0149,0.73872,16.0,25.0,14255.0,6.36,254299546.0
2.8803,-3.7605,-1.1224,0.0,26.0,14255.0,4.868,254299546.0
3.8333,-5.0047,0.88598,13.0,27.0,14255.0,6.366,254299546.0
2.9465,-3.847,-1.03,0.0,28.0,14255.0,4.954,254299546.0
3.8366,-5.0089,1.0366,18.0,29.0,14255.0,6.394,254299546.0
3.8483,-5.0242,-1.1924,13.0,30.0,14255.0,6.44,254299546.0
3.8255,-4.9946,1.1853,15.0,31.0,14255.0,6.402,254299546.0
1.383,-1.8161,-1.3538,3.0,0.0,14271.0,2.654,254299546.0
3.8202,-5.0165,-1.036,14.0,1.0,14271.0,6.39,254299546.0
1.4589,-1.9157,-1.3529,3.0,2.0,14271.0,2.762,254299546.0
3.8217,-5.0185,-0.88653,23.0,3.0,14271.0,6.37,254299546.0
1.5256,-2.0034,-1.3389,3.0,4.0,14271.0,2.852,254299546.0
3.8235,-5.0209,-0.73802,12.0,5.0,14271.0,6.354,254299546.0
1.6253,-2.1342,-1.3475,4.0,6.0,14271.0,3.002,254299546.0
3.8233,-5.0206,-0.58875,17.0,7.0,14271.0,6.338,254299546.0
1.7337,-2.2766,-1.3545,3.0,8.0,14271.0,3.166,254299546.0
3.816,-5.0111,-0.44044,15.0,9.0,14271.0,6.314,254299546.0
1.842,-2.4188,-1.3536,4.0,10.0,14271.0,3.328,254299546.0
3.8067,-4.9988,-0.29301,16.0,11.0,14271.0,6.29,254299546.0
1.9667,-2.5826,-1.3559,3.0,12.0,14271.0,3.518,254299546.0
3.8134,-5.0076,-0.14614,28.0,13.0,14271.0,6.296,254299546.0
2.1016,-2.7598,-1.3546,3.0,14.0,14271.0,3.724,254299546.0
3.8023,-4.9931,0.0,13.0,15.0,14271.0,6.276,254299546.0
