Points:0,Points:1,Points:2,intensity,azimuth,distance_m
0.0028288,2.3154,-1.3732,4,7,2.692
0.0079519,6.5087,-1.0693,1,7,6.596
0.002961,2.4236,-1.3618,3,7,2.78
0.0085947,7.0349,-0.98869,69,7,7.104
0.0031261,2.5588,-1.3605,3,7,2.898
0.0086156,7.0519,-0.82467,46,7,7.1
0.0033102,2.7094,-1.3609,4,7,3.032
0.0086149,7.0514,-0.65786,62,7,7.082
0.0035337,2.8923,-1.3691,3,7,3.2
0.0086142,7.0508,-0.49304,64,7,7.068
0.003759,3.0768,-1.3699,5,7,3.368
0.008599,7.0383,-0.32823,74,7,7.046
0.0040201,3.2905,-1.3744,5,7,3.566
0.0086084,7.0461,-0.16359,101,7,7.048
0.0042995,3.5192,-1.3742,3,7,3.778
0.0086156,7.052,0,49,7,7.052
0.0045968,3.7625,-1.3694,5,7,4.004
0.0086231,7.0581,0.16387,71,7,7.06
0.0049747,4.0718,-1.3759,3,7,4.298
0.0086014,7.0403,0.32832,59,7,7.048
0.0053788,4.4026,-1.3738,4,7,4.612
0.0085995,7.0388,0.4922,41,7,7.056
0.0059002,4.8294,-1.3848,3,7,5.024
0.0086173,7.0534,0.65805,69,7,7.084
0.0064154,5.251,-1.3746,6,7,5.428
0.0086253,7.0599,0.8256,82,7,7.108
0.0070711,5.7877,-1.3714,2,7,5.948
0.0086213,7.0566,0.99175,67,7,7.126
0.0079159,6.4792,-1.3772,7,7,6.624
0.0086222,7.0574,1.1595,80,7,7.152
0.0086059,7.0441,-1.3272,74,7,7.168
0.0085987,7.0382,1.3261,61,7,7.162
0.0092464,2.3034,-1.366,5,23,2.678
0.026112,6.5047,-1.0687,1,23,6.592
0.0097641,2.4323,-1.3667,3,23,2.79
0.02824,7.0348,-0.98869,80,23,7.104
0.010286,2.5623,-1.3624,3,23,2.902
0.028284,7.0459,-0.82397,51,23,7.094
0.010883,2.7112,-1.3618,4,23,3.034
0.028266,7.0414,-0.65693,62,23,7.072
0.011582,2.8851,-1.3656,3,23,3.192
0.028264,7.0408,-0.49234,64,23,7.058
0.012344,3.075,-1.3691,5,23,3.366
0.028181,7.0203,-0.32739,78,23,7.028
0.013231,3.296,-1.3767,7,23,3.572
0.028237,7.034,-0.16331,102,23,7.036
0.014127,3.5192,-1.3742,3,23,3.778
0.028244,7.0359,0,56,23,7.036
0.015119,3.7663,-1.3708,6,23,4.008
0.028309,7.052,0.16373,75,23,7.054
0.016353,4.0737,-1.3765,3,23,4.3
0.028222,7.0303,0.32785,69,23,7.038
0.017681,4.4045,-1.3744,5,23,4.614
0.028223,7.0308,0.49164,44,23,7.048
0.019325,4.814,-1.3804,3,23,5.008
0.028274,7.0434,0.65712,69,23,7.074
0.021087,5.2529,-1.3752,6,23,5.43
0.0283,7.0499,0.82444,82,23,7.098
0.023233,5.7877,-1.3714,2,23,5.948
0.028287,7.0467,0.99036,74,23,7.116
0.025962,6.4675,-1.3747,6,23,6.612
0.028267,7.0415,1.1569,80,23,7.136
0.028213,7.0283,-1.3242,70,23,7.152
0.028213,7.0283,1.3242,61,23,7.152
0.016458,2.2999,-1.364,5,41,2.674
0.046505,6.4987,-1.0677,1,41,6.586
0.017368,2.4271,-1.3637,3,41,2.784
0.050283,7.0268,-0.98757,77,41,7.096
0.018323,2.5605,-1.3615,3,41,2.9
0.050349,7.0359,-0.82281,44,41,7.084
0.019375,2.7076,-1.36,4,41,3.03
0.050358,7.0373,-0.65656,56,41,7.068
0.020645,2.885,-1.3656,3,41,3.192
0.050311,7.0307,-0.49164,48,41,7.048
0.022082,3.0859,-1.374,5,41,3.378
0.050236,7.0202,-0.32739,56,41,7.028
0.023546,3.2904,-1.3744,7,41,3.566
0.050306,7.0299,-0.16322,81,41,7.032
0.025183,3.5191,-1.3742,3,41,3.778
0.050348,7.0358,0,41,41,7.036
0.026978,3.77,-1.3722,6,41,4.012
0.050363,7.0379,0.1634,64,41,7.04
0.029137,4.0717,-1.3759,3,41,4.298
0.050236,7.0202,0.32739,50,41,7.028
0.031491,4.4006,-1.3732,5,41,4.61
0.050254,7.0227,0.49109,30,41,7.04
0.034517,4.8235,-1.3831,3,41,5.018
0.050316,7.0313,0.656,60,41,7.062
0.037562,5.249,-1.3741,6,41,5.426
0.050377,7.0398,0.82328,77,41,7.088
0.041527,5.8032,-1.3751,2,41,5.964
0.050411,7.0446,0.99008,63,41,7.114
0.046322,6.4732,-1.376,6,41,6.618
0.050303,7.0296,1.1549,76,41,7.124
0.050265,7.0242,-1.3235,74,41,7.148
0.050251,7.0223,1.3231,58,41,7.146
0.022496,2.3016,-1.365,3,56,2.676
0.063364,6.4828,-1.0651,1,56,6.57
0.023688,2.4235,-1.3618,3,56,2.78
0.068602,7.0187,-0.98646,80,56,7.088
0.02494,2.5516,-1.3568,3,56,2.89
0.068749,7.0337,-0.82258,49,56,7.082
0.026498,2.7111,-1.3618,5,56,3.034
0.068645,7.0232,-0.65526,62,56,7.054
0.028198,2.885,-1.3656,3,56,3.192
0.068639,7.0225,-0.49109,60,56,7.04
0.030161,3.0858,-1.374,5,56,3.378
0.068459,7.0041,-0.32664,78,56,7.012
0.032124,3.2866,-1.3729,5,56,3.562
0.068573,7.0158,-0.16289,101,56,7.018
0.034396,3.519,-1.3742,3,56,3.778
0.068611,7.0197,0,56,56,7.02
0.036737,3.7586,-1.3681,5,56,4
0.068769,7.0358,0.16336,75,56,7.038
0.039797,4.0716,-1.3759,3,56,4.298
0.068576,7.016,0.3272,69,56,7.024
0.043067,4.4062,-1.375,5,56,4.616
0.068542,7.0125,0.49039,45,56,7.03
0.047163,4.8253,-1.3837,3,56,5.02
0.068645,7.0232,0.65526,70,56,7.054
0.051322,5.2508,-1.3746,6,56,5.428
0.068768,7.0357,0.82281,83,56,7.084
0.056853,5.8167,-1.3783,3,56,5.978
0.068718,7.0306,0.98813,74,56,7.1
0.063211,6.4672,-1.3747,5,56,6.612
0.06861,7.0196,1.1533,80,56,7.114
0.068635,7.0221,-1.3231,74,56,7.146
0.068578,7.0162,1.322,61,56,7.14
0.029281,2.2981,-1.363,3,73,2.672
0.082422,6.4687,-1.0629,1,73,6.556
0.030767,2.4147,-1.3569,3,73,2.77
0.089325,7.0105,-0.98535,77,73,7.08
0.032533,2.5533,-1.3577,3,73,2.892
0.08939,7.0156,-0.82049,46,73,7.064
0.034588,2.7146,-1.3636,7,73,3.038
0.089433,7.0189,-0.65489,56,73,7.05
0.036758,2.8849,-1.3656,3,73,3.192
0.089373,7.0143,-0.49053,49,73,7.032
0.039224,3.0784,-1.3707,5,73,3.37
0.089163,6.9978,-0.32636,78,73,7.006
0.041829,3.2828,-1.3713,3,73,3.558
0.089364,7.0135,-0.16285,101,73,7.016
0.044813,3.5171,-1.3735,4,73,3.776
0.089311,7.0094,0,52,73,7.01
0.047817,3.7528,-1.366,4,73,3.994
0.089466,7.0215,0.16303,68,73,7.024
0.051877,4.0715,-1.3759,3,73,4.298
0.089265,7.0058,0.32674,62,73,7.014
0.056116,4.4042,-1.3744,5,73,4.614
0.089297,7.0083,0.49011,44,73,7.026
0.061456,4.8232,-1.3831,4,73,5.018
0.089356,7.013,0.65433,66,73,7.044
0.066951,5.2545,-1.3757,6,73,5.432
0.089593,7.0315,0.82235,82,73,7.08
0.073888,5.799,-1.3741,2,73,5.96
0.089451,7.0204,0.98674,70,73,7.09
0.082425,6.4689,-1.3751,4,73,6.614
0.089387,7.0154,1.1527,80,73,7.11
0.08937,7.014,-1.3216,74,73,7.138
0.089245,7.0042,1.3198,61,73,7.128
0.03618,2.3031,-1.366,3,90,2.678
0.10158,6.4665,-1.0625,2,90,6.554
0.038069,2.4233,-1.3618,3,90,2.78
0.10988,6.9944,-0.98312,81,90,7.064
0.040414,2.5726,-1.368,3,90,2.914
0.11014,7.0114,-0.82002,51,90,7.06
0.042558,2.7091,-1.3609,6,90,3.032
0.11004,7.0047,-0.65359,62,90,7.036
0.045317,2.8848,-1.3656,3,90,3.192
0.11003,7.004,-0.48983,60,90,7.022
0.048415,3.0819,-1.3723,5,90,3.374
0.1098,6.9895,-0.32599,78,90,6.998
0.051627,3.2864,-1.3729,3,90,3.562
0.11002,7.0032,-0.16261,102,90,7.006
0.055365,3.5244,-1.3764,7,90,3.784
0.11001,7.0031,0,56,90,7.004
0.05907,3.7602,-1.3688,5,90,4.002
0.11014,7.0112,0.1628,75,90,7.014
0.064017,4.0751,-1.3771,3,90,4.302
0.10989,6.9955,0.32627,65,90,7.004
0.069184,4.404,-1.3744,4,90,4.614
0.10997,7,0.48955,45,90,7.018
0.075706,4.8192,-1.382,3,90,5.014
0.11007,7.0067,0.65377,69,90,7.038
0.08248,5.2504,-1.3746,6,90,5.428
0.11024,7.0173,0.82072,82,90,7.066
0.091124,5.8007,-1.3746,2,90,5.962
0.11019,7.0142,0.9859,78,90,7.084
0.10168,6.4726,-1.376,4,90,6.618
0.11008,7.0072,1.1514,80,90,7.102
0.11,7.0019,-1.3194,74,90,7.126
0.10978,6.9882,1.3168,63,90,7.112
0.04258,2.3013,-1.365,3,106,2.676
0.11942,6.4544,-1.0606,1,106,6.542
0.044804,2.4215,-1.3608,3,106,2.778
0.12933,6.9901,-0.98256,80,106,7.06
0.047042,2.5425,-1.3521,3,106,2.88
0.12961,7.0051,-0.81933,49,106,7.054
0.050057,2.7054,-1.3591,5,106,3.028
0.12945,6.9964,-0.65284,59,106,7.028
0.053039,2.8665,-1.3571,2,106,3.172
0.12944,6.9957,-0.48927,52,106,7.014
0.056987,3.0799,-1.3715,5,106,3.372
0.12917,6.9812,-0.32562,78,106,6.99
0.060736,3.2825,-1.3713,3,106,3.558
0.12939,6.9929,-0.16238,101,106,6.996
0.065241,3.5261,-1.3771,3,106,3.786
0.12935,6.9908,0,52,106,6.992
0.06957,3.76,-1.3688,5,106,4.002
0.12954,7.0009,0.16257,71,106,7.004
0.075467,4.0787,-1.3784,4,106,4.306
0.12936,6.9912,0.32608,65,106,7
0.081482,4.4038,-1.3744,4,106,4.614
0.12937,6.9917,0.48899,41,106,7.01
0.089163,4.8189,-1.382,3,106,5.014
0.12949,6.9984,0.65303,69,106,7.03
0.09707,5.2463,-1.3736,6,106,5.424
0.12969,7.009,0.81979,82,106,7.058
0.10736,5.8023,-1.3751,2,106,5.964
0.12963,7.0059,0.98479,70,106,7.076
0.11965,6.4664,-1.3747,4,106,6.612
0.12954,7.0009,1.1504,80,106,7.096
0.12933,6.9898,-1.3172,74,106,7.114
0.12926,6.9859,1.3164,61,106,7.11
0.049995,2.3097,-1.3701,3,124,2.686
0.13983,6.4599,-1.0616,2,124,6.548
0.052373,2.4196,-1.3598,3,124,2.776
0.15104,6.9778,-0.98089,80,124,7.048
0.055067,2.5441,-1.353,3,124,2.882
0.15145,6.9967,-0.8184,49,124,7.046
0.058671,2.7106,-1.3618,4,124,3.034
0.15126,6.988,-0.6521,62,124,7.02
0.062592,2.8917,-1.3691,3,124,3.2
0.15116,6.9833,-0.48843,56,124,7.002
0.066663,3.0798,-1.3715,5,124,3.372
0.15084,6.9688,-0.32506,82,124,6.978
0.070968,3.2787,-1.3698,3,124,3.554
0.15114,6.9825,-0.16215,101,124,6.986
0.076278,3.524,-1.3764,3,124,3.784
0.15109,6.9804,0,49,124,6.982
0.081463,3.7635,-1.3701,5,124,4.006
0.15136,6.9925,0.16238,71,124,6.996
0.088116,4.0709,-1.3759,3,124,4.298
0.1511,6.9808,0.32562,72,124,6.99
0.09544,4.4092,-1.3762,6,124,4.62
0.15111,6.9813,0.4883,41,124,7
0.10451,4.8282,-1.3848,3,124,5.024
0.1513,6.99,0.65229,69,124,7.022
0.11363,5.2498,-1.3746,6,124,5.428
0.15166,7.0066,0.81956,82,124,7.056
0.12563,5.8039,-1.3755,2,124,5.966
0.15151,6.9996,0.98395,74,124,7.07
0.14017,6.4758,-1.3768,5,124,6.622
0.1514,6.9946,1.1494,80,124,7.09
0.15108,6.9795,-1.3153,75,124,7.104
0.15086,6.9697,1.3135,63,124,7.094
0.056319,2.3044,-1.367,3,140,2.68
0.15734,6.4377,-1.058,2,140,6.526
0.0593,2.4264,-1.3637,3,140,2.784
0.17052,6.9773,-0.98089,80,140,7.048
0.062258,2.5474,-1.3549,3,140,2.886
0.17079,6.9883,-0.81747,49,140,7.038
0.066284,2.7122,-1.3627,4,140,3.036
0.17058,6.9796,-0.65136,62,140,7.012
0.070313,2.877,-1.3622,2,140,3.184
0.17046,6.9749,-0.48788,60,140,6.994
0.075218,3.0777,-1.3707,4,140,3.37
0.17016,6.9624,-0.32478,82,140,6.972
0.080259,3.284,-1.3721,3,140,3.56
0.17044,6.974,-0.16196,101,140,6.978
0.086164,3.5256,-1.3771,3,140,3.786
0.17039,6.9719,0,56,140,6.974
0.091927,3.7614,-1.3694,5,140,4.004
0.17069,6.984,0.1622,71,140,6.988
0.099484,4.0706,-1.3759,3,140,4.298
0.17035,6.9703,0.32515,65,140,6.98
0.10775,4.409,-1.3762,8,140,4.62
0.17036,6.9709,0.4876,44,140,6.99
0.11757,4.8106,-1.3798,3,140,5.006
0.17067,6.9836,0.65173,69,140,7.016
0.12853,5.2592,-1.3772,7,140,5.438
0.17094,6.9942,0.81817,83,140,7.044
0.14179,5.8016,-1.3751,2,140,5.964
0.17081,6.9892,0.98256,74,140,7.06
0.15816,6.4714,-1.376,6,140,6.618
0.17069,6.9843,1.1478,80,140,7.08
0.17028,6.9673,-1.3131,59,140,7.092
0.17013,6.9614,1.312,61,140,7.086
0.06266,2.3008,-1.365,3,156,2.676
0.17547,6.4432,-1.059,2,156,6.532
0.066028,2.4245,-1.3627,3,156,2.782
0.18974,6.9669,-0.9795,80,156,7.038
0.069515,2.5525,-1.3577,3,156,2.892
0.19003,6.9778,-0.81631,44,156,7.028
0.073809,2.7102,-1.3618,4,156,3.034
0.18991,6.9731,-0.6508,59,156,7.006
0.078691,2.8895,-1.3682,3,156,3.198
0.18983,6.9704,-0.4876,56,156,6.99
0.083912,3.0812,-1.3723,4,156,3.374
0.18965,6.9638,-0.32487,63,156,6.974
0.089429,3.2837,-1.3721,3,156,3.56
0.18975,6.9675,-0.16183,101,156,6.972
0.095857,3.5198,-1.3749,3,156,3.78
0.18964,6.9634,0,45,156,6.966
0.10228,3.7555,-1.3674,4,156,3.998
0.19019,6.9835,0.1622,71,156,6.988
0.11101,4.076,-1.3778,3,156,4.304
0.1896,6.9619,0.32478,52,156,6.972
0.1198,4.3991,-1.3732,4,156,4.61
0.18967,6.9644,0.48718,34,156,6.984
0.13095,4.8084,-1.3793,3,156,5.004
0.18996,6.9751,0.65099,66,156,7.008
0.14343,5.2665,-1.3792,11,156,5.446
0.19014,6.9818,0.81677,77,156,7.032
0.15804,5.8031,-1.3755,2,156,5.966
0.19017,6.9828,0.98173,59,156,7.054
0.17623,6.471,-1.376,7,156,6.618
0.19003,6.9778,1.1468,80,156,7.074
0.18925,6.9491,-1.3098,70,156,7.074
0.18947,6.957,1.3112,56,156,7.082
0.069732,2.2955,-1.3619,3,174,2.67
0.19553,6.4367,-1.058,2,174,6.526
0.073697,2.426,-1.3637,3,174,2.784
0.21126,6.9544,-0.97783,81,174,7.026
0.077266,2.5435,-1.353,3,174,2.882
0.21171,6.9693,-0.81538,49,174,7.02
0.082269,2.7082,-1.3609,4,174,3.032
0.21151,6.9625,-0.64987,62,174,6.996
0.087275,2.8729,-1.3605,2,174,3.18
0.21161,6.9658,-0.48732,60,174,6.986
0.093591,3.0809,-1.3723,4,174,3.374
0.21123,6.9532,-0.32441,86,174,6.964
0.099801,3.2853,-1.3729,3,174,3.562
0.21134,6.9569,-0.16159,101,174,6.962
0.10714,3.5269,-1.3778,3,174,3.788
0.21139,6.9588,0,56,174,6.962
0.11413,3.757,-1.3681,5,174,4
0.21176,6.9709,0.16192,75,174,6.976
0.12375,4.0737,-1.3771,3,174,4.302
0.21141,6.9592,0.32469,62,174,6.97
0.13391,4.4082,-1.3762,5,174,4.62
0.21118,6.9518,0.48634,44,174,6.972
0.14652,4.8233,-1.3837,3,174,5.02
0.21163,6.9665,0.65024,70,174,7
0.15956,5.2525,-1.3757,7,174,5.432
0.21195,6.9772,0.81631,82,174,7.028
0.17621,5.8006,-1.3751,2,174,5.964
0.2118,6.9722,0.98034,70,174,7.044
0.19662,6.4724,-1.3764,7,174,6.62
0.21165,6.9673,1.1452,80,174,7.064
0.2109,6.9426,-1.3087,70,174,7.068
0.21096,6.9446,1.309,61,174,7.07
0.076256,2.2987,-1.364,3,190,2.674
0.21338,6.4322,-1.0574,2,190,6.522
0.080356,2.4223,-1.3618,3,190,2.78
0.23048,6.9479,-0.977,80,190,7.02
0.08431,2.5415,-1.3521,3,190,2.88
0.23078,6.9567,-0.81398,49,190,7.008
0.08995,2.7115,-1.3627,4,190,3.036
0.23082,6.9579,-0.6495,59,190,6.992
0.095477,2.8781,-1.3631,3,190,3.186
0.23059,6.9512,-0.48634,52,190,6.972
0.10232,3.0843,-1.374,4,190,3.378
0.23011,6.9366,-0.32366,70,190,6.948
0.10904,3.2868,-1.3736,3,190,3.564
0.23057,6.9503,-0.16145,101,190,6.956
0.1168,3.521,-1.3757,3,190,3.782
0.23056,6.9502,0,52,190,6.954
0.12469,3.7586,-1.3688,5,190,4.002
0.23096,6.9623,0.16173,64,190,6.968
0.13519,4.0753,-1.3778,3,190,4.304
0.23044,6.9466,0.32413,56,190,6.958
0.14603,4.4021,-1.3744,4,190,4.614
0.23026,6.9412,0.48564,37,190,6.962
0.16012,4.8267,-1.3848,5,190,5.024
0.23088,6.9599,0.64969,66,190,6.994
0.17404,5.2462,-1.3741,6,190,5.426
0.23098,6.9627,0.81468,77,190,7.014
0.19273,5.8099,-1.3774,3,190,5.974
0.23101,6.9637,0.97922,63,190,7.036
0.21456,6.4679,-1.3755,7,190,6.616
0.23085,6.9588,1.1439,80,190,7.056
0.23042,6.9459,-1.3094,74,190,7.072
0.23016,6.938,1.3079,53,190,7.064
0.082889,2.2933,-1.3609,3,207,2.668
0.23196,6.4177,-1.0551,2,207,6.508
0.087795,2.429,-1.3657,3,207,2.788
0.25074,6.9372,-0.9756,81,207,7.01
0.092105,2.5483,-1.3558,3,207,2.888
0.25128,6.9521,-0.81352,51,207,7.004
0.097801,2.7059,-1.36,4,207,3.03
0.2511,6.9473,-0.64857,62,207,6.982
0.10441,2.8887,-1.3682,4,207,3.198
0.25086,6.9405,-0.48564,69,207,6.962
0.11114,3.0748,-1.3699,4,207,3.368
0.25048,6.9299,-0.32338,82,207,6.942
0.11872,3.2847,-1.3729,3,207,3.562
0.2509,6.9416,-0.16127,102,207,6.948
0.12718,3.5188,-1.3749,3,207,3.78
0.25075,6.9375,0,52,207,6.942
0.1359,3.7601,-1.3694,5,207,4.004
0.2514,6.9556,0.16159,76,207,6.962
0.14721,4.073,-1.3771,3,207,4.302
0.25076,6.9379,0.32375,65,207,6.95
0.15916,4.4036,-1.375,5,207,4.616
0.25064,6.9345,0.48523,44,207,6.956
0.17437,4.8243,-1.3843,5,207,5.022
0.25117,6.9493,0.64876,70,207,6.984
0.18974,5.2496,-1.3752,6,207,5.43
0.25135,6.954,0.81375,82,207,7.006
0.20913,5.7859,-1.3718,2,207,5.95
0.25146,6.957,0.97839,74,207,7.03
0.23354,6.4613,-1.3743,7,207,6.61
0.25128,6.9522,1.1429,80,207,7.05
0.25053,6.9314,-1.3068,70,207,7.058
0.25067,6.9354,1.3075,61,207,7.062
0.089695,2.3034,-1.367,3,223,2.68
0.24958,6.4092,-1.0538,2,223,6.5
0.094374,2.4235,-1.3627,3,223,2.782
0.26988,6.9306,-0.97477,80,223,7.004
0.099427,2.5533,-1.3587,3,223,2.894
0.27038,6.9434,-0.81259,49,223,6.996
0.10536,2.7056,-1.36,4,223,3.03
0.27027,6.9406,-0.64801,62,223,6.976
0.11261,2.892,-1.3699,5,223,3.202
0.26985,6.9298,-0.48495,69,223,6.952
0.11979,3.0763,-1.3707,5,223,3.37
0.26975,6.9272,-0.32329,86,223,6.94
0.12782,3.2825,-1.3721,3,223,3.56
0.26997,6.9329,-0.16108,101,223,6.94
0.13701,3.5184,-1.3749,3,223,3.78
0.27004,6.9347,0,56,223,6.94
0.14648,3.7616,-1.3701,6,223,4.006
0.27044,6.9449,0.16136,75,223,6.952
0.15851,4.0706,-1.3765,3,223,4.3
0.26975,6.9272,0.32329,65,223,6.94
0.17161,4.4069,-1.3762,4,223,4.62
0.26985,6.9298,0.48495,45,223,6.952
0.18799,4.8276,-1.3854,5,223,5.026
0.27035,6.9426,0.6482,69,223,6.978
0.20425,5.2451,-1.3741,6,223,5.426
0.27046,6.9454,0.81282,74,223,6.998
0.22543,5.7892,-1.3727,2,223,5.954
0.2705,6.9464,0.977,70,223,7.02
0.25166,6.4626,-1.3747,7,223,6.612
0.26993,6.9317,1.1397,76,223,7.03
0.26966,6.9248,-1.3057,70,223,7.052
0.26989,6.9307,1.3068,58,223,7.058
0.096384,2.2997,-1.365,3,240,2.676
0.26892,6.4163,-1.0551,2,240,6.508
0.10156,2.4233,-1.3627,3,240,2.782
0.29011,6.9218,-0.97365,81,240,6.996
0.10767,2.5689,-1.3671,4,240,2.912
0.29065,6.9346,-0.81166,51,240,6.988
0.11346,2.707,-1.3609,4,240,3.032
0.29036,6.9278,-0.6469,62,240,6.964
0.12082,2.8826,-1.3656,4,240,3.192
0.29016,6.923,-0.48453,77,240,6.946
0.12877,3.0723,-1.3691,4,240,3.366
0.28963,6.9104,-0.32254,82,240,6.924
0.13733,3.2765,-1.3698,3,240,3.554
0.29012,6.9221,-0.16085,102,240,6.93
0.14729,3.5143,-1.3735,3,240,3.776
0.29003,6.9199,0,52,240,6.926
0.15772,3.763,-1.3708,10,240,4.008
0.29071,6.936,0.16118,71,240,6.944
0.17059,4.0702,-1.3765,3,240,4.3
0.29005,6.9204,0.32301,72,240,6.934
0.1846,4.4045,-1.3756,4,240,4.618
0.28999,6.919,0.48425,45,240,6.942
0.20191,4.8175,-1.3826,5,240,5.016
0.29044,6.9298,0.64709,69,240,6.966
0.21965,5.2406,-1.3731,6,240,5.422
0.29081,6.9386,0.81213,82,240,6.992
0.24294,5.7963,-1.3746,2,240,5.962
0.29077,6.9377,0.97588,74,240,7.012
0.27091,6.4638,-1.3751,7,240,6.614
0.29049,6.9309,1.1397,80,240,7.03
0.29012,6.922,-1.3053,74,240,7.05
0.28995,6.9181,1.3046,61,240,7.046
0.10313,2.2976,-1.364,3,257,2.674
0.28787,6.4135,-1.0548,2,257,6.506
0.10844,2.416,-1.3588,3,257,2.774
0.31011,6.9091,-0.97198,81,257,6.984
0.11537,2.5703,-1.368,6,257,2.914
0.31104,6.9298,-0.8112,51,257,6.984
0.12149,2.7067,-1.3609,4,257,3.032
0.31056,6.919,-0.64616,62,257,6.956
0.12945,2.884,-1.3665,5,257,3.194
0.31016,6.9102,-0.48369,77,257,6.934
0.13805,3.0756,-1.3707,5,257,3.37
0.3096,6.8976,-0.32198,78,257,6.912
0.14746,3.2853,-1.3736,3,257,3.564
0.31048,6.9172,-0.16076,102,257,6.926
0.15797,3.5194,-1.3757,3,257,3.782
0.31029,6.913,0,52,257,6.92
0.16863,3.7569,-1.3688,5,257,4.002
0.31093,6.9272,0.16099,71,257,6.936
0.18267,4.0696,-1.3765,4,257,4.3
0.31022,6.9115,0.32264,72,257,6.926
0.19776,4.4058,-1.3762,5,257,4.62
0.31007,6.9082,0.48355,44,257,6.932
0.2162,4.8168,-1.3826,7,257,5.016
0.31065,6.9209,0.64634,69,257,6.958
0.23537,5.2438,-1.3741,6,257,5.426
0.31131,6.9357,0.81189,82,257,6.99
0.26022,5.7975,-1.3751,2,257,5.964
0.31082,6.9249,0.97421,78,257,7
0.29009,6.463,-1.3751,7,257,6.614
0.31044,6.9162,1.1374,80,257,7.016
0.31013,6.9094,-1.3031,55,257,7.038
0.31013,6.9094,1.3031,61,257,7.038
0.10906,2.2957,-1.363,3,272,2.672
0.30522,6.4245,-1.0567,3,272,6.518
0.11501,2.4209,-1.3618,3,272,2.78
0.32801,6.9043,-0.97143,81,272,6.98
0.12159,2.5594,-1.3624,5,272,2.902
0.32862,6.917,-0.8098,46,272,6.972
0.12858,2.7064,-1.3609,4,272,3.032
0.32839,6.9122,-0.6456,59,272,6.95
0.13709,2.8855,-1.3673,5,272,3.196
0.32797,6.9033,-0.48327,73,272,6.928
0.14584,3.0697,-1.3683,5,272,3.364
0.32746,6.8927,-0.3218,74,272,6.908
0.15589,3.2813,-1.3721,3,272,3.56
0.3283,6.9103,-0.16062,101,272,6.92
0.16736,3.5227,-1.3771,3,272,3.786
0.32829,6.9102,0,41,272,6.918
0.17837,3.7545,-1.3681,4,272,4
0.32859,6.9163,0.16076,68,272,6.926
0.19332,4.0691,-1.3765,3,272,4.3
0.32794,6.9027,0.32226,56,272,6.918
0.20893,4.3977,-1.3738,4,272,4.612
0.32806,6.9053,0.48341,37,272,6.93
0.22918,4.8239,-1.3848,6,272,5.024
0.32877,6.9201,0.64634,65,272,6.958
0.24901,5.2413,-1.3736,6,272,5.424
0.32899,6.9249,0.81073,77,272,6.98
0.27512,5.7909,-1.3737,2,272,5.958
0.32877,6.9201,0.97365,67,272,6.996
0.30729,6.468,-1.3764,8,272,6.62
0.32835,6.9114,1.1368,80,272,7.012
0.32765,6.8967,-1.3009,70,272,7.026
0.32803,6.9046,1.3024,63,272,7.034
0.11556,2.2971,-1.364,3,288,2.674
0.32296,6.4197,-1.0561,3,288,6.514
0.12177,2.4206,-1.3618,3,288,2.78
0.3467,6.8915,-0.96976,81,288,6.968
0.12892,2.5626,-1.3643,5,288,2.906
0.34773,6.9121,-0.80934,49,288,6.968
0.13631,2.7096,-1.3627,4,288,3.036
0.34719,6.9013,-0.64467,62,288,6.94
0.14505,2.8833,-1.3665,5,288,3.194
0.34674,6.8924,-0.48258,77,288,6.918
0.15468,3.0748,-1.3707,5,288,3.37
0.34651,6.8878,-0.32161,82,288,6.904
0.16533,3.2863,-1.3744,3,288,3.566
0.34709,6.8994,-0.16039,102,288,6.91
0.1771,3.5203,-1.3764,3,288,3.784
0.34709,6.8993,0,56,288,6.908
0.18876,3.7521,-1.3674,3,288,3.998
0.3479,6.9154,0.16076,75,288,6.926
0.20497,4.0743,-1.3784,3,288,4.306
0.34691,6.8958,0.32198,69,288,6.912
0.2213,4.399,-1.3744,5,288,4.614
0.34684,6.8944,0.48271,44,288,6.92
0.24246,4.8194,-1.3837,6,288,5.02
0.34729,6.9033,0.64486,69,288,6.942
0.26384,5.2444,-1.3746,6,288,5.428
0.34803,6.918,0.81003,77,288,6.974
0.2907,5.7785,-1.3709,2,288,5.946
0.34759,6.9093,0.97226,78,288,6.986
0.32545,6.4691,-1.3768,8,288,6.622
0.34726,6.9026,1.1355,80,288,7.004
0.34652,6.8879,-1.2994,59,288,7.018
0.34691,6.8958,1.3009,63,288,7.026
0.12296,2.3001,-1.366,3,306,2.678
0.34334,6.4226,-1.0567,3,306,6.518
0.12975,2.4271,-1.3657,3,306,2.788
0.36803,6.8844,-0.96892,74,306,6.962
0.13669,2.5569,-1.3615,5,306,2.9
0.36892,6.9011,-0.80818,44,306,6.958
0.14473,2.7073,-1.3618,4,306,3.034
0.36855,6.8942,-0.64411,56,306,6.934
0.1543,2.8864,-1.3682,5,306,3.198
0.36839,6.8913,-0.48258,69,306,6.918
0.16405,3.0688,-1.3683,5,306,3.364
0.36772,6.8787,-0.32124,78,306,6.896
0.17536,3.2803,-1.3721,3,306,3.56
0.36855,6.8943,-0.16029,101,306,6.906
0.18826,3.5216,-1.3771,5,306,3.786
0.36844,6.8922,0,56,306,6.902
0.20135,3.7665,-1.3729,5,306,4.014
0.36898,6.9023,0.16048,61,306,6.914
