Points:0,Points:1,Points:2,intensity,azimuth,distance_m
-5.8663,-7.0509,-0.85572,80,21976,9.212
-1.8094,-2.1748,-1.3391,2,21976,3.13
-5.8621,-7.0459,-0.64092,86,21976,9.188
-1.9234,-2.3119,-1.339,3,21976,3.292
-5.856,-7.0385,-0.42698,86,21976,9.166
-2.0597,-2.4756,-1.3451,3,21976,3.49
-5.8595,-7.0427,-0.2127,103,21976,9.164
-2.2007,-2.6452,-1.3437,3,21976,3.694
-5.8623,-7.0462,0,78,21976,9.166
-2.3475,-2.8216,-1.3359,3,21976,3.906
-5.871,-7.0566,0.21312,101,21976,9.182
-2.5376,-3.05,-1.3406,3,21976,4.188
-5.856,-7.0385,0.42698,79,21976,9.166
-2.734,-3.2861,-1.3339,3,21976,4.478
-5.8583,-7.0413,0.6405,51,21976,9.182
-2.9818,-3.5839,-1.3368,4,21976,4.85
-5.865,-7.0494,0.85553,87,21976,9.21
-3.2334,-3.8864,-1.3235,3,21976,5.226
-5.7553,-6.9176,1.0523,46,21976,9.06
-3.5772,-4.2996,-1.3253,5,21976,5.748
-5.7508,-6.9121,1.2637,42,21976,9.08
-3.98,-4.7838,-1.3227,6,21976,6.362
-5.7494,-6.9105,1.4769,50,21976,9.11
-4.475,-5.3787,-1.3183,3,21976,7.12
-5.7321,-6.8896,1.6886,33,21976,9.12
-1.4527,-1.7362,-1.3426,6,21992,2.632
-5.1393,-6.1422,-1.3158,3,21992,8.116
-1.5363,-1.8361,-1.3451,4,21992,2.746
-5.8883,-7.0373,-1.2896,81,21992,9.266
-1.6148,-1.9299,-1.338,3,21992,2.85
-5.8944,-7.0447,-1.0742,61,21992,9.248
-1.7146,-2.0492,-1.3421,3,21992,2.99
-5.8974,-7.0483,-0.85739,80,21992,9.23
-1.8131,-2.167,-1.3374,2,21992,3.126
-5.8907,-7.0402,-0.6419,86,21992,9.202
-1.9334,-2.3107,-1.3414,3,21992,3.298
-5.8833,-7.0313,-0.42754,86,21992,9.178
-2.063,-2.4656,-1.3428,3,21992,3.484
-5.8842,-7.0325,-0.21289,103,21992,9.172
-2.2069,-2.6376,-1.3429,3,21992,3.692
-5.8884,-7.0375,0,76,21992,9.176
-2.359,-2.8193,-1.338,3,21992,3.912
-5.8971,-7.0478,0.21335,87,21992,9.192
-2.5473,-3.0444,-1.3413,3,21992,4.19
-5.8846,-7.0329,0.42764,79,21992,9.18
-2.7395,-3.2741,-1.3321,3,21992,4.472
-5.8856,-7.0341,0.64134,54,21992,9.194
-2.9881,-3.5711,-1.3352,4,21992,4.844
-5.8003,-6.9322,0.84327,24,21992,9.078
-3.248,-3.8818,-1.325,3,21992,5.232
-5.7287,-6.8466,1.044,49,21992,8.988
-3.5905,-4.2911,-1.3257,5,21992,5.75
-5.7281,-6.8459,1.2545,42,21992,9.014
-3.9946,-4.7742,-1.3232,7,21992,6.364
-5.7256,-6.8429,1.4659,52,21992,9.042
-4.4837,-5.3587,-1.3164,3,21992,7.11
-5.7122,-6.8268,1.6771,33,21992,9.058
-1.4579,-1.7319,-1.3426,7,22009,2.632
-5.1575,-6.1269,-1.3158,3,22009,8.116
-1.5417,-1.8315,-1.3451,4,22009,2.746
-5.9181,-7.0304,-1.2915,74,22009,9.28
-1.6194,-1.9238,-1.3371,3,22009,2.848
-5.9204,-7.0332,-1.0751,49,22009,9.256
-1.7138,-2.0359,-1.3367,3,22009,2.978
-5.926,-7.0399,-0.85851,56,22009,9.242
-1.8196,-2.1616,-1.3374,2,22009,3.126
-5.9141,-7.0257,-0.64218,73,22009,9.206
-1.9438,-2.3091,-1.3439,3,22009,3.304
-5.908,-7.0184,-0.42782,78,22009,9.184
-2.0632,-2.451,-1.3382,3,22009,3.472
-5.9154,-7.0272,-0.21326,101,22009,9.188
-2.2171,-2.6339,-1.3444,3,22009,3.696
-5.9144,-7.0261,0,78,22009,9.184
-2.3649,-2.8094,-1.3366,3,22009,3.908
-5.9244,-7.0379,0.21359,83,22009,9.202
-2.56,-3.0412,-1.3432,3,22009,4.196
-5.9118,-7.023,0.4281,56,22009,9.19
-2.7516,-3.2688,-1.3333,3,22009,4.476
-5.9077,-7.0181,0.64148,41,22009,9.196
-3.0036,-3.5681,-1.3374,4,22009,4.852
-5.8273,-6.9226,0.8442,4,22009,9.088
-3.2595,-3.8722,-1.325,3,22009,5.232
-5.7081,-6.781,1.0365,49,22009,8.924
-3.6107,-4.2894,-1.3285,4,22009,5.762
-5.7076,-6.7804,1.2456,40,22009,8.95
-4.0088,-4.7623,-1.3232,6,22009,6.364
-5.7053,-6.7776,1.4555,50,22009,8.978
-4.5034,-5.3499,-1.3175,3,22009,7.116
-5.6881,-6.7572,1.6641,32,22009,8.988
-1.4641,-1.7289,-1.3436,8,22026,2.634
-5.1718,-6.107,-1.3148,3,22026,8.11
-1.5562,-1.8376,-1.3529,4,22026,2.762
-5.9043,-6.972,-1.284,49,22026,9.226
-1.6308,-1.9257,-1.3417,3,22026,2.858
-5.9156,-6.9853,-1.0704,22,22026,9.216
-1.7244,-2.0362,-1.3403,3,22026,2.986
-5.9109,-6.9797,-0.85331,37,22026,9.186
-1.8306,-2.1617,-1.3408,2,22026,3.134
-5.9079,-6.9762,-0.63925,36,22026,9.164
-1.9483,-2.3006,-1.3422,3,22026,3.3
-5.9017,-6.9689,-0.42587,34,22026,9.142
-2.08,-2.4561,-1.3444,3,22026,3.488
-5.9026,-6.97,-0.21205,60,22026,9.136
-2.2213,-2.623,-1.3422,4,22026,3.69
-5.9042,-6.9719,0,34,22026,9.136
-2.3745,-2.8039,-1.3373,3,22026,3.91
-5.9078,-6.9761,0.21224,41,22026,9.144
-2.5641,-3.0278,-1.3406,3,22026,4.188
-5.9004,-6.9673,0.42577,28,22026,9.14
-2.7613,-3.2607,-1.3333,3,22026,4.476
-5.8988,-6.9655,0.63827,17,22026,9.15
-3.0167,-3.5622,-1.3385,4,22026,4.856
-3.2735,-3.8654,-1.326,3,22026,5.236
-5.6884,-6.717,1.0293,51,22026,8.862
-3.6209,-4.2757,-1.3276,3,22026,5.758
-5.6855,-6.7136,1.2364,42,22026,8.884
-4.0292,-4.7578,-1.3252,6,22026,6.374
-5.6833,-6.711,1.4448,50,22026,8.912
-4.5243,-5.3425,-1.319,3,22026,7.124
-5.6688,-6.6938,1.6527,35,22026,8.926
-1.4712,-1.7274,-1.3456,6,22042,2.638
-5.1901,-6.0941,-1.3151,3,22042,8.112
-1.5579,-1.8292,-1.35,6,22042,2.756
-5.8814,-6.9058,-1.2748,56,22042,9.16
-1.6316,-1.9158,-1.338,3,22042,2.85
-5.89,-6.9158,-1.0623,24,22042,9.146
-1.7278,-2.0287,-1.3385,3,22042,2.982
-5.889,-6.9147,-0.84736,37,22042,9.122
-1.8332,-2.1524,-1.3383,2,22042,3.128
-5.8846,-6.9095,-0.63464,36,22042,9.098
-1.9547,-2.2951,-1.3422,3,22042,3.3
-5.8797,-6.9037,-0.42288,37,22042,9.078
-2.0833,-2.4461,-1.342,3,22042,3.482
-5.8832,-6.9078,-0.21066,60,22042,9.076
-2.2311,-2.6196,-1.3437,4,22042,3.694
-5.886,-6.9112,0,34,22042,9.078
-2.3835,-2.7986,-1.338,3,22042,3.912
-5.8871,-6.9124,0.2108,45,22042,9.082
-2.5738,-3.022,-1.3413,3,22042,4.19
-5.8732,-6.8961,0.42242,28,22042,9.068
-2.7655,-3.2471,-1.3309,3,22042,4.468
-5.8756,-6.8989,0.63367,18,22042,9.084
-3.0303,-3.5581,-1.3401,3,22042,4.862
-5.8399,-6.8571,0.8403,7,22042,9.046
-3.2805,-3.8519,-1.3245,3,22042,5.23
-5.6646,-6.6512,1.0217,51,22042,8.796
-3.6341,-4.267,-1.328,3,22042,5.76
-5.6657,-6.6524,1.2281,42,22042,8.824
-4.0412,-4.7451,-1.3248,6,22042,6.372
-5.661,-6.647,1.4344,52,22042,8.848
-4.5354,-5.3253,-1.3179,3,22042,7.118
-5.6454,-6.6286,1.6404,35,22042,8.86
-1.4763,-1.723,-1.3456,6,22059,2.638
-5.2095,-6.0801,-1.3154,3,22059,8.114
-1.5644,-1.8259,-1.351,5,22059,2.758
-5.8581,-6.8371,-1.2654,51,22059,9.092
-1.6396,-1.9136,-1.3399,3,22059,2.854
-5.8691,-6.8501,-1.0549,24,22059,9.082
-1.728,-2.0168,-1.334,3,22059,2.972
-5.8667,-6.8473,-0.84123,34,22059,9.056
-1.8419,-2.1497,-1.34,2,22059,3.132
-5.8649,-6.8451,-0.63032,35,22059,9.036
-1.9544,-2.281,-1.3374,3,22059,3.288
-5.8572,-6.8361,-0.41981,37,22059,9.012
-2.0797,-2.4273,-1.3351,3,22059,3.464
-5.8607,-6.8402,-0.20913,60,22059,9.01
-2.2376,-2.6116,-1.3429,3,22059,3.692
-5.8675,-6.8481,0,31,22059,9.018
-2.393,-2.793,-1.3387,3,22059,3.914
-5.8646,-6.8448,0.20927,45,22059,9.016
-2.5753,-3.0058,-1.3374,3,22059,4.178
-5.852,-6.8301,0.41944,28,22059,9.004
-2.7813,-3.2462,-1.3339,3,22059,4.478
-5.8545,-6.833,0.6292,18,22059,9.02
-3.0421,-3.5506,-1.3407,3,22059,4.864
-5.8058,-6.7762,0.8325,14,22059,8.962
-3.2957,-3.8465,-1.326,3,22059,5.236
-5.6429,-6.5861,1.0142,49,22059,8.732
-3.6404,-4.2488,-1.3257,2,22059,5.75
-5.6442,-6.5875,1.2192,44,22059,8.76
-4.0527,-4.7301,-1.324,6,22059,6.368
-5.6396,-6.5822,1.4241,52,22059,8.784
-4.5512,-5.3118,-1.3179,3,22059,7.118
-5.6215,-6.5611,1.6279,35,22059,8.792
-1.4837,-1.7213,-1.3477,5,22076,2.642
-5.2301,-6.0676,-1.3161,3,22076,8.118
-1.5676,-1.8186,-1.349,3,22076,2.754
-5.8357,-6.7702,-1.2562,56,22076,9.026
-1.6383,-1.9007,-1.3342,3,22076,2.842
-5.8518,-6.789,-1.0481,24,22076,9.024
-1.7328,-2.0103,-1.3331,3,22076,2.97
-5.8454,-6.7816,-0.83528,37,22076,8.992
-1.8459,-2.1415,-1.3383,2,22076,3.128
-5.8422,-6.7778,-0.62572,36,22076,8.97
-1.9659,-2.2807,-1.3406,3,22076,3.296
-5.8331,-6.7673,-0.41664,37,22076,8.944
-2.0881,-2.4225,-1.3359,3,22076,3.466
-5.8418,-6.7774,-0.20774,60,22076,8.95
-2.2551,-2.6162,-1.3487,3,22076,3.708
-5.8447,-6.7807,0,34,22076,8.952
-2.3952,-2.7788,-1.3352,3,22076,3.904
-5.8392,-6.7743,0.20764,45,22076,8.946
-2.5917,-3.0067,-1.3413,3,22076,4.19
-5.8253,-6.7582,0.41608,28,22076,8.932
-2.7872,-3.2336,-1.3321,3,22076,4.472
-5.8278,-6.7612,0.62418,18,22076,8.948
-3.0451,-3.5328,-1.3374,3,22076,4.852
-5.8194,-6.7514,0.83157,35,22076,8.952
-3.3046,-3.8338,-1.325,3,22076,5.232
-5.6274,-6.5287,1.008,54,22076,8.678
-3.653,-4.238,-1.3257,2,22076,5.75
-5.6223,-6.5227,1.2102,44,22076,8.696
-4.0719,-4.724,-1.3256,7,22076,6.376
-5.6205,-6.5206,1.4143,52,22076,8.724
-4.5656,-5.2968,-1.3175,3,22076,7.116
-5.6076,-6.5057,1.6182,35,22076,8.74
-1.4915,-1.7213,-1.3507,6,22091,2.648
-5.2446,-6.0524,-1.3158,3,22091,8.116
-1.5689,-1.8106,-1.3461,3,22091,2.748
-5.8157,-6.7115,-1.2481,53,22091,8.968
-1.6514,-1.9057,-1.3408,3,22091,2.856
-5.8214,-6.7181,-1.0395,25,22091,8.95
-1.7509,-2.0206,-1.343,3,22091,2.992
-5.8214,-6.7181,-0.82934,37,22091,8.928
-1.8503,-2.1353,-1.3374,2,22091,3.126
-5.8168,-6.7127,-0.62111,36,22091,8.904
-1.9802,-2.2852,-1.3463,3,22091,3.31
-5.8129,-6.7082,-0.41394,37,22091,8.886
-2.1101,-2.4351,-1.3459,3,22091,3.492
-5.8124,-6.7076,-0.20607,60,22091,8.878
-2.2546,-2.6019,-1.3444,3,22091,3.696
-5.8166,-6.7125,0,34,22091,8.882
-2.4074,-2.7782,-1.338,3,22091,3.912
-5.8137,-6.7092,0.20611,45,22091,8.88
-2.6008,-3.0013,-1.3419,3,22091,4.192
-5.809,-6.7037,0.41366,29,22091,8.88
-2.7994,-3.2306,-1.3339,4,22091,4.478
-5.8063,-6.7006,0.62,19,22091,8.888
-3.043,-3.5117,-1.3324,3,22091,4.834
-5.8084,-6.703,0.82748,35,22091,8.908
-3.3171,-3.8281,-1.326,3,22091,5.236
-5.6003,-6.4629,1.0001,51,22091,8.61
-3.6628,-4.227,-1.3253,2,22091,5.748
-5.603,-6.466,1.2025,42,22091,8.64
-4.0868,-4.7163,-1.3265,7,22091,6.38
-5.5988,-6.4611,1.4046,52,22091,8.664
-4.5808,-5.2863,-1.3179,3,22091,7.118
-5.5796,-6.439,1.6053,35,22091,8.67
-1.4969,-1.7166,-1.3507,6,22109,2.648
-5.2623,-6.0344,-1.3154,3,22109,8.114
-1.562,-1.7912,-1.3353,3,22109,2.726
-5.7938,-6.6439,-1.2389,56,22109,8.902
-1.6597,-1.9032,-1.3427,3,22109,2.86
-5.8047,-6.6563,-1.0328,24,22109,8.892
-1.7561,-2.0137,-1.3421,3,22109,2.99
-5.8006,-6.6517,-0.82339,37,22109,8.864
-1.8558,-2.1281,-1.3365,2,22109,3.124
-5.7959,-6.6463,-0.61665,39,22109,8.84
-1.985,-2.2762,-1.3447,3,22109,3.306
-5.7919,-6.6417,-0.41096,37,22109,8.822
-2.1044,-2.4132,-1.3374,3,22109,3.47
-5.7953,-6.6456,-0.20472,60,22109,8.82
-2.2591,-2.5906,-1.3422,4,22109,3.69
-5.7956,-6.6459,0,32,22109,8.818
-2.4198,-2.7748,-1.34,3,22109,3.918
-5.8006,-6.6517,0.2049,45,22109,8.828
-2.6064,-2.9889,-1.34,3,22109,4.186
-5.784,-6.6327,0.4104,29,22109,8.81
-2.807,-3.2189,-1.3327,6,22109,4.474
-5.788,-6.6373,0.61581,19,22109,8.828
-3.0591,-3.5079,-1.3346,3,22109,4.842
-5.7875,-6.6367,0.82154,34,22109,8.844
-3.3304,-3.8191,-1.3265,3,22109,5.238
-5.5827,-6.4018,0.99332,51,22109,8.552
-3.6761,-4.2154,-1.3253,2,22109,5.748
-5.5843,-6.4036,1.1941,46,22109,8.58
-4.0913,-4.6916,-1.3232,7,22109,6.364
-5.5775,-6.3959,1.3942,52,22109,8.6
-4.5961,-5.2704,-1.3175,3,22109,7.116
-5.5623,-6.3785,1.5945,35,22109,8.612
-1.4983,-1.7085,-1.3477,6,22125,2.642
-5.2779,-6.0182,-1.3151,3,22125,8.112
-1.5762,-1.7973,-1.3431,3,22125,2.742
-5.7758,-6.5861,-1.2311,58,22125,8.846
-1.6615,-1.8946,-1.3399,3,22125,2.854
-5.7839,-6.5953,-1.0258,25,22125,8.832
-1.7582,-2.0048,-1.3394,3,22125,2.984
-5.7785,-6.5891,-0.81763,37,22125,8.802
-1.863,-2.1243,-1.3374,2,22125,3.126
-5.775,-6.5851,-0.61246,41,22125,8.78
-1.9853,-2.2638,-1.3406,3,22125,3.296
-5.7683,-6.5775,-0.40798,40,22125,8.758
-2.1172,-2.4143,-1.3413,3,22125,3.48
-5.7743,-6.5843,-0.20333,67,22125,8.76
-2.27,-2.5885,-1.3444,4,22125,3.696
-5.7772,-6.5876,0,34,22125,8.762
-2.4213,-2.761,-1.3366,3,22125,3.908
-5.7809,-6.5919,0.20356,48,22125,8.77
-2.621,-2.9887,-1.3432,3,22125,4.196
-5.7656,-6.5745,0.40779,29,22125,8.754
-2.821,-3.2168,-1.3351,4,22125,4.482
-5.7631,-6.5716,0.61121,19,22125,8.762
-3.0739,-3.5052,-1.3368,3,22125,4.85
-5.764,-6.5726,0.81559,35,22125,8.78
-3.3347,-3.8025,-1.324,3,22125,5.228
-5.5639,-6.3444,0.98682,51,22125,8.496
-3.6852,-4.2022,-1.3243,2,22125,5.744
-5.5577,-6.3374,1.1846,46,22125,8.512
-4.0941,-4.6684,-1.3198,3,22125,6.348
-5.5537,-6.3328,1.3839,52,22125,8.536
-4.6173,-5.265,-1.3194,3,22125,7.126
-5.5399,-6.3171,1.5831,35,22125,8.55
-1.5037,-1.7038,-1.3477,8,22143,2.642
-5.3163,-6.0238,-1.32,4,22143,8.142
-1.5784,-1.7884,-1.3402,3,22143,2.736
-5.5383,-6.2753,-1.1763,80,22143,8.452
-1.6686,-1.8907,-1.3408,3,22143,2.856
-5.5641,-6.3045,-0.98333,55,22143,8.466
-1.7668,-2.0019,-1.3412,3,22143,2.988
-5.5422,-6.2798,-0.78141,68,22143,8.412
-1.872,-2.1211,-1.3391,2,22143,3.13
-5.5408,-6.2782,-0.58554,77,22143,8.394
-1.9973,-2.2631,-1.3439,3,22143,3.304
-5.5417,-6.2792,-0.39056,82,22143,8.384
-2.1346,-2.4187,-1.3474,3,22143,3.496
-5.5383,-6.2753,-0.19432,103,22143,8.372
-2.2794,-2.5827,-1.3451,4,22143,3.698
-5.5411,-6.2785,0,70,22143,8.374
-2.435,-2.759,-1.3394,3,22143,3.916
-5.5409,-6.2783,0.19441,77,22143,8.376
-2.6304,-2.9805,-1.3432,3,22143,4.196
-5.5272,-6.2627,0.38953,64,22143,8.362
-2.8223,-3.1979,-1.3309,3,22143,4.468
-5.5276,-6.2632,0.58414,39,22143,8.374
-3.0773,-3.4868,-1.3335,3,22143,4.838
-5.5303,-6.2663,0.77973,73,22143,8.394
-3.3543,-3.8007,-1.327,3,22143,5.24
-5.5483,-6.2867,0.98054,54,22143,8.442
-3.6971,-4.1892,-1.3239,2,22143,5.742
-5.5449,-6.2828,1.1777,46,22143,8.462
-4.1126,-4.6599,-1.3211,3,22143,6.354
-5.5409,-6.2783,1.3758,57,22143,8.486
-4.6468,-5.2652,-1.3231,4,22143,7.146
-5.5207,-6.2554,1.5719,35,22143,8.49
-1.5084,-1.6996,-1.3477,5,22159,2.642
-5.3213,-5.9957,-1.3171,5,22159,8.124
-1.5822,-1.7827,-1.3392,3,22159,2.734
-5.5387,-6.2406,-1.1727,66,22159,8.426
-1.6739,-1.886,-1.3408,3,22159,2.856
-5.5474,-6.2504,-0.97729,40,22159,8.414
-1.7712,-1.9957,-1.3403,3,22159,2.986
-5.5359,-6.2374,-0.77806,46,22159,8.376
-1.8827,-2.1213,-1.3425,2,22159,3.138
-5.5358,-6.2373,-0.58316,60,22159,8.36
-1.9987,-2.252,-1.3406,3,22159,3.296
-5.5314,-6.2323,-0.3886,63,22159,8.342
-2.1328,-2.403,-1.342,6,22159,3.482
-5.5319,-6.2329,-0.19349,78,22159,8.336
-2.2853,-2.5749,-1.3444,4,22159,3.696
-5.54,-6.2421,0,52,22159,8.346
-2.4414,-2.7508,-1.3387,3,22159,3.914
-5.5385,-6.2404,0.19372,64,22159,8.346
-2.6337,-2.9674,-1.3406,3,22159,4.188
-5.5221,-6.2219,0.38795,40,22159,8.328
-2.8363,-3.1957,-1.3333,3,22159,4.476
-5.5159,-6.2149,0.58107,24,22159,8.33
-3.0909,-3.4826,-1.3352,3,22159,4.844
-5.5293,-6.23,0.77713,55,22159,8.366
-5.5263,-6.2266,0.97358,54,22159,8.382
-3.7062,-4.1759,-1.3229,1,22159,5.738
-5.5216,-6.2213,1.1691,46,22159,8.4
-4.1256,-4.6484,-1.3211,3,22159,6.354
-5.5231,-6.223,1.367,60,22159,8.432
-4.6549,-5.2448,-1.3212,4,22159,7.136
-5.5056,-6.2033,1.5627,35,22159,8.44
-1.5086,-1.6902,-1.3436,3,22175,2.634
-5.3328,-5.9749,-1.3158,6,22175,8.116
-1.5906,-1.7822,-1.3422,3,22175,2.74
-5.5152,-6.1793,-1.164,66,22175,8.364
-1.6686,-1.8695,-1.3324,3,22175,2.838
-5.5251,-6.1904,-0.97032,33,22175,8.354
-1.7708,-1.984,-1.3358,3,22175,2.976
-5.5188,-6.1833,-0.77323,48,22175,8.324
-1.8766,-2.1026,-1.334,2,22175,3.118
-5.5134,-6.1772,-0.57898,52,22175,8.3
-2.0026,-2.2437,-1.339,3,22175,3.292
-5.5075,-6.1706,-0.38571,56,22175,8.28
-2.153,-2.4122,-1.3505,4,22175,3.504
-5.512,-6.1757,-0.19219,78,22175,8.28
-2.2913,-2.5672,-1.3437,5,22175,3.694
-5.5135,-6.1774,0,45,22175,8.28
-2.4491,-2.744,-1.3387,3,22175,3.914
-5.5173,-6.1817,0.19237,64,22175,8.288
-2.6445,-2.9629,-1.3419,3,22175,4.192
-5.5035,-6.1662,0.38543,42,22175,8.274
-2.8401,-3.1821,-1.3309,3,22175,4.468
-5.4868,-6.1474,0.57619,15,22175,8.26
-3.098,-3.471,-1.3341,3,22175,4.84
-5.5069,-6.17,0.77156,55,22175,8.306
-3.3729,-3.779,-1.326,6,22175,5.236
-5.5066,-6.1696,0.96707,51,22175,8.326
-3.7153,-4.1626,-1.322,1,22175,5.734
-5.5047,-6.1675,1.1618,46,22175,8.348
-4.1255,-4.6223,-1.3169,3,22175,6.334
-5.501,-6.1634,1.3573,60,22175,8.372
-4.6591,-5.2201,-1.3183,3,22175,7.12
-5.481,-6.1409,1.5508,35,22175,8.376
-1.5156,-1.6886,-1.3456,3,22191,2.638
-5.3561,-5.9673,-1.3174,7,22191,8.126
-1.5909,-1.7725,-1.3382,3,22191,2.732
-5.4967,-6.1241,-1.1565,69,22191,8.31
-1.6809,-1.8727,-1.338,3,22191,2.85
-5.5066,-6.135,-0.96405,33,22191,8.3
-1.7728,-1.9751,-1.3331,3,22191,2.97
-5.5002,-6.1279,-0.76822,48,22191,8.27
-1.8909,-2.1067,-1.34,2,22191,3.132
-5.4973,-6.1247,-0.57549,52,22191,8.25
-2.0149,-2.2449,-1.343,3,22191,3.302
-5.4927,-6.1196,-0.38347,56,22191,8.232
-2.1486,-2.3938,-1.3436,3,22191,3.486
-5.4905,-6.1171,-0.19084,78,22191,8.222
-2.2984,-2.5607,-1.3437,4,22191,3.694
-5.496,-6.1232,0,49,22191,8.228
-2.4555,-2.7357,-1.338,3,22191,3.912
-5.4985,-6.1261,0.19112,61,22191,8.234
-2.654,-2.9569,-1.3426,3,22191,4.194
-5.4847,-6.1106,0.38292,43,22191,8.22
-2.8541,-3.1798,-1.3333,3,22191,4.476
-5.4693,-6.0935,0.57256,16,22191,8.208
-3.1026,-3.4566,-1.3319,3,22191,4.832
-5.4882,-6.1145,0.76654,55,22191,8.252
-3.3834,-3.7696,-1.326,4,22191,5.236
-5.4893,-6.1158,0.96103,54,22191,8.274
-3.7308,-4.1566,-1.3234,1,22191,5.74
-5.4835,-6.1093,1.1537,44,22191,8.29
-4.1554,-4.6297,-1.3223,3,22191,6.36
-5.4813,-6.1069,1.3482,60,22191,8.316
-4.6868,-5.2217,-1.322,3,22191,7.14
-5.464,-6.0876,1.5412,35,22191,8.324
-1.5244,-1.6876,-1.3487,3,22209,2.644
-5.3748,-5.9505,-1.3174,6,22209,8.126
-1.5977,-1.7688,-1.3392,3,22209,2.734
-5.4775,-6.0642,-1.1485,71,22209,8.252
-1.6903,-1.8713,-1.3408,3,22209,2.856
-5.4912,-6.0794,-0.95801,35,22209,8.248
-1.7886,-1.9801,-1.3403,3,22209,2.986
-5.4847,-6.0722,-0.76339,48,22209,8.218
-1.8927,-2.0954,-1.3365,2,22209,3.124
-5.4804,-6.0674,-0.57172,52,22209,8.196
-2.022,-2.2385,-1.343,3,22209,3.302
-5.4744,-6.0608,-0.38087,59,22209,8.176
-2.1561,-2.3871,-1.3436,3,22209,3.486
-5.4749,-6.0613,-0.18963,78,22209,8.17
-2.3115,-2.559,-1.3466,4,22209,3.702
-5.4803,-6.0674,0,49,22209,8.176
-2.4678,-2.7322,-1.34,3,22209,3.918
-5.4816,-6.0687,0.18986,68,22209,8.18
-2.6582,-2.9429,-1.34,3,22209,4.186
-5.4677,-6.0534,0.3804,43,22209,8.166
-2.8615,-3.168,-1.3321,3,22209,4.472
-5.4496,-6.0333,0.56852,18,22209,8.15
-3.1134,-3.4469,-1.3319,3,22209,4.832
-5.47,-6.0559,0.76134,51,22209,8.196
-3.3914,-3.7546,-1.3245,3,22209,5.23
-5.4752,-6.0617,0.95522,54,22209,8.224
-3.7386,-4.1391,-1.3216,1,22209,5.732
-5.4722,-6.0583,1.1473,49,22209,8.244
-4.1608,-4.6064,-1.3194,3,22209,6.346
-5.4647,-6.0501,1.3394,60,22209,8.262
-4.6953,-5.1982,-1.3198,3,22209,7.128
-5.4475,-6.031,1.5312,35,22209,8.27
-1.5291,-1.6834,-1.3487,3,22225,2.644
-5.394,-5.9384,-1.318,7,22225,8.13
-1.6061,-1.7682,-1.3422,3,22225,2.74
-5.4598,-6.0107,-1.1412,69,22225,8.2
-1.6979,-1.8692,-1.3427,3,22225,2.86
-5.4721,-6.0243,-0.95174,38,22225,8.194
-1.7929,-1.9738,-1.3394,3,22225,2.984
-5.4628,-6.0141,-0.758,46,22225,8.16
-1.8949,-2.0861,-1.334,2,22225,3.118
-5.4611,-6.0122,-0.56796,56,22225,8.142
-2.0282,-2.2329,-1.343,3,22225,3.302
-5.455,-6.0055,-0.37835,59,22225,8.122
-2.1603,-2.3783,-1.342,3,22225,3.482
-5.4555,-6.006,-0.18838,78,22225,8.116
-2.3148,-2.5484,-1.3444,6,22225,3.696
-5.4623,-6.0135,0,49,22225,8.124
-2.4717,-2.7211,-1.338,3,22225,3.912
-5.4649,-6.0164,0.1887,57,22225,8.13
-2.669,-2.9383,-1.3413,3,22225,4.19
-5.4497,-5.9996,0.37798,43,22225,8.114
-2.8729,-3.1628,-1.3333,3,22225,4.476
-5.4302,-5.9782,0.56475,17,22225,8.096
-3.1204,-3.4353,-1.3308,3,22225,4.828
-5.4521,-6.0023,0.75651,62,22225,8.144
-3.3992,-3.7423,-1.3235,3,22225,5.226
-5.4534,-6.0037,0.94849,56,22225,8.166
-3.7489,-4.1272,-1.3211,1,22225,5.73
-5.4531,-6.0034,1.1398,49,22225,8.19
-4.1736,-4.5948,-1.3194,3,22225,6.346
-5.4431,-5.9924,1.33,64,22225,8.204
-4.7058,-5.1807,-1.3187,3,22225,7.122
-5.43,-5.9779,1.5216,38,22225,8.218
-1.5364,-1.6814,-1.3507,3,22242,2.648
-5.4143,-5.9252,-1.3187,10,22242,8.134
-1.6067,-1.7583,-1.3382,3,22242,2.732
-5.4415,-5.955,-1.1337,69,22242,8.146
-1.6939,-1.8537,-1.3352,3,22242,2.844
-5.4524,-5.967,-0.94523,38,22242,8.138
-1.8023,-1.9724,-1.3421,3,22242,2.99
-5.4497,-5.964,-0.75373,52,22242,8.114
-1.9133,-2.0938,-1.3425,3,22242,3.138
-5.4439,-5.9577,-0.56433,56,22242,8.09
-2.0373,-2.2296,-1.3447,3,22242,3.306
-5.4378,-5.951,-0.37593,59,22242,8.07
-2.1574,-2.361,-1.3359,3,22242,3.466
-5.4382,-5.9514,-0.18717,78,22242,8.064
-2.3262,-2.5457,-1.3466,5,22242,3.702
-5.4464,-5.9604,0,52,22242,8.074
-2.4785,-2.7124,-1.3373,3,22242,3.91
-5.4476,-5.9617,0.1875,64,22242,8.078
-2.6866,-2.9402,-1.3458,4,22242,4.204
-5.4284,-5.9406,0.37528,40,22242,8.056
-2.8784,-3.15,-1.3315,3,22242,4.47
-5.4304,-5.9429,0.56293,30,22242,8.07
-3.1384,-3.4346,-1.3341,3,22242,4.84
-5.4417,-5.9552,0.75261,55,22242,8.102
-3.4156,-3.7379,-1.3255,3,22242,5.234
-5.4337,-5.9464,0.94198,51,22242,8.11
-3.7663,-4.1218,-1.3229,1,22242,5.738
