,X,Y,Z,ref,phjj,r
0,0.5595042973911254,1.9798839027618946,0.5512845660683692,61.0,75.0,2.13
1,1.4519616706294174,5.137968649232485,-0.09319585037509376,100.0,91.0,5.34
2,0.6120909491630199,2.165969096081753,0.519636935534328,2.0,77.0,2.31
3,1.4529083956186295,5.141318767498285,-0.27999736589974955,95.0,93.0,5.35
4,0.6380056466426058,2.2576718633777637,0.4560334989499424,84.0,79.0,2.39
5,1.4493659461854145,5.128783316668195,-0.46628322369997155,97.0,95.0,5.35
6,0.6365731522343143,2.2526027823483648,0.3707496821453473,67.0,81.0,2.37
7,1.4548543604463842,5.1482048351402625,-0.6568757609537442,79.0,97.0,5.39
8,0.0,0.0,0.0,49.0,83.0,0.0
9,1.4719075418751233,5.208549893362463,-0.8572608684204649,80.0,99.0,5.48
10,0.8289831393135269,2.9334723269167626,0.26669657280783393,82.0,85.0,3.06
11,1.470883310878978,5.204925509293505,-1.051357564524762,81.0,101.0,5.51
12,1.4474769623639807,5.122098884255302,0.27895064677489134,97.0,87.0,5.33
13,1.2427301089067373,4.397573619317499,-1.0550204448727272,73.0,103.0,4.69
14,1.4465236119379214,5.118725320958207,0.09284680224634875,98.0,89.0,5.32
15,1.0848604451762198,3.8389298208481812,-1.068922656273411,60.0,105.0,4.13
16,0.5506839918586142,1.9723284281516233,0.548696375617344,60.0,75.0,2.12
17,1.435813127480393,5.142504759008769,-0.09319585037509376,100.0,91.0,5.34
18,0.5895617018285931,2.111572738371032,0.5061398722736961,0.0,77.0,2.25
19,1.4340638103546153,5.13623940910205,-0.2794740063373201,95.0,93.0,5.34
20,0.6335496146011543,2.2691197383547386,0.4579415889037078,119.0,79.0,2.4
21,1.4359252373666909,5.142906291501254,-0.4671547811274482,97.0,95.0,5.36
22,0.6294932621626224,2.2545915164572463,0.3707496821453473,67.0,81.0,2.37
23,1.433335338487933,5.133630316059564,-0.6544383740856413,80.0,97.0,5.37
24,0.8434524524435509,3.0209072250927793,0.3851071251602661,86.0,83.0,3.16
25,1.4528810734301876,5.203635272160818,-0.8556965237700626,79.0,99.0,5.47
26,0.8304791484770041,2.9744420715772177,0.27018280251774024,80.0,85.0,3.1
27,1.4545243235218168,5.209520732639421,-1.051357564524762,83.0,101.0,5.51
28,1.4313782976011424,5.126620983242308,0.27895064677489134,97.0,87.0,5.33
29,1.228908614033823,4.401456063537841,-1.0550204448727272,72.0,103.0,4.69
30,1.4277467615956716,5.113614282834563,0.0926722781819759,98.0,89.0,5.31
31,1.0701971917252313,3.833015624521079,-1.066334465822386,61.0,105.0,4.12
32,0.5444850320363487,1.9740487170464582,0.548696375617344,75.0,75.0,2.12
33,1.4169918920619864,5.137351556072641,-0.09302132631072094,99.0,91.0,5.33
34,0.5803343237392329,2.1040215246155345,0.5038903617302575,0.0,77.0,2.24
35,1.4179207880870721,5.14071929971792,-0.2794740063373201,95.0,93.0,5.34
36,0.6290279243626646,2.2805618042988174,0.4598496788574733,117.0,79.0,2.41
37,1.419761261319066,5.147391997053213,-0.4671547811274482,97.0,95.0,5.36
38,0.6250333497919137,2.266079340424566,0.3723140267957496,68.0,81.0,2.38
39,1.419839623616397,5.147676102186338,-0.6556570675196928,79.0,97.0,5.38
40,1.4172005165093033,5.138107930992683,0.654438374085642,110.0,83.0,5.37
41,1.439152418848608,5.217695288036395,-0.8572608684204649,79.0,99.0,5.48
42,0.8290770052105738,3.005846446040402,0.27279747480016997,77.0,85.0,3.13
43,1.4381509805967976,5.214064540118873,-1.051357564524762,78.0,101.0,5.51
44,1.4126102233376823,5.121465669381898,0.2784272872124619,96.0,87.0,5.32
45,1.2150749903290188,4.405295067163776,-1.0550204448727272,74.0,103.0,4.69
46,1.4090163279415624,5.108435881272983,0.09249775411760307,98.0,89.0,5.3
47,1.0607184822217546,3.8456703780197508,-1.068922656273411,62.0,105.0,4.13
48,0.535741638468679,1.9664299496562911,0.5461081851663188,67.0,75.0,2.11
49,1.3982172322537336,5.132130945595732,-0.0928468022463481,100.0,91.0,5.32
50,0.548108925598008,2.011823852352792,0.48139525629587093,0.0,77.0,2.14
51,1.3991387457244377,5.135513344046194,-0.2789506467748907,95.0,93.0,5.33
52,0.6166995699543144,2.263584566181179,0.4560334989499424,68.0,79.0,2.39
53,1.4009646472920165,5.142215282573641,-0.46628322369997155,98.0,95.0,5.35
54,0.6127186479656498,2.2489726643545245,0.369185337494945,74.0,81.0,2.36
55,1.3984426724969756,5.132958419912337,-0.6532196806515899,79.0,97.0,5.36
56,1.4010517073337236,5.142534834874859,0.654438374085642,121.0,83.0,5.37
57,1.4201572052424172,5.212661217804767,-0.8556965237700626,80.0,99.0,5.47
58,0.0,0.0,0.0,63.0,85.0,0.0
59,1.4217634437022058,5.218556886886316,-1.051357564524762,77.0,101.0,5.51
60,1.396513719935086,5.125878234582692,0.2784272872124619,97.0,87.0,5.32
61,1.2012293743246063,4.409090592305886,-1.0550204448727272,73.0,103.0,4.69
62,1.3929607764933811,5.112837220236349,0.09249775411760307,98.0,89.0,5.3
63,1.0435536180598441,3.8303445938802647,-1.0637462753713607,63.0,105.0,4.11
64,0.5320710520837406,1.9774308288582163,0.548696375617344,76.0,75.0,2.12
65,1.382087293979355,5.136498241324867,-0.0928468022463481,99.0,91.0,5.32
66,0.5341907707113611,1.9853087183738107,0.47464672466555496,0.0,77.0,2.11
67,1.382998176801932,5.139883518099063,-0.2789506467748907,95.0,93.0,5.33
68,0.6095852777200775,2.265510811499784,0.4560334989499424,74.0,79.0,2.39
69,1.382214597783065,5.13697136322297,-0.465411666272495,98.0,95.0,5.34
70,0.60821659468991,2.260424129921846,0.3707496821453473,75.0,81.0,2.37
71,1.382310133527137,5.137326419798301,-0.6532196806515899,79.0,97.0,5.36
72,1.3823101335271368,5.1373264197983,0.6532196806515906,119.0,83.0,5.36
73,1.4012078510577672,5.207559387921215,-0.8541321791196602,79.0,99.0,5.46
74,1.371860930383941,5.098492176981599,0.4619254365625881,99.0,85.0,5.3
75,1.4002607425452827,5.204039479135487,-1.047541384617231,81.0,101.0,5.49
76,1.3778086902098046,5.1205969007703604,0.27790392765003247,96.0,87.0,5.31
77,1.1873719026712244,4.412842601503874,-1.0550204448727272,71.0,103.0,4.69
78,1.3768914770846956,5.117188097560487,0.09249775411760307,98.0,89.0,5.3
79,1.036534643917853,3.8522591147096383,-1.068922656273411,67.0,105.0,4.13
80,0.5208952473566848,1.960421933315863,0.5435199947152936,65.0,75.0,2.1
81,1.3633761516871796,5.131151656097023,-0.09267227818197525,100.0,91.0,5.31
82,0.5229468376045489,1.9681432218868362,0.47014770357867763,27.0,77.0,2.09
83,1.3642795230520524,5.134551550887027,-0.27842728721246124,95.0,93.0,5.32
84,0.6024649691252487,2.267414697141303,0.4560334989499424,113.0,79.0,2.39
85,1.3635113492390365,5.131660480562855,-0.4645401088450184,98.0,95.0,5.33
86,0.5985759343993634,2.2527780710351104,0.369185337494945,68.0,81.0,2.36
87,1.3661639517143407,5.1416437163465245,-0.6532196806515899,81.0,97.0,5.36
88,1.3687127650570912,5.151236335220305,0.654438374085642,119.0,83.0,5.37
89,1.3848409329747984,5.211935706716823,-0.8541321791196602,80.0,99.0,5.46
90,1.3558368013071096,5.10277683808314,0.4619254365625881,99.0,85.0,5.3
91,1.3864256611668901,5.217899930659902,-1.0494494745709964,81.0,101.0,5.5
92,1.3617150878583453,5.124900138197389,0.27790392765003247,97.0,87.0,5.31
93,1.1735027121365236,4.41655105772692,-1.0550204448727272,75.0,103.0,4.69
94,1.3582410249388286,5.11182528451097,0.09232323005323023,97.0,89.0,5.29
95,1.0244273198014802,3.8554964688545303,-1.068922656273411,57.0,105.0,4.13
96,0.5147338398310376,1.962048697019899,0.5435199947152936,70.0,75.0,2.1
97,1.347249461870136,5.135409500356052,-0.09267227818197525,100.0,91.0,5.31
98,0.5315964115454603,2.026324997314335,0.48364476683930957,126.0,77.0,2.15
99,1.3481421477101279,5.138812216388436,-0.27842728721246124,95.0,93.0,5.32
100,0.5928477574801979,2.2598012411171817,0.45412540899617687,64.0,79.0,2.38
101,1.3473830602382462,5.135918747045875,-0.4645401088450184,98.0,95.0,5.33
102,0.5965083564155232,2.273754614327937,0.3723140267957496,112.0,81.0,2.38
103,1.347485621701425,5.136309688090787,-0.6520009872175384,83.0,97.0,5.35
104,1.3525229511283463,5.155510845803276,0.654438374085642,119.0,83.0,5.37
105,1.3659540094389084,5.206706994994645,-0.852567834469258,81.0,99.0,5.45
106,1.3397992906684248,5.107011136837362,0.4619254365625881,100.0,85.0,5.3
107,1.3675353733471791,5.212734795686273,-1.047541384617231,82.0,101.0,5.49
108,1.3430739441473076,5.119493373469682,0.27738056808760303,96.0,87.0,5.3
